ID,Rank,Rarity_Score,Attributes,Background,Clothes,Earring,Eyes,Fur,Hat,Mouth
8986,234,352.1492709990146,6,Purple,Cowboy Shirt,None,Blue Beams,Golden Brown,Beanie,Bored Unshaven Cigarette
2310,235,352.0137449195788,6,Purple,Toga,None,Sleepy,Dark Brown,Girl's Hair Short,Bored Dagger
1606,236,351.4207811240274,6,Army Green,Pimp Coat,None,Laser Eyes,Blue,Bayc Flipped Brim,Bored Unshaven
3530,237,351.3383292276379,6,Gray,Tie Dye,None,Bloodshot,Tan,Bowler,Bored Dagger
5919,238,351.0759246344333,6,Blue,Rainbow Suspenders,None,Angry,Tan,Fez,Bored Pizza
4014,239,350.76060083804447,6,Yellow,Black Suit,None,Bored,Brown,Bayc Hat Red,Bored
4203,240,350.71483223565065,6,Yellow,Black Holes T,None,Angry,Brown,Bowler,Bored Unshaven Party horn
2173,241,350.4924067705769,6,New Punk Blue,None,Silver Hoop,Robot,Noise,Police Motorcycle Helmet,Bored Unshaven Bubblegum
7486,242,350.45271894368153,6,Purple,Hawaiian,None,Robot,Dmt,Fisherman's Hat,Bored Pizza
265,243,350.26034854953485,7,Yellow,Space Suit,Gold Stud,Sleepy,Dark Brown,Baby's Bonnet,Bored Kazoo
5757,244,349.97158965254584,7,Yellow,Hip Hop,Cross,Cyborg,Blue,Vietnam Era Helmet,Jovial
8861,245,349.89708281116896,6,Yellow,Black T,None,Sad,Solid Gold,Bayc Flipped Brim,Phoneme Vuh
7384,246,349.5699731913328,6,Aquamarine,Black Suit,None,Bored,Death Bot,Sea Captain's Hat,Bored
4367,247,349.5300823332923,6,Blue,Blue Dress,None,Heart,White,Party Hat 1,Bored Unshaven Pipe
5705,248,349.3479578986974,6,Army Green,Kings Robe,None,Eyepatch,Golden Brown,Bowler,Grin Gold Grill
3756,249,349.2148138019449,7,New Punk Blue,Leather Jacket,Gold Stud,Bored,Trippy,S&m Hat,Grin Multicolored
4749,250,348.7666701373826,7,Orange,Blue Dress,Gold Stud,Cyborg,Cheetah,Fisherman's Hat,Phoneme Wah
6776,251,348.66767473443133,6,New Punk Blue,Bone Necklace,Silver Stud,Blue Beams,Dark Brown,None,Phoneme Wah
8091,252,348.6007793384362,6,Purple,Kings Robe,None,Bloodshot,Dmt,Bandana Blue,Dumbfounded
6436,253,348.21746439363324,6,Blue,Black Suit,None,Sad,Brown,Bayc Flipped Brim,Phoneme Vuh
5265,254,348.2169962038923,6,Gray,Tanktop,None,Sleepy,Cream,S&m Hat,Bored Unshaven Party horn
3439,255,348.122336045931,6,Aquamarine,Bayc T Black,None,Zombie,Solid Gold,Fez,Grin
4616,256,347.8173654494716,7,New Punk Blue,Stunt Jacket,Silver Hoop,Heart,Zombie,Irish Boho,Bored Unshaven Kazoo
5595,257,347.78249554331296,6,New Punk Blue,Prom Dress,None,Coins,Pink,Stuntman Helmet,Bored Kazoo
4889,258,347.70376497325236,7,Blue,Hawaiian,Gold Hoop,Zombie,Trippy,Faux Hawk,Phoneme L
1214,259,347.5427631121771,6,Army Green,Cowboy Shirt,None,3d,Pink,Prussian Helmet,Bored Kazoo
3617,260,347.3146141308577,6,Orange,Leather Punk Jacket,None,Bloodshot,Red,Trippy Captain's Hat,Bored Bubblegum
9854,261,347.21611637473063,6,Army Green,Bone Tee,None,Laser Eyes,Pink,Bayc Hat Black,Bored Bubblegum
7783,262,346.9132044257095,6,Orange,Black Suit,None,Sleepy,Black,Army Hat,Phoneme Oh
6444,263,346.7388828356851,6,Blue,Hawaiian,None,Coins,Red,King's Crown,Grin Diamond Grill
104,264,345.8839551321564,6,Aquamarine,Bayc T Black,None,Holographic,Brown,Laurel Wreath,Bored Pipe
5712,265,345.5990412613254,7,Yellow,Black Suit,Gold Hoop,Sleepy,Robot,Beanie,Bored
3159,266,345.37447391312855,5,Yellow,None,None,Eyepatch,Golden Brown,Bayc Hat Red,Bored Pizza
1447,267,344.99328798947147,6,Yellow,Tweed Suit,None,Angry,Cheetah,Trippy Captain's Hat,Phoneme Wah
3009,268,344.92332898777295,7,Yellow,Leather Jacket,Diamond Stud,Zombie,Zombie,Irish Boho,Grin Diamond Grill
7939,269,344.8927063813972,5,New Punk Blue,None,None,Sad,Cheetah,Party Hat 1,Bored Pizza
9315,270,344.7963001994924,7,Aquamarine,Biker Vest,Cross,Bored,White,Bayc Hat Red,Grin Gold Grill
1556,271,344.6898622700963,6,Purple,Toga,None,Laser Eyes,Gray,Bayc Flipped Brim,Bored Pipe
2283,272,344.4356205606948,6,Blue,Blue Dress,None,Zombie,Blue,Ww2 Pilot Helm,Bored Bubblegum
6083,273,344.4353621718179,5,Purple,Lab Coat,None,Robot,Trippy,None,Bored Unshaven Pipe
950,274,343.9605893733741,5,New Punk Blue,Bone Necklace,None,Blue Beams,Cheetah,None,Discomfort
6841,275,343.786196741666,5,Yellow,Hip Hop,None,Bloodshot,Trippy,None,Bored Unshaven Cigar
3862,276,343.6669469072176,6,Army Green,Lab Coat,None,Closed,Cream,Fisherman's Hat,Bored Dagger
7485,277,343.34900687472805,5,Army Green,None,None,Blue Beams,Brown,Party Hat 2,Dumbfounded
120,278,343.31364402789836,7,Aquamarine,Work Vest,Silver Hoop,Heart,Brown,Sea Captain's Hat,Bored Pizza
1725,279,343.282131769506,6,Gray,Sleeveless T,None,Blue Beams,Brown,Halo,Tongue Out
6509,280,342.9559423224939,6,Army Green,Tuxedo Tee,None,Wide Eyed,Cream,Commie Hat,Bored Unshaven Party horn
811,281,342.7328491031688,6,Yellow,Biker Vest,None,Sleepy,Solid Gold,Seaman's Hat,Rage
5968,282,342.30066596061215,7,Aquamarine,Biker Vest,Diamond Stud,Sleepy,Trippy,Beanie,Bored Bubblegum
42,283,342.186872422703,6,Yellow,Biker Vest,None,Coins,Dark Brown,Baby's Bonnet,Bored Pizza
6466,284,341.9741071927066,7,Aquamarine,Puffy Vest,Silver Stud,Bored,Dark Brown,Spinner Hat,Bored Dagger
3108,285,341.43742433157206,6,Purple,Sailor Shirt,None,Scumbag,Cheetah,Stuntman Helmet,Bored Unshaven Kazoo
5644,286,341.412964135021,6,Army Green,Black Suit,None,Closed,White,Commie Hat,Dumbfounded
6099,287,340.5658345366799,6,New Punk Blue,Bandolier,None,Crazy,Golden Brown,Girl's Hair Pink,Bored Kazoo
2198,288,340.40351052511085,5,Yellow,Striped Tee,None,Blue Beams,Zombie,None,Phoneme Wah
6849,289,340.39221927028564,7,Yellow,Kings Robe,Silver Stud,Eyepatch,Dark Brown,Irish Boho,Grin Multicolored
3400,290,340.2437785634389,6,Blue,Guayabera,None,Bloodshot,Brown,Irish Boho,Bored Unshaven Party horn
6331,291,340.05446743272347,6,New Punk Blue,Vietnam Jacket,None,Bloodshot,Dark Brown,S&m Hat,Bored Unshaven Party horn
9311,292,339.8920028729604,6,Yellow,None,Gold Hoop,Angry,Red,Safari,Bored Dagger
8639,293,339.70195994572964,6,Army Green,Caveman Pelt,None,Holographic,Blue,Fez,Bored Unshaven Bubblegum
8930,294,339.54913905177705,5,Blue,Guayabera,None,Closed,Noise,None,Bored Pizza
4614,295,339.1132643127587,6,Yellow,None,Silver Hoop,Closed,Solid Gold,Prussian Helmet,Bored
5383,296,339.1068603340002,6,Orange,Lumberjack Shirt,None,Angry,Solid Gold,Army Hat,Bored Unshaven
3562,297,338.9535997604208,6,Blue,Black Suit,None,Zombie,Brown,Bayc Flipped Brim,Bored Unshaven
2860,298,338.7592778882413,6,Gray,Stunt Jacket,None,Sad,Black,Irish Boho,Bored Pizza
739,299,338.62025970892506,7,Army Green,Lab Coat,Silver Hoop,Zombie,Tan,Trippy Captain's Hat,Phoneme Oh
4756,300,337.723589491653,6,New Punk Blue,Black Suit,None,Scumbag,Dark Brown,Seaman's Hat,Bored Cigarette
5135,301,337.5549245499499,6,New Punk Blue,None,Gold Hoop,Holographic,Golden Brown,Laurel Wreath,Bored Cigar
5446,302,337.3485362579433,6,Yellow,Puffy Vest,None,Bored,Tan,Bowler,Bored Unshaven Party horn
5819,303,336.9537139376956,6,Purple,Sailor Shirt,None,Bored,Cheetah,Trippy Captain's Hat,Bored Unshaven Cigar
3064,304,336.8110048615689,6,Blue,Sleeveless T,None,Sad,Dark Brown,Trippy Captain's Hat,Bored Unshaven Cigar
9094,305,336.78032816711124,6,Yellow,Leather Punk Jacket,Silver Stud,Blue Beams,Brown,None,Jovial
1917,306,336.7223436538531,6,Army Green,Prison Jumpsuit,None,Laser Eyes,Death Bot,Girl's Hair Short,Bored Cigarette
832,307,336.2159776282007,6,Blue,Caveman Pelt,None,Sunglasses,Golden Brown,Bandana Blue,Grin Gold Grill
8027,308,335.56519478746173,6,New Punk Blue,Admirals Coat,None,Cyborg,Blue,Beanie,Rage
6936,309,334.94543177473236,6,Purple,Tuxedo Tee,None,Bored,Black,Baby's Bonnet,Bored Dagger
5092,310,334.3795606839095,6,Gray,Lab Coat,None,Blindfold,Blue,Halo,Bored Unshaven Kazoo
7973,311,334.346241530183,7,Aquamarine,Hip Hop,Silver Hoop,Bloodshot,Zombie,Commie Hat,Bored Unshaven Bubblegum
8120,312,334.3054425896489,6,Yellow,Space Suit,None,Scumbag,Dark Brown,Seaman's Hat,Bored Unshaven Bubblegum
5597,313,333.86783584076426,5,Blue,Service,None,Holographic,Trippy,None,Tongue Out
8585,314,333.8656579534292,5,Blue,None,None,Heart,Trippy,King's Crown,Phoneme Vuh
2940,315,333.8150305418672,6,New Punk Blue,Lab Coat,None,Eyepatch,Cheetah,Irish Boho,Bored Unshaven Bubblegum
8106,316,333.72428755123013,6,Aquamarine,Bayc T Red,None,Bored,Death Bot,Bandana Blue,Bored Pipe
456,317,333.41452674773706,7,New Punk Blue,Vietnam Jacket,Silver Stud,Robot,Dark Brown,Baby's Bonnet,Bored Unshaven Kazoo
5708,318,332.97365078283826,6,Blue,Hip Hop,Cross,Holographic,Black,None,Bored Unshaven Pipe
1204,319,332.7338374221432,6,New Punk Blue,Stunt Jacket,None,Wide Eyed,Dark Brown,Beanie,Bored Unshaven Party horn
5786,320,332.7284054856411,6,Orange,Tie Dye,None,Laser Eyes,Gray,Vietnam Era Helmet,Phoneme Oh
1837,321,332.67998205335783,6,Orange,Wool Turtleneck,None,Crazy,Solid Gold,Short Mohawk,Bored Unshaven
5555,322,332.6134243919902,7,Yellow,Black Suit,Silver Hoop,Bored,Dark Brown,Army Hat,Bored Unshaven Cigarette
4694,323,332.3839782841292,6,Blue,Bandolier,None,Robot,Brown,Seaman's Hat,Bored Pizza
4580,324,332.22037329083867,6,Orange,Biker Vest,None,3d,Solid Gold,Seaman's Hat,Dumbfounded
2967,325,331.95866868925066,6,Yellow,None,Gold Hoop,Coins,Dark Brown,Vietnam Era Helmet,Bored Unshaven Party horn
5020,326,331.9453508467791,6,Army Green,Prison Jumpsuit,None,Bored,Tan,Army Hat,Bored Unshaven Party horn
3326,327,331.8374941849718,7,Orange,Black T,Silver Stud,3d,Brown,Fez,Bored Unshaven Party horn
5809,328,331.38628871992984,5,Blue,None,Gold Hoop,Holographic,Solid Gold,None,Bored
8619,329,331.3538038050691,6,Yellow,Puffy Vest,None,Angry,Gray,Commie Hat,Bored Pizza
8244,330,330.4363617199366,6,Blue,Black Suit,None,Angry,White,Cowboy Hat,Bored
2946,331,330.41129821892423,7,Aquamarine,Lab Coat,Gold Stud,Eyepatch,Golden Brown,Cowboy Hat,Bored Unshaven Bubblegum
1754,332,330.28891834703415,7,Army Green,Stunt Jacket,Silver Stud,Wide Eyed,Dmt,Trippy Captain's Hat,Phoneme Vuh
2456,333,330.2517030946946,6,Aquamarine,Bandolier,None,Bored,Red,Police Motorcycle Helmet,Bored Unshaven Bubblegum
6459,334,330.0307723754378,4,Gray,None,None,Robot,Gray,None,Bored Unshaven Party horn
8674,335,329.9961555378748,6,Yellow,Lumberjack Shirt,None,Wide Eyed,Dmt,Bayc Flipped Brim,Bored Unshaven Kazoo
9250,336,329.83198818667483,6,Aquamarine,Admirals Coat,None,Hypnotized,Pink,Ww2 Pilot Helm,Bored Unshaven
9943,337,329.6624597730172,6,Orange,Black Suit,None,Wide Eyed,Brown,Beanie,Rage
1538,338,329.63922180243844,6,Army Green,Black Holes T,None,Sunglasses,Golden Brown,Cowboy Hat,Bored Pizza
1734,339,329.40155075980425,5,Aquamarine,None,None,Bored,Solid Gold,Faux Hawk,Bored Cigarette
4911,340,329.27152642202043,6,Aquamarine,Vietnam Jacket,None,Bloodshot,Cheetah,Sea Captain's Hat,Bored Dagger
8953,341,329.23559342635576,7,Orange,Striped Tee,Silver Hoop,Coins,Cream,Bayc Hat Black,Bored Pizza
4887,342,329.2062191054083,7,New Punk Blue,Bandolier,Diamond Stud,Angry,Red,Spinner Hat,Grin Gold Grill
4187,343,329.00858537668074,6,Yellow,Navy Striped Tee,None,Closed,Dmt,Faux Hawk,Bored Unshaven Bubblegum
5754,344,328.9324580041533,7,Blue,Bone Necklace,Gold Hoop,Scumbag,White,Girl's Hair Short,Grin Gold Grill
347,345,328.8829585358999,5,Gray,None,None,Bored,Cream,Bayc Hat Red,Bored Dagger
6266,346,328.72388038565197,6,Aquamarine,Stunt Jacket,None,Bored,Black,Bayc Flipped Brim,Bored Dagger
9423,347,328.60154074624575,6,Gray,Blue Dress,None,Closed,Cream,Sushi Chef Headband,Grin Diamond Grill
7163,348,327.3959370278442,7,Purple,Lumberjack Shirt,Gold Hoop,Coins,Cheetah,Laurel Wreath,Phoneme Wah
5515,349,327.23187549399285,6,Purple,None,Cross,Blue Beams,Black,Fez,Bored Unshaven
514,350,327.231458706201,6,Purple,Tweed Suit,None,Bloodshot,Dark Brown,Ww2 Pilot Helm,Bored Kazoo
6694,351,326.9553014025008,6,New Punk Blue,Hawaiian,Gold Stud,Blue Beams,Black,None,Phoneme Oh
5374,352,326.8510623166976,7,Army Green,Tie Dye,Silver Stud,Laser Eyes,Dmt,Army Hat,Bored Unshaven
3744,353,326.8320063527779,7,Gray,Puffy Vest,Silver Hoop,Coins,Pink,Baby's Bonnet,Bored Unshaven Bubblegum
7859,354,326.70655766884397,7,Gray,Kings Robe,Silver Hoop,Crazy,Dmt,Police Motorcycle Helmet,Bored Unshaven
252,355,326.69522529949853,7,Army Green,Sleeveless T,Cross,Scumbag,Tan,Army Hat,Bored Party Horn
1726,356,326.6863333150628,5,Gray,Service,None,Closed,Solid Gold,None,Bored Unshaven
9457,357,326.3157779361485,6,Blue,Bayc T Black,None,Hypnotized,Noise,Vietnam Era Helmet,Bored Party Horn
8183,358,326.14007989883885,5,Orange,Cowboy Shirt,None,Blue Beams,Tan,None,Bored
8856,359,325.9108676786715,7,New Punk Blue,Black T,Silver Hoop,Zombie,Black,Girl's Hair Short,Bored Unshaven Kazoo
6127,360,325.5351804599527,7,New Punk Blue,Navy Striped Tee,Diamond Stud,Crazy,Cream,Commie Hat,Bored Unshaven Kazoo
488,361,325.445511928823,5,Blue,None,None,Closed,Cream,Prussian Helmet,Bored Pizza
4635,362,325.0320472790926,5,Gray,Black Suit,None,Sad,Golden Brown,None,Rage
4904,363,324.77522638180363,6,Aquamarine,None,Gold Hoop,Closed,Brown,Girl's Hair Short,Bored Pizza
2107,364,324.2377311805879,7,Aquamarine,Admirals Coat,Gold Hoop,X Eyes,Zombie,Vietnam Era Helmet,Grin
4415,365,324.00073537368496,6,Orange,None,Gold Stud,Wide Eyed,Golden Brown,Commie Hat,Bored Unshaven Party horn
1911,366,323.7454819887103,7,Army Green,Tweed Suit,Silver Stud,Sunglasses,Robot,Bunny Ears,Grin Gold Grill
7683,367,323.673471759812,6,Army Green,Rainbow Suspenders,None,Closed,Dmt,Seaman's Hat,Bored Unshaven Bubblegum
4890,368,323.63803469748984,7,Gray,Tweed Suit,Gold Stud,Zombie,Golden Brown,S&m Hat,Grin Diamond Grill
5523,369,323.3353063518993,6,Yellow,Caveman Pelt,None,Sad,Robot,Bandana Blue,Bored Cigar
2177,370,323.060132114944,7,Yellow,Striped Tee,Silver Stud,Bored,Solid Gold,Bayc Hat Black,Bored Unshaven
3411,371,322.8173799595804,6,New Punk Blue,Bone Tee,None,Cyborg,Dark Brown,Trippy Captain's Hat,Bored Cigarette
4583,372,322.80251703509947,6,Purple,None,Diamond Stud,Crazy,Dark Brown,Halo,Bored Pizza
6757,373,322.7777574431718,6,Orange,Tanktop,None,Coins,Black,Trippy Captain's Hat,Grin Multicolored
890,374,322.65574927961035,6,Army Green,Bone Necklace,None,Blue Beams,Brown,Halo,Dumbfounded
6034,375,322.53599963339377,6,Purple,Tweed Suit,Silver Stud,Blue Beams,Brown,None,Grin
1846,376,322.4900721212769,6,New Punk Blue,Vietnam Jacket,None,Scumbag,Gray,Party Hat 2,Grin Gold Grill
5687,377,322.4343611293487,6,Gray,Smoking Jacket,None,Closed,Cream,Short Mohawk,Bored Dagger
4127,378,322.41466032394703,6,Yellow,Admirals Coat,None,Sunglasses,Dmt,S&m Hat,Rage
3863,379,322.2644694765675,6,Orange,Guayabera,None,Sleepy,Solid Gold,Commie Hat,Bored
7168,380,322.2607903559627,7,Blue,Admirals Coat,Silver Hoop,Zombie,Blue,Bayc Hat Red,Bored
5900,381,321.8843040791989,6,Blue,Tweed Suit,None,3d,Cream,Trippy Captain's Hat,Tongue Out
7118,382,321.46665182664077,6,Blue,Black Suit,None,Scumbag,Dark Brown,Beanie,Bored
4967,383,321.357277871026,6,Orange,Vietnam Jacket,None,Bloodshot,Dmt,Bayc Flipped Brim,Bored Unshaven Kazoo
7756,384,321.32560743835614,7,Yellow,Sleeveless Logo T,Gold Stud,Closed,Pink,Party Hat 1,Bored Unshaven Pipe
3783,385,321.2091777605121,6,Gray,Smoking Jacket,None,Bored,Cream,S&m Hat,Bored Pizza
1359,386,321.18141067305294,6,Orange,Navy Striped Tee,Silver Hoop,Blue Beams,Gray,None,Phoneme L
3850,387,321.069785717898,6,Purple,Puffy Vest,None,Bored,Pink,Bandana Blue,Grin Diamond Grill
9728,388,321.05748082090196,5,New Punk Blue,None,None,Sad,Trippy,Spinner Hat,Bored Unshaven Pipe
9967,389,320.7360717749038,6,Purple,Toga,None,Sleepy,Golden Brown,Army Hat,Bored Pizza
8998,390,320.65541691574043,5,Yellow,None,None,Crazy,Cream,Horns,Bored Unshaven Party horn
4108,391,320.4281420144337,6,Orange,Black Suit,None,Bored,Dark Brown,Bayc Hat Black,Bored Cigarette
8963,392,320.26780212782245,6,New Punk Blue,Smoking Jacket,None,Sunglasses,Brown,Seaman's Hat,Bored Dagger
2130,393,320.25811131913736,7,Gray,Hawaiian,Gold Hoop,Wide Eyed,Trippy,Beanie,Bored Bubblegum
8814,394,319.860683733998,7,Blue,Black Suit,Silver Stud,Bored,Gray,Seaman's Hat,Bored Unshaven
6132,395,319.84920600685535,6,Army Green,Bayc T Red,None,3d,Pink,Party Hat 1,Bored Party Horn
2731,396,319.73495764055394,7,Army Green,Sailor Shirt,Cross,Heart,Dmt,Bandana Blue,Dumbfounded
1146,397,319.7083149128153,7,Army Green,Sleeveless Logo T,Silver Hoop,Crazy,Zombie,Horns,Grin Diamond Grill
7527,398,319.591374918124,6,New Punk Blue,Hawaiian,None,Sad,Solid Gold,Sea Captain's Hat,Bored
386,399,319.4414695122447,6,Yellow,Vietnam Jacket,None,Sleepy,Black,Bowler,Bored Dagger
5563,400,319.2482777790449,6,Orange,Bandolier,None,Eyepatch,Death Bot,Police Motorcycle Helmet,Bored Cigar
4458,401,319.0797400220452,5,Aquamarine,Bone Tee,None,Sad,Trippy,None,Grin Gold Grill
3740,402,318.9952013410776,7,Orange,Biker Vest,Silver Stud,Cyborg,Blue,Safari,Grin Multicolored
8160,403,318.9922013218992,6,Yellow,Smoking Jacket,Gold Stud,Heart,Dark Brown,None,Bored Dagger
6261,404,318.8672216004238,6,Yellow,Biker Vest,None,Heart,Robot,Bunny Ears,Bored Unshaven Bubblegum
4462,405,318.7185195646756,6,New Punk Blue,Black Suit,None,Bored,Zombie,Seaman's Hat,Bored Unshaven
9647,406,318.691872481215,6,Army Green,Black Suit,None,Coins,Gray,Seaman's Hat,Bored
8016,407,318.6192948420125,6,New Punk Blue,Leather Jacket,None,Heart,Tan,Beanie,Bored Pizza
4743,408,318.5941409727461,6,Orange,Vietnam Jacket,None,Heart,Trippy,Party Hat 2,Bored Cigarette
8788,409,318.40773660495324,6,Purple,Guayabera,None,Coins,Pink,Seaman's Hat,Bored Pizza
1,410,318.13456874944393,5,Orange,Vietnam Jacket,None,Blue Beams,Robot,None,Grin
4088,411,318.10289413495593,6,Orange,Biker Vest,None,Laser Eyes,Brown,Fisherman's Hat,Grin Multicolored
4351,412,318.0321807956387,5,Aquamarine,Wool Turtleneck,None,Bloodshot,Cheetah,None,Bored Unshaven Party horn
1115,413,317.9844966326097,7,New Punk Blue,Black T,Silver Stud,Closed,Golden Brown,Short Mohawk,Bored Dagger
3748,414,317.9716875097564,7,Orange,Blue Dress,Gold Stud,Wide Eyed,Robot,Bowler,Bored Cigar
2442,415,317.9270311436611,6,Aquamarine,Sailor Shirt,None,Bored,Blue,Laurel Wreath,Bored Unshaven Cigar
5646,416,317.9004676518008,7,Orange,Wool Turtleneck,Silver Hoop,Wide Eyed,Tan,Stuntman Helmet,Bored Unshaven Bubblegum
9745,417,317.8826796914437,7,Gray,Leather Punk Jacket,Gold Stud,Sad,Dmt,Vietnam Era Helmet,Bored Unshaven Cigar
2694,418,317.8474786652113,7,Purple,Prom Dress,Silver Hoop,Sleepy,Dark Brown,Laurel Wreath,Small Grin
4810,419,317.76551957544063,6,Yellow,Prom Dress,None,3d,Death Bot,Sea Captain's Hat,Bored Unshaven Pipe
7657,420,317.7052405238004,7,Aquamarine,Admirals Coat,Silver Stud,Sleepy,Brown,Short Mohawk,Bored Bubblegum
4617,421,317.6036073105285,6,Purple,Vietnam Jacket,None,Bored,Black,Bayc Hat Black,Bored Dagger
3166,422,317.58698164923067,6,New Punk Blue,Bone Tee,None,Zombie,Brown,Laurel Wreath,Bored Bubblegum
7477,423,317.32059816742924,7,Purple,Smoking Jacket,Silver Stud,Wide Eyed,Black,Girl's Hair Short,Bored Unshaven Bubblegum
4008,424,317.2857150957325,6,Gray,Kings Robe,None,Sad,Dark Brown,Girl's Hair Pink,Rage
9385,425,317.22197159992567,6,Gray,Cowboy Shirt,None,3d,Pink,Beanie,Bored Unshaven Kazoo
851,426,317.06168922876645,5,Gray,None,None,Bored,Cream,Bandana Blue,Bored Unshaven Kazoo
8194,427,317.0455758948045,7,Purple,Admirals Coat,Gold Stud,Wide Eyed,Blue,Vietnam Era Helmet,Phoneme L
3761,428,316.82972249065443,6,Army Green,Wool Turtleneck,None,Wide Eyed,Black,Faux Hawk,Bored Unshaven Kazoo
792,429,316.68804326789586,6,Army Green,Stunt Jacket,None,Holographic,Pink,Sushi Chef Headband,Grin Gold Grill
2361,430,316.6284588180279,6,Blue,Sleeveless Logo T,None,Laser Eyes,Dark Brown,Sushi Chef Headband,Phoneme Vuh
2128,431,316.6120501717843,7,Orange,Tweed Suit,Gold Hoop,3d,Golden Brown,Party Hat 2,Bored Bubblegum
9049,432,316.4782157458872,6,Gray,Guayabera,None,Hypnotized,Cheetah,Trippy Captain's Hat,Rage
3202,433,316.4054873202635,6,Yellow,Bandolier,None,Closed,Red,Vietnam Era Helmet,Bored Unshaven Kazoo
9682,434,316.36766933134976,6,Purple,Sailor Shirt,None,X Eyes,Robot,King's Crown,Phoneme Wah
5589,435,316.31832725425886,7,New Punk Blue,Tweed Suit,Silver Stud,Crazy,Trippy,Beanie,Discomfort
1598,436,316.31655164061686,6,Orange,Kings Robe,None,Coins,Pink,Short Mohawk,Grin Multicolored
4413,437,316.26371574308735,7,Gray,Pimp Coat,Silver Hoop,Angry,Golden Brown,Bayc Hat Black,Grin Multicolored
7640,438,316.1703555365854,7,Purple,Biker Vest,Silver Hoop,Closed,Dark Brown,Police Motorcycle Helmet,Bored Unshaven Bubblegum
7602,439,316.01357241133275,6,Blue,Pimp Coat,None,Sleepy,Blue,Baby's Bonnet,Bored Cigar
9224,440,315.87807444210557,6,Army Green,Black Suit,None,Sad,Golden Brown,Fisherman's Hat,Bored Unshaven
3928,441,315.78146373761297,6,Orange,Guayabera,Silver Hoop,Heart,Solid Gold,None,Bored
294,442,315.7113585900894,6,New Punk Blue,Vietnam Jacket,None,Sad,Trippy,Fisherman's Hat,Bored Cigar
9572,443,315.5682331331725,5,Army Green,None,None,Closed,Solid Gold,S&m Hat,Bored Unshaven Cigarette
232,444,315.5142696948611,6,Army Green,Smoking Jacket,None,Sleepy,Solid Gold,Seaman's Hat,Bored
4783,445,315.4372740623548,7,New Punk Blue,Bone Necklace,Gold Hoop,Blindfold,Golden Brown,Fez,Bored Unshaven Bubblegum
9340,446,315.3746226778009,7,Yellow,Black T,Silver Hoop,Cyborg,Brown,Commie Hat,Grin Diamond Grill
5519,447,314.9654081690657,6,Yellow,Kings Robe,None,Robot,Brown,Ww2 Pilot Helm,Phoneme Vuh
9781,448,314.938197461712,7,Orange,Space Suit,Diamond Stud,X Eyes,Golden Brown,Party Hat 2,Grin
