ID,Name,Rank,Rarity_Score,Agility,Armor,Attributes,Aura,Background,Body,Eye,Face,Force,Helmet,Intelligence,Jewelry,Mouth,Rank,Scar,Type
966,TezoTrooperz #966,116,1003.0341035566039,90,Geisha Gold,12,,Background Motif Gradient Green,Body 1 Viking God Red,Eyes 2 Brown,,95,Hairs 6 Black,60,Ronin Blue,Mouth Gold,Warrior,Scar 6,
1239,TezoTrooperz #1239,117,1000.2290309168133,90,Viking Green,13,,Background Motif Orange,Body 1 CyberSkin Gold,Eyes 4 Brown,MakeUp Viking Blue 1,95,Indian Purple,60,Viking Blackmetal,Mouth 5,Warrior,Scar 4,
776,TezoTrooperz #776,118,999.0129807177624,90,Mercenary Gold,12,,Background Motif Orange,Body 1 Dragon,Eyes 3 Yellow,Viking Mustache White,95,Viking Green,60,Bullet Gold,Mouth 1,Warrior,,
319,TezoTrooperz #319,119,996.8883315205514,85,Mercenary Black,13,,Background GradientNoise Green,Body 4 Dragon blue red,Eyes 3 Brown,Commando Beard _ Mustache Brown,90,Ronin Black,70,Plate LongRange,Mouth 2,Long Range,Scar 2,
1595,TezoTrooperz #1595,120,994.3869264069359,85,SpecialForce Blue,14,Red,Background Motif Orange,Body 4 CyberSkin Black,Eyes 4 Green,MakeUp Indian Purple 1,90,Hairs 6 White,70,Logo Grey,Mouth Gold,Long Range,Scar 3,
221,TezoTrooperz #221,121,993.3505928929686,80,Geisha Gold,13,,Background Legend Blue,Body 2 Dragon White,Eyes 1 Yellow,MakeUp Massai Yellow 2,90,Hairs 5 Blond,80,Bullet Gold,Mouth 5,Troop Leader,Scar 6,
379,TezoTrooperz #379,122,983.486424452844,85,Geisha Gold,13,,Background GradientNoise Blue,Body 1 Dragon Blue Yellow,Eyes 1 Green,MakeUp Indian Blue 2,90,Hairs 1 Brown,70,Viking White,Mouth Smoke,Long Range,Scar 1,
1510,TezoTrooperz #1510,123,978.8471481229902,90,Ghost Black,13,,Background Line Purple,Body 2 Dragon Grey,Eyes 2 Green,Cowboy Mustache White,95,Samurai Kabuki Red,60,Plate Warrior,Mouth 5,Warrior,Scar 3,
1041,TezoTrooperz #1041,124,965.882951115516,85,CowboyGear Gold,13,,Background Motif Gradient Red,Body 1 Massai Yellow 2,Eyes Cyber 6,Mask Blue,90,Mercenary Orange,70,Viking Blackmetal,Mouth 2,Long Range,Scar 6,
528,TezoTrooperz #528,125,964.1271991286281,90,Indian Purple,13,,Background Line Green,Body 3 Massai Blue 2,Eyes 4 Red,MakeUp Indian Blue 3,95,CowboyHat Gold,60,Ronin Blackmetal,Mouth 1,Warrior,Scar 7,
630,TezoTrooperz #630,126,964.1113982375102,85,Cowboy Red,14,Pink,Background Gradient Red,Body 1 Dragon,Eyes 2 Green,Viking Beard _ Mustache LightBlond,90,Hairs 3 Light Blond,70,Plate TroopLeader,Mouth 5,Long Range,Scar 2,
1374,TezoTrooperz #1374,127,962.9959552940632,90,Viking Black,13,,Background Motif Purple,Body 4,Eyes 1 Rinnengan,Cowboy Beard _ Mustache Blond Light,95,Hairs 4 Light Blond,60,Plate TroopLeader,Mouth 1,Warrior,Scar 2,
742,TezoTrooperz #742,128,960.9447416053495,85,Viking 2 Yellow,13,,Background Gradient Red,Body 3 Dragon,Eyes 2 Yellow,Viking Beard _ Mustache Blond,90,Mercenary No Glass Purple,70,Massai White,Mouth 4,Long Range,Scar 7,
413,TezoTrooperz #413,129,960.034789917575,75,Mercenary Cape Purple,14,Pink,Background Motif Purple,Body 4 Viking God Red,Eyes 2 Blue,Cowboy Beard _ Mustache Blond Light,90,Hairs 4 Light Blond,85,Viking Metal,Mouth 2,King,Scar 4,
914,TezoTrooperz #914,130,958.7322354095293,90,Massai Blue,12,,Background Gradient Red,Body 3 CyberSkin,Eyes 3 Blue,MakeUp Camouflage Green,95,Ronin Gold,60,Viking Blackmetal,Mouth 4,Warrior,,
961,TezoTrooperz #961,131,956.7552323500761,85,SpecialForce Gold,13,,Background Gradient Yellow,Body 1 Yakusa Purple,Eyes 3 Green,MakeUp Indian Blue 2,90,Hairs 5 Black,70,Ronin Gold,Mouth 4,Long Range,Scar 7,
836,TezoTrooperz #836,132,956.4892475779129,85,Viking Blue,12,,Background Motif Purple,Body 2 Yakusa Purple,Eyes 1 Special 1,,90,Hairs 2 Black,70,Viking White,Mouth 4,Long Range,Scar 7,
218,TezoTrooperz #218,133,953.3194428576825,90,Ronin Red,13,,Background Motif Red,Body 1 Fanatic Purple,Eyes 1 Green,Cowboy Beard _ Mustache Blond Light,95,Hairs 5 Light Blond,60,Viking Blackmetal,Mouth 5,Warrior,Scar 8,
1208,TezoTrooperz #1208,134,952.8108081695088,85,Mercenary Black,12,White,Background Line Orange,Body 4 Dragon blue red,Eyes 3 Brown,,90,SpecialForce Gold,70,Viking Metal,Mouth 4,Long Range,,
817,TezoTrooperz #817,135,951.2605031193868,90,Mercenary Cape Black,14,Green,Background Line Blue,Body 4 Viking Red,Eyes 3 White,Mask Skull Yellow,95,Hairs 2 White,60,Plate Warrior,Mouth 4,Warrior,Scar 4,
99,TezoTrooperz #99,136,944.0341792634597,80,Samurai Red,14,Blue,Background Gradient DeepBlue,Body 3 Viking White,Eyes 2 Yellow,King Beard _ Mustache Brown,90,Ronin Black,80,Bullet,Mouth 3,Troop Leader,Scar 7,
510,TezoTrooperz #510,137,942.593509667566,90,CowboyGear Orange,14,Purple,Background Motif Orange,Body 4 Massai blue 2,Eyes 1 Blue,Commando Beard _ Mustache Blond Light,95,Ronin Red,60,Viking Metal,Mouth 5,Warrior,Scar 7,
734,TezoTrooperz #734,138,940.7222494214725,90,Geisha Blue,13,,Background GradientNoise Yellow,Body 2 Dragon Blue Yellow,Eyes 3 Red,MakeUp Camouflage Green,95,Hairs 2 Blond,60,Logo Grey,Mouth Smoke,Warrior,Scar 9,
219,TezoTrooperz #219,139,940.2217681383131,90,Samurai Red,14,Purple,Background Motif Yellow,Body 3 Dragon Blue Yellow,Eyes 1 Green,Cowboy Mustache White,95,Hairs 4 Blond,60,Massai Blackmetal,Mouth 2,Warrior,Scar 4,
1076,TezoTrooperz #1076,140,937.5339802328407,85,Viking Green,14,Green,Background Gradient Blue,Body 3 Dragon Blue,Eyes 3 Green,Mask Skull Red,90,Ronin Blue Hair,70,Logo Gold,Mouth 5,Long Range,Scar 1,
486,TezoTrooperz #486,141,935.1316395489032,85,Viking Gold,13,,Background Gradient Orange,Body 1 Yakusa Yellow,Eyes 2 Green,Cowboy Mustache Blond,90,Mercenary No Glass Black,70,Logo Gold,Mouth 5,Long Range,Scar 4,
950,TezoTrooperz #950,142,934.911511141045,85,Massai Gold,13,,Background Gradient Blue,Body 3,Eyes Cyber 2,MakeUp Blue Pink,90,Hairs 4 Orange,70,Ronin White,Mouth 4,Long Range,Scar 3,
739,TezoTrooperz #739,143,933.5128979798768,90,Ghost Green,14,Green,Background Gradient Green,Body 4 Dragon blue red,Eyes 1 Brown,Viking Beard _ Mustache White,95,Hairs1 Light Blond,60,Logo Grey,Mouth 5,Warrior,Scar 10,
1545,TezoTrooperz #1545,144,933.1376986619437,85,Indian Robot Black,14,Purple,Background Motif Purple,Body 2 Fanatic Blue,Eyes 4 White,MakeUp Indian Red 2,90,Hairs 3 Brown,70,Neck Gold,Mouth 5,Long Range,Scar 6,
1321,TezoTrooperz #1321,145,932.8874310522331,90,Indian Black,12,,Background Gradient DeepBlue,Body 3 Dragon Blue,Eyes 4 Blue,MakeUp Indian White 3,95,Hairs 2 Black,60,Plate Warrior,Mouth Toothpick,Warrior,,
1069,TezoTrooperz #1069,146,928.9339763139492,85,Indian Robot Purple,14,Blue,Background Motif Green,Body 3 Massai Blue 2,Eyes 2 Yellow,MakeUp Massai White 1,90,Hairs 1 Red,70,Logo Black,Mouth Gold,Long Range,Scar 5,
1536,TezoTrooperz #1536,147,928.6645982087967,85,SpecialForce Blue,13,,Background Gradient Red,Body 3 Dragon blue,Eyes 2 Green,Mask Base,90,Viking Gold,70,Viking White,Mouth 2,Long Range,Scar 6,
1303,TezoTrooperz #1303,148,928.5092093146047,75,CowboyGear Black,14,Green,Background GradientNoise Yellow,Body 2,Eyes 3 Green,Viking Beard _ Mustache White,90,Commando Red,85,Military Plate Futurist Red,Mouth 1,King,Scar 9,
79,TezoTrooperz #79,149,922.8988493784801,90,Commando Blue,13,,Background Motif Orange,Body 3 Dragon,Eyes 1 Green,Cowboy Mustache Light Blond,95,Samurai Oni Gold,60,Logo Gold,Mouth 3,Warrior,Scar 3,
574,TezoTrooperz #574,150,921.4037934275661,80,Mercenary Cape Red,11,,Background GradientNoise Green,Body 1 Dragon Gray,Eyes 1 Red,,90,Mercenary Purple,80,Plate Warrior,Mouth 5,Troop Leader,,
1295,TezoTrooperz #1295,151,920.9436397430236,85,Viking Green,14,White,Background GradientNoise Yellow,Body 1 Yakusa Green,Eyes 4 Yellow,Mask Queen Base,90,Hairs 3 Blond,70,Plate Warrior,Mouth 5,Long Range,Scar 4,
476,TezoTrooperz #476,152,920.1452205980376,90,SpecialForce Green,14,Red,Background Motif Yellow,Body 3 Dragon Red,Eyes Cyber 8,Viking Mustache White,95,Commando Blue,60,Military Plate Futurist Blue,Mouth 4,Warrior,Scar 4,
17,TezoTrooperz #17,153,919.9465945955784,90,Ghost Grey,12,,Background Gradient Red,Body 1,Eyes 2 Blue,King Mustache Blond Light,95,Mercenary Gold,60,Plate LongRange,Mouth 2,Warrior,,
1458,TezoTrooperz #1458,154,919.3304321277617,80,Ronin Gold,14,Green,Background Motif Yellow,Body 1 Massai Blue,Eyes 3 Blue,MakeUp Gow White,90,Indian Blue,80,Viking White,Mouth 1,Troop Leader,Scar 4,
1004,TezoTrooperz #1004,155,918.1584350031849,80,SpecialForce Green,13,Purple,Background Motif Gradient Blue,Body 2 Massai Blue 2,Eyes 2 White,,90,Indian Black,80,Neck Blackmetal,Mouth Smoke,Troop Leader,Scar 6,
426,TezoTrooperz #426,156,916.6971182562424,85,Commando Gold,13,,Background Line Orange,Body 3,Eyes Cyber 5,Cowboy Beard _ Mustache Blond,90,CowboyHat Gold,70,Bullet,Mouth 5,Long Range,Scar 5,
453,TezoTrooperz #453,157,916.4834545087016,85,Viking 2 Yellow,13,,Background Gradient Yellow,Body 4 Massai Brown 2,Eyes 2 Brown,King Beard _ Mustache Brown,90,Ronin Gold,70,Whitcher Medaillon,Mouth 4,Long Range,Scar 3,
1530,TezoTrooperz #1530,158,914.2859221867918,80,CowboyGear Black,13,,Background Motif Yellow,Body 1 Viking Black,Eyes 3 White,Cowboy Mustache White,90,Ghost Brown,80,Bullet White,Mouth 4,Troop Leader,Scar 7,
506,TezoTrooperz #506,159,913.7923704003608,75,Mercenary Orange,12,,Background Gradient DeepBlue,Body 2 Fanatic God,Eyes 1 Brown,Commando Mustache Blond,90,SpecialForce Gold,85,,Mouth 3,King,Scar 7,
1158,TezoTrooperz #1158,160,913.7851942129698,80,Cowboy Orange,12,,Background Line Purple,Body 2 Fanatic God,Eyes 1 Blue,Commando Beard _ Mustache White,90,Ronin Gold,80,,Mouth 3,Troop Leader,Scar 4,
1153,TezoTrooperz #1153,161,913.7054589639251,90,Cowboy Red,14,Red,Background Legend Blue,Body 2 Massai Black,Eyes 1 Special 3,Mask Green,95,SpecialForce Green,60,Ronin Gold,Mouth Angry,Warrior,Scar 2,
443,TezoTrooperz #443,162,903.4177502857153,75,Queen Base,11,,Background GradientNoise Green,Body 1 CyberSkin Gold,Eyes 3 Yellow,,90,Hairs 1 Blond,85,,Mouth Gold,Queen,Scar 10,
10,TezoTrooperz #10,163,901.163248595061,85,Cowboy Orange,14,Red,Background Motif Green,Body 3 Black CyberSkin,Eyes 3 Brown,Viking Beard _ Mustache Black,90,Hairs1 White,70,Bullet White,Mouth 2,Long Range,Scar 1,
65,TezoTrooperz #65,164,895.9947461294423,80,Geisha Gold,13,,Background Gradient DeepBlue,Body 4 Fanatic Yellow,Eyes 2 Red,MakeUp Gow Blue,90,Hairs 5 Purple,80,Bullet Base,Mouth Angry,Troop Leader,Scar 5,
1225,TezoTrooperz #1225,165,893.1866676108272,85,Mercenary Cape Purple,12,,Background GradientNoise Green,Body 2,Eyes 2 Sith,,90,Cowboy Blue,70,Plate Warrior,Mouth 3,Long Range,Scar 8,
505,TezoTrooperz #505,166,891.8048151033561,85,SpecialForce Gold,13,,Background Motif Gradient Blue,Body 2 Dragon,Eyes Cyber 1,Cowboy Beard _ Mustache Blond Light,90,Ronin Red,70,Bullet White,Mouth 3,Long Range,Scar 7,
831,TezoTrooperz #831,167,890.7092630829252,90,CowboyGear Black,13,,Background Grayscale02,Body 3 Black CyberSkin,Eyes 1 White,Viking Mustache Black,95,Viking Blue,60,Viking White,Mouth 2,Warrior,Scar 2,
1350,TezoTrooperz #1350,168,889.0030125843984,85,Cowboy Orange,14,Blue,Background GradientNoise Blue,Body 2 Dragon,Eyes 1 White,Mask Yellow,90,Cowboy Black,70,Plate LongRange,Mouth 1,Long Range,Scar 6,
508,TezoTrooperz #508,169,887.4346814546132,80,Geisha Black,12,,Background Gradient DeepBlue,Body 4 Fanatic Green,Eyes 3 Yellow,,90,Hairs 3 Blond,80,Ronin Blue,Mouth Smoke,Troop Leader,Scar 6,
843,TezoTrooperz #843,170,887.2787630082873,90,CowboyGear Gold,13,Yellow,Background GradientNoise Yellow,Body 1 Dragon Blue Red,Eyes 3 Blue,Mask Base,95,Hairs 2 Orange,60,,Mouth 2,Warrior,Scar 1,
1200,TezoTrooperz #1200,171,886.9435159806895,90,Commando Green,13,,Background Gradient Yellow,Body 1 Yakusa Purple,Eyes 3 Green,Commando Mustache Brown,95,Hairs 4 Blond,60,Viking White,Mouth 2,Warrior,Scar 8,
617,TezoTrooperz #617,172,886.3645408346412,90,Mercenary Cape Gold,12,,Background Gradient Green,Body 3 Fanatic Green,Eyes Cyber 8,Cowboy Mustache Light Blond,95,Ghost Green,60,Logo Grey,Mouth 4,Warrior,,
759,TezoTrooperz #759,173,882.1014768300632,90,Viking Green,12,Green,Background Legend Purple,Body 2 Massai blue 2,Eyes 3 Sith,,95,Hairs 3 Black,60,Viking White,Mouth 1,Warrior,,
1256,TezoTrooperz #1256,174,879.6366468050873,75,Ghost Black,12,Blue,Background Legend Purple,Body 4 Yakusa Purple,Eyes 4 Blue,,90,Indian Gold,85,Neck White,Mouth Smoke,Queen,,
1515,TezoTrooperz #1515,175,878.7154869355004,85,Indian Red,13,,Background Legend Red,Body 2 Massai Blue 2,Eyes 2 Brown,MakeUp Indian Blue 1,90,Hairs 2 Brown,70,Viking White,Mouth 4,Long Range,Scar 6,
896,TezoTrooperz #896,176,878.4452834680783,75,Ghost Grey,13,Blue,Background Motif Yellow,Body 3 Massai Brown,Eyes 4 Blue,MakeUp Indian White 3,90,Queen Base,85,Logo Black,Mouth 1,Queen,,
1438,TezoTrooperz #1438,177,877.291512079,85,Mercenary Purple,14,Pink,Background Gradient Red,Body 1 Viking Red,Eyes 2 Green,Cowboy Beard _ Mustache Blond,90,Commando Gold,70,Logo Gold,Mouth 5,Long Range,Scar 5,
527,TezoTrooperz #527,178,876.7593143862455,90,SpecialForce Orange,14,Pink,Background Gradient Green,Body 1 Yakusa Red,Eyes 2 Brown,Mask Skull Blue,95,Indian Gold,60,Neck White,Mouth Toothpick,Warrior,Scar 10,
371,TezoTrooperz #371,179,875.1651559490515,85,Cowboy Red,14,Pink,Background Gradient Blue,Body 1 Black CyberSkin,Eyes Cyber 5,Mask Skull Red,90,Commando Gold,70,Viking Gold,Mouth 1,Long Range,Scar 3,
1250,TezoTrooperz #1250,180,872.8087291082193,85,Ghost Green,12,,Background Line Green,Body 3 Dragon Blue Yellow,Eyes Cyber 4,,90,Cowboy gold,70,Neck Blackmetal,Mouth Angry,Long Range,Scar 7,
969,TezoTrooperz #969,181,872.3478151718216,75,Cowboy Orange,13,,Background Gradient Blue,Body 1 Massai Yellow 2,Eyes 3 Blue,MakeUp Massai White 1,90,Hairs 2 Orange,85,Neck Gold,Mouth Gold,Queen,Scar 5,
278,TezoTrooperz #278,182,867.870748533342,90,Indian Robot Black,14,Red,Background Motif Orange,Body 2 Yakusa Red,Eyes 4 Blue,MakeUp Indian Blue 1,95,SpecialForce Base,60,Ronin Blue,Mouth Smoke,Warrior,Scar 4,
1387,TezoTrooperz #1387,183,867.7986243968486,90,Viking Yellow,13,,Background GradientNoise Blue,Body 3 Massai Yellow,Eyes Cyber 9,Commando Beard _ Mustache Black,95,Samurai Oni Black,60,Military Plate Futurist Yellow,Mouth 1,Warrior,Scar 6,
1264,TezoTrooperz #1264,184,867.736070808671,85,Commando Gold,13,,Background Motif Yellow,Body 3 Fanatic Blue,Eyes 3 Blue,Viking Beard _ Mustache Blond,90,Hairs 3 Black,70,Bullet Gold,Mouth 1,Long Range,Scar 5,
1048,TezoTrooperz #1048,185,862.7052854956875,80,Mercenary Cape Orange,13,,Background Motif Gradient Red,Body 4 Dragon Red,Eyes 2 Green,Viking Mustache Black,90,SpecialForce Green,80,Logo Grey,Mouth 5,Troop Leader,Scar 6,
826,TezoTrooperz #826,186,861.7510467449587,75,Indian Robot Black,13,,Background Motif Purple,Body 4 Massai Black,Eyes Cyber 5,Mask Skull Green,90,Hairs 5 Blond,85,Plate Warrior,Mouth 5,Queen,Scar 2,
640,TezoTrooperz #640,187,861.248869826126,90,Indian Black,13,,Background Motif Orange,Body 4 CyberSkin Gold,Eyes Cyber 6,MakeUp Gow White,95,Hairs 4 Brown,60,Bullet Base,Mouth Smoke,Warrior,Scar 6,
1105,TezoTrooperz #1105,188,860.6964947836235,85,Indian Blue,13,Purple,Background GradientNoise Green,Body 2 Viking Bluee,Eyes 3 Brown,Mask Skull Yellow,90,Indian Robot Blue,70,Logo Gold,Mouth 3,Long Range,,
358,TezoTrooperz #358,189,858.1827911567326,90,Indian Robot Gold,13,,Background Gradient Orange,Body 4,Eyes 3 Green,Mask Queen Gold,95,Hairs 2 White,60,Ronin Blackmetal,Mouth 3,Warrior,Scar 4,
555,TezoTrooperz #555,190,857.7614407339667,90,Cowboy Blue,13,,Background Gradient Yellow,Body 2 Dragon White,Eyes 1 Brown,MakeUp Viking Blue 1,95,Viking Green,60,Viking White,Mouth 2,Warrior,Scar 10,
939,TezoTrooperz #939,191,855.6941044736445,80,Mercenary Orange,13,,Background Gradient Blue,Body 1 Black CyberSkin,Eyes 2 Yellow,King Beard _ Mustache Blond Light,90,Ronin Purple,80,Plate LongRange,Mouth 5,Troop Leader,Scar 2,
578,TezoTrooperz #578,192,855.3457449496991,85,Commando Black,14,Green,Background Line Orange,Body 2 Fanatic Red,Eyes 1 Yellow,Viking Beard _ Mustache Blond,90,Hairs 3 Blond,70,Logo Black,Mouth 1,Long Range,Scar 2,
1081,TezoTrooperz #1081,193,853.646462926418,75,Viking Green,13,,Background GradientNoise Blue,Body 1 Fanatic Blue,Eyes 3 Brown,Viking Beard _ Mustache Brown,90,Mercenary Black,85,Plate LongRange,Mouth 1,King,Scar 1,
1552,TezoTrooperz #1552,194,852.3336314552836,80,Viking Green,13,,Background Gradient Blue,Body 1 Massai Blue 2,Eyes 3 Red,MakeUp Indian White 3,90,Indian Purple,80,Neck White,Mouth Angry,Troop Leader,Scar 6,
289,TezoTrooperz #289,195,852.0030732630478,85,Ghost Brown,13,,Background Gradient Green,Body 1 Yakusa Yellow,Eyes 3 Green,MakeUp Indian White 2,90,Ronin Blue Hair,70,Plate Troopleader,Mouth Smoke,Long Range,Scar 10,
667,TezoTrooperz #667,196,850.0811391250888,90,Indian Robot Red,12,,Background Motif Gradient Red,Body 2 Massai Blue,Eyes 4 Green,MakeUp Massai Yellow 1,95,SpecialForce Orange,60,Plate LongRange,Mouth 3,Warrior,,
144,TezoTrooperz #144,197,848.8344236992268,85,Commando Red,13,,Background Motif Gradient Green,Body 4 Fanatic Blue,Eyes Cyber 5,Mask Yellow,90,Hairs1 White,70,Bullet,Mouth 1,Long Range,Scar 2,
1441,TezoTrooperz #1441,198,848.5741629975754,90,Ghost Brown,14,Green,Background GradientNoise Green,Body 2,Eyes 1 Rinnengan,Commando Mustache Brown,95,Hairs 2 Light Blond,60,Logo Gold,Mouth 4,Warrior,Scar 1,
810,TezoTrooperz #810,199,847.2135886062505,85,King Gold,13,,Background Motif Red,Body 4,Eyes 3 White,Cowboy Beard _ Mustache Blond Light,90,Hairs 2 White,70,Plate LongRange,Mouth 4,King,Scar 9,
260,TezoTrooperz #260,200,846.9353368734293,90,SpecialForce Gold,14,Green,Background GradientNoise Green,Body 3 Fanatic Yellow,Eyes 1 Brown,MakeUp Indian Blue 2,95,Viking White,60,Ronin Gold,Mouth 3,Warrior,Scar 3,
1088,TezoTrooperz #1088,201,845.3990367435166,90,Ghost Green,13,,Background Motif Purple,Body 1 CyberSkin,Eyes 1 Green,Mask Queen Base,95,Hairs 1 Brown,60,Neck White,Mouth 5,Warrior,Scar 9,
257,TezoTrooperz #257,202,844.60427851214,90,Ghost Green,13,,Background Line Orange,Body 4 Viking White,Eyes Cyber 4,King Beard _ Mustache Brown,95,Hairs 5 White,60,Viking Metal,Mouth 1,Warrior,Scar 10,
1222,TezoTrooperz #1222,203,844.1998603389334,75,Ghost Brown,12,Blue,Background Motif Yellow,Body 2 Massai blue 2,Eyes Cyber 2,,90,Mercenary No Glass Gold,85,Massai White,Mouth 1,King,,
1129,TezoTrooperz #1129,204,842.961315184898,90,Cowboy Blue,13,,Background Gradient Red,Body 2 CyberSkin Gold,Eyes 3 Brown,MakeUp Indian White 3,95,Viking Blue,60,Bullet Base,Mouth 2,Warrior,Scar 8,
607,TezoTrooperz #607,205,842.6845419357427,85,Geisha Red,12,,Background Line Orange,Body 2 Yakusa Yellow,Eyes 3 Green,,90,Hairs 6 Brown,70,Viking White,Mouth 4,Long Range,Scar 9,
924,TezoTrooperz #924,206,842.5756524602845,90,Mercenary Cape Orange,12,,Background Gradient Green,Body 2 Dragon Grey,Eyes Cyber 3,Viking Beard _ Mustache Blond,95,CowboyHat Blue,60,Massai White,Mouth 5,Warrior,,
239,TezoTrooperz #239,207,842.1963313674822,90,CowboyGear Black,13,Blue,Background Line Blue,Body 1 Viking White,Eyes 3 Red,Commando Beard _ Mustache Blond Light,95,Mercenary Black,60,Viking White,Mouth 3,Warrior,,
646,TezoTrooperz #646,208,841.5441403137519,90,Indian Robot Red,13,Yellow,Background Gradient Green,Body 4 Massai White,Eyes 4 Blue,MakeUp Massai White 1,95,Cowboy Orange,60,,Mouth Angry,Warrior,Scar 9,
1584,TezoTrooperz #1584,209,841.1649794159923,85,Cowboy Orange,13,,Background Gradient Green,Body 4 Viking Red,Eyes 3 Brown,Viking Mustache LightBlond,90,Mercenary No Glass Red,70,Plate LongRange,Mouth 2,Long Range,Scar 3,
217,TezoTrooperz #217,210,839.5340130317325,80,SpecialForce Base,13,,Background GradientNoise Blue,Body 1 Dragon Blue Red,Eyes Cyber 3,Mask Skull Red,90,Ronin Red Hair,80,Viking White,Mouth 5,Troop Leader,Scar 4,
124,TezoTrooperz #124,211,832.749609925503,85,Mercenary Cape Black,12,,Background Motif Yellow,Body 4 Viking Red,Eyes Cyber 3,Viking Mustache Brown,90,Hairs 5 White,70,,Mouth 2,Long Range,Scar 10,
110,TezoTrooperz #110,212,831.9260164699662,90,Ronin Gold,12,,Background GradientNoise Yellow,Body 4 Dragon Blue Yellow,Eyes 1 Yellow,Mask Red,95,Samurai Kabuki Red,60,Plate LongRange,Mouth 5,Warrior,,
1051,TezoTrooperz #1051,213,830.5483590107409,90,SpecialForce Green,14,Purple,Background Gradient DeepBlue,Body 4 Massai Black,Eyes 3 White,Viking Mustache Blond,95,Hairs1 Blond,60,Plate TroopLeader,Mouth 1,Warrior,Scar 5,
121,TezoTrooperz #121,214,829.2905334369797,75,Geisha Blue,12,,Background Legend Green,Body 3 Dragon Grey,Eyes 4 Yellow,,90,Hairs 1 Black,85,Ronin Blue,Mouth 2,Queen,Scar 4,
1108,TezoTrooperz #1108,215,828.9551257687408,90,Ghost Grey,14,Purple,Background GradientNoise Green,Body 2,Eyes 2 Chosen One,Mask Skull Blue,95,Hairs 5 White,60,Massai Gold,Mouth 4,Warrior,Scar 2,
584,TezoTrooperz #584,216,828.3440034837674,80,Samurai Blue,14,Red,Background Motif Red,Body 1,Eyes Cyber 5,Commando Beard _ Mustache Brown,90,Mercenary Gold,80,Bullet Gold,Mouth 5,Troop Leader,Scar 4,
1541,TezoTrooperz #1541,217,827.8643509423317,90,Ghost Brown,13,,Background Motif Gradient Blue,Body 3 Massai blue 2,Eyes 3 Green,Commando Mustache Blond,95,Cowboy Orange,60,Plate TroopLeader,Mouth 1,Warrior,Scar 7,
116,TezoTrooperz #116,218,827.0158386753559,90,Ronin Purple,13,,Background Motif Green,Body 1 Massai Yellow,Eyes 2 Yellow,Mask Queen Gold,95,Hairs 2 Black,60,Logo Gold,Mouth 5,Warrior,Scar 9,
519,TezoTrooperz #519,219,826.3162714556721,90,Commando Green,13,,Background GradientNoise Blue,Body 4 Viking Blue,Eyes 1 White,King Mustache Blond Light,95,Hairs 2 White,60,Bullet,Mouth 1,Warrior,Scar 1,
714,TezoTrooperz #714,220,825.3438126249149,80,CowboyGear Blue,13,,Background GradientNoise Blue,Body 3 CyberSkin Gold,Eyes 4 White,MakeUp Indian White 3,90,Hairs 3 Orange,80,Viking Gold,Mouth 2,Troop Leader,Scar 2,
