ID,Name,Rank,Rarity_Score,Attributes,Background,Clothes,Degen Level,Ear rings,Eyes,Fur color,Head,Hood,Legendary,Mouth,Mutation,Nose piercing,Object,Tattoo
4160,Degen Fox #4160,208,369.7754629608,8,Basic red,Bathrobe 01,Noob,,02 blue,Red tiger,Hair04 black,,,9,,3,,
1061,Degen Fox #1061,209,369.4636579287,7,Bridge violet,Hawaii flowers,Noob,,04 blue,Red tiger,SP glasses + hair02,,,9,,,,
430,Degen Fox #430,210,369.1782276987,9,City red,T-shirt candles,Noob,5,05 hearts,white,WGMI,,,8,,,Martini,
1100,Degen Fox #1100,211,367.8634958977,8,Bridge blue,Bulletproof pink,Noob,,03 red,black,Helmet,,,1,,3,,
4065,Degen Fox #4065,212,365.8519217566,7,Bridge blue,T-shirt casino,Noob,,05 spyral,green,Tz Cap,,,04 rainbow,,,,
4255,Degen Fox #4255,213,365.5547975865,9,City blue,Jacket black,Noob,4,04 blue,red,Crown,,,10,,4,,
2474,Degen Fox #2474,214,365.4332587579,7,Moon violet,,Elite,,04 blue,white,Cylinder Hat,,,2,,,,btc
1248,Degen Fox #1248,215,363.1854896887,10,Rays green,T-shirt pink,Noob,,02 color,white,Cowboy hat,,,10,,1,Rose,2
3478,Degen Fox #3478,216,363.0385233571,9,Rays green,T-shirt blue,Noob,4,06 red,Color,TDC Cap,,,10,,,Rose,
440,Degen Fox #440,217,362.982514724,9,Rays red,Fur coat pink,Noob,1,04 blue,Red tiger,Crown,,,2,,,Rose,
402,Degen Fox #402,218,362.943055348,8,Basic red,Fur coat pink,Noob,,04 blue,white,Hair07 blue,,,8,,3,,
3041,Degen Fox #3041,219,358.4538857655,7,Basic red,Turtleneck green,Noob,,02 blue,red,SP glasses + hair02,,,8,,,,
4121,Degen Fox #4121,220,358.1984267877,7,Moon violet,Classic Vest,Noob,,7,red,SP glasses + hair02,,,3,,,,
756,Degen Fox #756,221,356.751298184,9,Bridge blue,T-shirt black,Noob,1,Pineapple glasses,pink,Hair01 orange,,,11 pipe,,,,2
3137,Degen Fox #3137,222,356.1971316794,9,City blue,Shirt colorful,Noob,2,Dollar glasses,white,Hair08 blue,,,12,,,Rose,
1805,Degen Fox #1805,223,356.0982012475,7,Party blue,T-shirt Eagle,Noob,,04 blue,white,SP glasses + hair02,,,2,,,,
3981,Degen Fox #3981,224,355.0460038703,8,Basic green,Suit White,Noob,,03 green,red,Helmet,,,05 no tooth,,3,,
1162,Degen Fox #1162,225,354.51659983,9,Bridge yellow,No sleeve white,Noob,1,04 green,red,TDC Cap,,,12,,,,wing
3769,Degen Fox #3769,226,352.7495228423,9,Moon blue,Shirt colorful,Noob,1,Pineapple glasses,red,Hair02 violet,,,6,,,Wine,
3715,Degen Fox #3715,227,352.4293677357,9,Basic blue,No sleeve black,Elite,,03 green,green,Helmet,,,1,,5,,3
3412,Degen Fox #3412,228,351.2333302324,7,Party red,Classic Vest,Noob,2,VR,red,,,,8,,,,
3119,Degen Fox #3119,229,349.9486866184,9,Rays blue,Shirt roses,Noob,3,Nerdy glasses,pink,Hair01 orange,,,9,,,Martini,
1943,Degen Fox #1943,230,349.9335889402,8,City red,T-shirt black,Noob,2,5,pink,Crown,,,2,,,,
2228,Degen Fox #2228,231,349.6736407427,8,Basic blue,Hoodie berry,Elite,,Dollar glasses,green snake,Hair08 blue,,,1,,5,,
503,Degen Fox #503,232,349.2534555969,8,City red,Bulletproof,Noob,5,06 red,white,Tz Cap,,,10,,,,
2465,Degen Fox #2465,233,347.8683263623,7,City red,Shirt yellow,Noob,,08 btc,pink,Tz Cap,,,12,,,,
1235,Degen Fox #1235,234,346.7883445443,8,Bridge violet,No sleeve black,Noob,4,08 ruby,white,,,,1,,,,3
462,Degen Fox #462,235,346.408642112,7,Rays blue,,Noob,,03 green,pink,Hair06 violet,,,1,,,,tezos
1329,Degen Fox #1329,236,346.3839607268,9,Bridge blue,Classic Vest red,Noob,1,03 green,black,Tz Cap,,,04 rainbow,,1,,
3243,Degen Fox #3243,237,346.361293815,7,Bridge blue,Suit tartan,Noob,,04 green,red,SP glasses + hair02,,,10,,,,
871,Degen Fox #871,238,346.1071863954,9,Party blue,Suit tartan,Noob,5,Golden glasses,Color,Hair04 black,,,12,,,Wine,
2780,Degen Fox #2780,239,345.0759602823,7,Party blue,Fur coat leopard,Noob,,08 btc,green,Tz Cap,,,1,,,,
439,Degen Fox #439,240,344.2960386113,9,Basic red,Bulletproof pink,Noob,4,08 diamond,white,Hair02 violet,,,13 cigar,,2,,
3595,Degen Fox #3595,241,344.2009772944,8,Rays red,Bomber02,Elite,1,Heart glasses,red,Hair02 violet,,,04 rainbow,,,,
1682,Degen Fox #1682,242,343.662995813,8,Bridge violet,White,Noob,,08 emerald,pink,TDC Cap,,,8,,,Short,
1688,Degen Fox #1688,243,343.480089298,9,Basic green,Fur coat zebra,Noob,5,03 red,pink,Tz Cap,,,8,,,Short,
4124,Degen Fox #4124,244,343.0961617981,8,Bridge violet,Bomber03,Noob,2,02 color,white,Tz Cap,,,9,,,,
3379,Degen Fox #3379,245,342.713372972,7,Party blue,Classic Vest,Noob,,01 blue,red,Crown,,,2,,,,
3336,Degen Fox #3336,246,342.4939390451,8,Moon violet,Hoodie stripes,Noob,,08 tezos,red,Brain,,,04 rainbow,,6,,
2227,Degen Fox #2227,247,342.3773773215,7,Rays red,,Noob,,02 color,pink,Helmet,,,8,,,,btc
2925,Degen Fox #2925,248,342.2451789092,7,Rays red,Bulletproof pink,Elite,,Heart glasses,pink,Hair05 yellow,,,05 no tooth,,,,
2173,Degen Fox #2173,249,341.7144396963,9,Basic blue,Bomber02,Elite,3,08 emerald,white,Hair07 violet,,,3,,,Short,
1051,Degen Fox #1051,250,341.5674144438,9,City red,T-shirt black,Elite,,01 green,Color,Hair04 black,,,15 bored,,,Martini,2
1362,Degen Fox #1362,251,339.5114877025,8,Rays green,T-shirt cards,Noob,,04 blue,red,Tz Cap,,,8,,,,wing
713,Degen Fox #713,252,338.4518136042,8,Party blue,T-shirt Spots,Noob,,Fire glasses,red,Hair08 red,,,10,,,,2
2250,Degen Fox #2250,253,337.4006707601,8,Moon blue,Bulletproof pink,Noob,5,5,red,Tz Cap,,,15 bored,,,,
3057,Degen Fox #3057,254,337.1664804841,9,Rays green,Bomber02,Noob,1,Nerdy glasses,pink,,,,11 pipe,,4,Wine,
1765,Degen Fox #1765,255,336.9116094822,9,Bridge blue,T-shirt cards,Noob,4,Nerdy glasses,white,Hair07 blue,,,1,,,Short,
991,Degen Fox #991,256,336.2336356841,8,Basic green,Golden vest,Noob,2,04 yellow,red,Crown,,,2,,,,
4229,Degen Fox #4229,257,335.6240075508,8,Party red,T-shirt Web,Noob,2,08 diamond,pink,TDC Cap,,,3,,,,
3131,Degen Fox #3131,258,334.972184727,8,Basic red,No sleeve blue,Noob,,03 green,Red tiger,Panama hat,,,8,,3,,
3254,Degen Fox #3254,259,334.6763337679,9,Moon violet,Classic Vest red,Noob,1,08 btc,black,WGMI,,,8,,,Wine,
3228,Degen Fox #3228,260,334.446106521,8,City red,T-shirt Web,Noob,,Simple glasses,red,Hair02 violet,,,3,,,,wing
3123,Degen Fox #3123,261,334.1887416355,8,Rays red,No sleeve blue,Noob,,01 blue,green snake,Knitted hat,,,8,,,,3
1921,Degen Fox #1921,262,334.1331277322,8,Party blue,Classic Vest,Noob,,03 green,pink,Panama hat,,,15 bored,,3,,
3438,Degen Fox #3438,263,333.9772057381,9,Rays red,No sleeve black,Noob,3,7,Red tiger,Hair01 pink,,,1,,,,3
1404,Degen Fox #1404,264,333.492427589,8,Party red,Black,Noob,,04 green,white,Crown,,,2,,,Wine,
671,Degen Fox #671,265,332.4283950522,7,Rays red,Shirt short sleeve,Noob,,VR,pink,Cylinder Hat,,,1,,,,
3567,Degen Fox #3567,266,332.1076296431,9,City red,Hawaii flowers,Noob,,Nerdy glasses,white,Hair08 red,,,10,,2,Short,
2029,Degen Fox #2029,267,331.2963086209,9,Basic blue,Hawaii trees,Noob,,Heart glasses,Color,Hair04 black,,,12,,4,Wine,
552,Degen Fox #552,268,330.5730678213,7,Basic green,Shirt colorful,Noob,,02 blue,pink,Crown,,,12,,,,
115,Degen Fox #115,269,330.2635942363,9,Party red,T-shirt blue,Noob,,03 lazer,red,Hair01 orange,,,1,,1,,wing
1102,Degen Fox #1102,270,330.1338644393,8,Bridge blue,Bathrobe 01,Noob,,02 color,white,Crown,,,1,,,Wine,
3521,Degen Fox #3521,271,329.6002815353,9,Rays green,No sleeve white,Noob,,04 yellow,pink,Cowboy hat pink,,,15 bored,,5,,3
2618,Degen Fox #2618,272,329.5063933285,8,Rays green,Suit Pineapple,Noob,,08 ruby,red,Brain,,,2,,6,,
3234,Degen Fox #3234,273,329.0229907726,8,Rays red,Suit White,Noob,4,Simple glasses,Red tiger,Hair01 pink,,,13 cigar,,,,
1032,Degen Fox #1032,274,328.7780698001,7,Party red,Suit Black,Elite,,Golden glasses,green,Hair04 black,,,2,,,,
262,Degen Fox #262,275,328.0170199674,7,Basic red,Suit pink,Elite,,04 yellow,red,Crown,,,1,,,,
54,Degen Fox #54,276,327.7673754941,9,Rays blue,T-shirt white,Noob,,Simple glasses,Red tiger,Hair08 red,,,10,,1,Short,
1566,Degen Fox #1566,277,327.2283409664,7,City red,T-shirt Scratch,Noob,,02 color,Red tiger,Crown,,,2,,,,
2534,Degen Fox #2534,278,327.1600331708,9,Party red,Classic Vest red,Noob,1,Dollar glasses,red,Hair04 white,,,2,,,Martini,
3258,Degen Fox #3258,279,326.5326466542,9,Basic green,Turtleneck green,Noob,5,05 hearts,black,Hair02 violet,,,15 bored,,,Martini,
2728,Degen Fox #2728,280,326.4417357406,8,Basic green,Vest red,Noob,,Fire glasses,green,Hair07 violet,,,10,,4,,
4014,Degen Fox #4014,281,326.1771073386,8,Moon violet,T-shirt Eagle,Noob,,04 green,red,Tz Cap,,,13 cigar,,,Short,
2510,Degen Fox #2510,282,326.1677549837,7,Rays red,Suit Pineapple,Noob,,Golden glasses,Color,Hair07 black,,,13 cigar,,,,
2904,Degen Fox #2904,283,326.0333695956,8,Basic red,No sleeve white,Noob,,04 yellow,black,Hair01 orange,,,05 no tooth,,,,3
2999,Degen Fox #2999,284,325.7700521825,8,Basic green,Bulletproof,Elite,3,Simple glasses,black,Hair01 pink,,,2,,,,
1562,Degen Fox #1562,285,325.3345128059,8,Rays red,No sleeve black,Noob,2,Golden glasses,Color,Hair05 blue,,,12,,,,
3849,Degen Fox #3849,286,325.1663214607,8,Bridge blue,Vest red,Noob,,04 green,black,Cowboy hat,,,10,,3,,
692,Degen Fox #692,287,324.8757592773,8,Rays red,Jacket red,Noob,,01 green,Color,TDC Cap,,,8,,4,,
3493,Degen Fox #3493,288,324.8415701576,7,City red,Jacket red,Noob,,06 red,pink,Tz Cap,,,1,,,,
673,Degen Fox #673,289,324.6602281755,8,Party red,T-shirt EYES,Noob,,Golden glasses,green snake,Cylinder Hat,,,2,,,,wing
2016,Degen Fox #2016,290,324.5350904317,8,Rays red,Classic Vest,Noob,4,04 blue,pink,Crown,,,1,,,,
2327,Degen Fox #2327,291,324.4761503042,8,Basic red,Bomber02,Noob,,Heart glasses,red,Hair08 red,,,05 no tooth,,1,,
2169,Degen Fox #2169,292,324.4244715603,9,Basic red,Fur coat pink,Noob,3,08 dollar,red,Red,,,13 cigar,,,Rose,
4113,Degen Fox #4113,293,324.2448319156,9,Rays green,No sleeve white,Noob,,04 yellow,white,Cowboy hat pink,,,10,,4,,3
2587,Degen Fox #2587,294,324.0200490946,9,City red,Suit pink,Noob,,Dollar glasses,Red tiger,Hair06 violet,,,04 rainbow,,5,Wine,
84,Degen Fox #84,295,323.7474897282,8,Moon violet,T-shirt cards,Noob,2,05 spyral,green,Hair08 red,,,13 cigar,,,,
1675,Degen Fox #1675,296,323.661355603,9,Rays red,Fur coat pink,Noob,4,08 lazer,green,Hair02 grey,,,12,,,Martini,
924,Degen Fox #924,297,323.5565408797,7,Moon blue,T-shirt cards,Noob,,Nerdy glasses,violet,Hair01 orange,,,13 cigar,,,,
4054,Degen Fox #4054,298,323.3595216645,7,City blue,,Noob,,7,black,Helmet,,,10,,,,tezos
4334,Degen Fox #4334,299,323.3377735219,8,Rays blue,Black,Noob,,08 lazer,white,Cylinder Hat,,,3,,6,,
451,Degen Fox #451,300,322.5502413332,8,Basic green,Hoodie berry,Noob,5,Fire glasses,Color,Hair06,,,1,,,,
4235,Degen Fox #4235,301,322.064436247,7,Rays green,Classic Vest,Noob,,Fire glasses,pink,,,,7,,,Rose,
2286,Degen Fox #2286,302,322.0496874279,7,Bridge violet,Bomber03,Elite,,Nerdy glasses,red,Hair04 white,,,12,,,,
1954,Degen Fox #1954,303,321.9828767785,9,Rays blue,T-shirt blue,Noob,2,05 spyral,Color,Hair04 white,,,12,,2,,
2584,Degen Fox #2584,304,321.3534765298,9,Party red,T-shirt casino,Noob,3,Dollar glasses,white,Hair01 pink,,,12,,,Wine,
3181,Degen Fox #3181,305,320.5932616167,8,Bridge yellow,Turtleneck black,Noob,3,Fire glasses,pink,Red,,,12,,,,
275,Degen Fox #275,306,320.2005828358,9,Party blue,T-shirt chips,Noob,2,08 onyx,black,Hair02 violet,,,3,,1,,
2417,Degen Fox #2417,307,320.0686110881,7,Bridge blue,White,Noob,,5,red,Tz Cap,,,14 candy,,,,
4294,Degen Fox #4294,308,319.6537837367,9,Rays blue,T-shirt white,Noob,1,Pineapple glasses,white,Hair02 grey,,,8,,,,2
31,Degen Fox #31,309,319.5349253716,9,City red,Hoodie berry,Noob,4,01 green,red,WGMI,,,10,,,Short,
1547,Degen Fox #1547,310,319.1674175004,9,Moon violet,T-shirt pink,Noob,2,Dollar glasses,pink,Hair04 black,,,3,,5,,
119,Degen Fox #119,311,319.0775507797,9,Party blue,T-shirt Spots,Elite,5,02 color,red,Hair06 violet,,,13 cigar,,,,2
2019,Degen Fox #2019,312,319.0757263669,7,Rays red,White,Noob,5,Fire glasses,white,,,,05 no tooth,,,,
2009,Degen Fox #2009,313,318.2189808547,9,Rays red,T-shirt Spots,Noob,3,08 emerald,pink,HeadPhones,,,11 pipe,,2,,
652,Degen Fox #652,314,318.0829981966,8,Moon violet,T-shirt blue,Noob,5,Golden glasses,Color,Hair07 blue,,,8,,,,
2258,Degen Fox #2258,315,317.775744741,8,Bridge blue,Black,Noob,,Golden glasses,black,Hair07 blue,,,10,,,Rose,
3046,Degen Fox #3046,316,317.1934748984,9,Rays blue,No sleeve black,Noob,4,Heart glasses,red,Hair05 yellow,,,2,,,Rose,
2147,Degen Fox #2147,317,316.9757718964,9,Bridge violet,T-shirt casino,Noob,,08 dollar,Red tiger,Cylinder Hat,,,05 no tooth,,1,,wing
1827,Degen Fox #1827,318,316.9442225835,9,Rays blue,T-shirt candles,Noob,,05 spyral,red,Panama hat green,,,8,,1,,wing
3677,Degen Fox #3677,319,316.3216899252,9,City blue,Bathrobe 01,Noob,4,02 blue,red,Hair06 violet,,,6,,6,,
902,Degen Fox #902,320,316.1997122834,8,Basic blue,T-shirt Spots,Noob,5,04 green,red,Tz Cap,,,9,,,,
3634,Degen Fox #3634,321,316.1943909753,8,Bridge blue,No sleeve white,Noob,,08 sapphire,violet,Knitted hat,,,05 no tooth,,,,wing
3471,Degen Fox #3471,322,316.129130749,9,Basic blue,Black,Noob,4,08 dollar,green,Hair06 violet,,,1,,,Martini,
3824,Degen Fox #3824,323,315.9048687907,9,City blue,Shirt short sleeve red,Noob,,04 green,green,WGMI,,,1,,,Short,wing
679,Degen Fox #679,324,314.6887469943,9,City blue,Suit tartan,Noob,1,08 dollar,white,Hair07 blue,,,14 candy,,,Martini,
1475,Degen Fox #1475,325,314.5640788947,8,Rays green,T-shirt flipit,Noob,5,Heart glasses,violet,Hair01 orange,,,10,,,,
1915,Degen Fox #1915,326,313.9855103979,8,Bridge blue,No sleeve black,Noob,,04 blue,black,Hair04 black,,,14 candy,,,,3
3113,Degen Fox #3113,327,313.4097481548,8,Party red,T-shirt flipit,Elite,5,05 spyral,red,Hair08 blue,,,8,,,,
2554,Degen Fox #2554,328,313.0243656186,8,Bridge blue,Turtleneck green,Noob,1,Fire glasses,red,Hair06,,,2,,,,
475,Degen Fox #475,329,313.00414998,9,Bridge blue,Jacket black,Noob,2,08 sapphire,pink,Hair01 orange,,,05 no tooth,,2,,
1708,Degen Fox #1708,330,312.6460555345,8,Party blue,T-shirt black,Noob,2,06 red,pink,Hair08 red,,,7,,,,
1446,Degen Fox #1446,331,312.1916661373,8,Rays red,Hoodie berry,Noob,,08 lazer,black,Cowboy hat,,,10,,6,,
1545,Degen Fox #1545,332,312.1352352633,8,Moon blue,Suit Black,Noob,,7,red,WGMI,,,10,,6,,
3847,Degen Fox #3847,333,311.8520504957,8,Rays red,T-shirt Scratch,Noob,2,Nerdy glasses,red,Hair06 violet,,,04 rainbow,,,,
385,Degen Fox #385,334,311.4630871766,8,Bridge yellow,Shirt sculls,Noob,2,Heart glasses,red,Hair01 pink,,,14 candy,,,,
2598,Degen Fox #2598,335,311.2814221532,9,Basic green,Bomber03,Noob,4,08 diamond,white,Hair08 red,,,1,,,Wine,
3217,Degen Fox #3217,336,311.1303499074,8,City red,No sleeve white,Noob,,08 tezos,black,Construction helmet,,,04 rainbow,,,,2
3562,Degen Fox #3562,337,311.0598554939,7,Bridge blue,T-shirt Scratch,Noob,,04 green,Red tiger,Tz Cap,,,05 no tooth,,,,
2572,Degen Fox #2572,338,310.984158483,7,Party red,,Noob,,04 yellow,pink,Cylinder Hat,,,2,,,,tezos
2701,Degen Fox #2701,339,310.7694675091,8,Party blue,Bomber03,Noob,,Pineapple glasses,red,Brain,,,9,,,Martini,
3239,Degen Fox #3239,340,310.7123967109,8,Rays red,Hawaii Tommy,Noob,,08 lazer,Color,Hair05 yellow,,,2,,,,wing
3635,Degen Fox #3635,341,310.4868652559,7,Bridge violet,T-shirt flipit,Noob,,04 green,Red tiger,Crown,,,3,,,,
866,Degen Fox #866,342,310.1843719755,7,Basic green,Jacket black,Noob,,01 green,green snake,Construction helmet,,,7,,,,
3098,Degen Fox #3098,343,310.0390244775,8,Party red,No sleeve blue,Noob,,Pineapple glasses,Color,Brain,,,9,,1,,
949,Degen Fox #949,344,309.887139213,8,Bridge yellow,T-shirt flipit,Noob,,Golden glasses,red,Hair04 black,,,12,,2,,
624,Degen Fox #624,345,309.8801354236,8,Party red,Black,Noob,,03 red,red,Hair05 blue,,,05 no tooth,,6,,
3381,Degen Fox #3381,346,309.8285474283,9,Basic green,Suit Black,Noob,2,04 green,red,TDC Cap,,,3,,5,,
521,Degen Fox #521,347,309.3863127862,8,Basic green,No sleeve blue,Noob,,02 blue,green,Hair05 yellow,,,8,,,,3
332,Degen Fox #332,348,309.2463965611,8,Rays blue,Shirt short sleeve,Noob,4,Fire glasses,pink,Hair06,,,1,,,,
2641,Degen Fox #2641,349,309.1922713559,8,Bridge violet,Bomber03,Noob,1,Simple glasses,red,Hair08 red,,,1,,,,
2349,Degen Fox #2349,350,309.0821573154,9,Basic red,No sleeve black,Noob,2,05 spyral,red,Red,,,15 bored,,,Martini,
3367,Degen Fox #3367,351,308.8555031965,7,Basic red,T-shirt Web,Noob,,7,red,Crown,,,9,,,,
2850,Degen Fox #2850,352,308.5242508545,8,Basic blue,Hoodie + hood 02,Noob,,08 tezos,violet,,Hood 01,,15 bored,,,Rose,
906,Degen Fox #906,353,308.4779491751,8,Bridge blue,Suit Black,Noob,4,Heart glasses,green snake,Hair07 black,,,10,,,,
2276,Degen Fox #2276,354,308.3320144247,8,Rays green,Bathrobe 02,Noob,2,08 btc,violet,Hair08 red,,,14 candy,,,,
1625,Degen Fox #1625,355,308.2372237916,9,Moon blue,Hoodie stripes,Noob,,08 lazer,white,Red,,,2,,2,Short,
1079,Degen Fox #1079,356,307.2630169425,7,Bridge violet,Fur coat pink,Elite,,08 onyx,violet,Brain,,,15 bored,,,,
3328,Degen Fox #3328,357,307.1284254561,7,Party red,Hoodie berry,Noob,,04 yellow,violet,Tz Cap,,,04 rainbow,,,,
63,Degen Fox #63,358,306.2243801861,7,Bridge yellow,Suit pink,Noob,,02 blue,Red tiger,,,,10,,3,,
1474,Degen Fox #1474,359,305.7882452715,7,Rays red,Hawaii flowers,Noob,,Simple glasses,pink,,,,7,,,,2
1063,Degen Fox #1063,360,305.7701500696,8,Rays red,Golden vest,Noob,,Dollar glasses,black,Hair08 blue,,,2,,,Wine,
1372,Degen Fox #1372,361,305.5846927994,9,Bridge blue,Suit pink,Noob,1,03 green,red,TDC Cap,,,9,,,Martini,
2947,Degen Fox #2947,362,305.2387198115,8,Rays blue,No sleeve blue,Elite,,05 hearts,green,Panama hat,,,10,,,Martini,
3735,Degen Fox #3735,363,305.2241894991,9,City blue,Fur coat pink,Noob,,08 diamond,Red tiger,Construction helmet,,,8,,1,Rose,
3424,Degen Fox #3424,364,304.5754119938,8,Basic red,Jacket red,Noob,2,Heart glasses,pink,Hair04 white,,,04 rainbow,,,,
161,Degen Fox #161,365,304.5725132999,9,Basic red,Hoodie + hood 01,Noob,,08 dollar,red,,Hood 01,,3,,5,Rose,
2233,Degen Fox #2233,366,304.2098931806,8,Bridge violet,Hawaii trees,Noob,4,04 green,white,Tz Cap,,,12,,,,
1785,Degen Fox #1785,367,303.9271840896,9,Basic red,No sleeve white,Noob,,03 green,pink,Hair07 violet,,,8,,6,,2
1184,Degen Fox #1184,368,303.8567728381,8,Bridge violet,No sleeve black,Noob,,04 yellow,white,Hair05 blue,,,1,,,,3
2080,Degen Fox #2080,369,303.6564736236,8,City red,Jacket black,Noob,3,03 green,white,Tz Cap,,,1,,,,
1470,Degen Fox #1470,370,302.370537863,7,Party red,No sleeve black,Elite,,Dollar glasses,pink,Hair02 grey,,,1,,,,
3345,Degen Fox #3345,371,302.3603741465,9,Basic red,T-shirt white,Noob,,08 onyx,black,Knitted hat,,,8,,1,,wing
4053,Degen Fox #4053,372,302.2455399085,8,Moon violet,Classic Vest,Noob,,Simple glasses,violet,Hair07 black,,,2,,,Short,
71,Degen Fox #71,373,302.1060727071,7,Rays blue,T-shirt chips,Noob,,Golden glasses,Color,Knitted hat,,,13 cigar,,,,
1961,Degen Fox #1961,374,301.506841226,7,Bridge blue,Hoodie + hood 02,Noob,,08 btc,white,,Hood 01,,7,,,,
730,Degen Fox #730,375,301.3279889295,7,City blue,T-shirt EYES,Elite,,02 color,red,TDC Cap,,,9,,,,
4328,Degen Fox #4328,376,300.8070727754,9,Rays green,Vest red,Noob,,08 ruby,Color,Cowboy hat pink,,,05 no tooth,,1,Rose,
3963,Degen Fox #3963,377,300.0240324221,8,Moon violet,T-shirt Spots,Noob,1,08 lazer,red,Hair04 white,,,05 no tooth,,,,
1875,Degen Fox #1875,378,299.7883379399,7,Moon blue,T-shirt white,Noob,,05 hearts,red,Hair06,,,7,,,,
2063,Degen Fox #2063,379,298.6931711289,7,Bridge yellow,Bulletproof pink,Noob,,Nerdy glasses,white,Hair04 black,,,14 candy,,,,
2252,Degen Fox #2252,380,298.6339313543,7,Moon blue,Shirt short sleeve red,Noob,,04 blue,black,Crown,,,1,,,,
2002,Degen Fox #2002,381,298.4083184164,8,Basic red,Suit Pineapple,Noob,,08 emerald,Color,Construction helmet,,,14 candy,,,Wine,
2989,Degen Fox #2989,382,298.3736829071,8,Moon violet,Hoodie + hood 01,Noob,,08 onyx,black,,Hood 01,,6,,5,,
2540,Degen Fox #2540,383,297.9759304606,8,Bridge violet,White,Noob,,Heart glasses,red,Hair01 pink,,,10,,2,,
3411,Degen Fox #3411,384,297.8806825473,8,Moon violet,Shirt sculls,Noob,,01 blue,Red tiger,Hair01 orange,,,7,,,Short,
3244,Degen Fox #3244,385,297.8198005574,8,Bridge blue,T-shirt cards,Noob,1,Dollar glasses,white,Hair07 blue,,,1,,,,
2978,Degen Fox #2978,386,297.721813272,8,Party blue,Fur coat zebra,Noob,4,Nerdy glasses,black,Hair07 blue,,,8,,,,
2387,Degen Fox #2387,387,297.5626870526,8,Moon blue,White,Noob,,08 lazer,pink,Hair02 violet,,,04 rainbow,,1,,
4231,Degen Fox #4231,388,297.330398252,8,Basic blue,Suit White,Noob,,08 diamond,pink,Cowboy hat,,,1,,6,,
379,Degen Fox #379,389,296.970355443,9,City blue,Suit Black,Noob,4,5,Color,,,,10,,6,Wine,
3028,Degen Fox #3028,390,296.866953316,9,Basic red,T-shirt white,Noob,3,04 blue,Red tiger,TDC Cap,,,1,,,Rose,
235,Degen Fox #235,391,296.4400590378,8,Party red,T-shirt EYES,Noob,2,Simple glasses,white,Hair08 blue,,,1,,,,
1783,Degen Fox #1783,392,296.4043310429,8,Basic green,T-shirt flipit,Noob,,08 emerald,green snake,Hair05 blue,,,05 no tooth,,4,,
835,Degen Fox #835,393,296.3534440501,8,Bridge yellow,No sleeve black,Noob,,04 green,red,Hair07 blue,,,1,,,,3
1540,Degen Fox #1540,394,296.3365299161,8,City blue,Shirt colorful,Noob,,08 lazer,white,Hair06 violet,,,15 bored,,4,,
1436,Degen Fox #1436,395,296.1894180034,8,Bridge blue,Hawaii trees,Noob,,Pineapple glasses,green snake,Hair02 grey,,,10,,,,2
4303,Degen Fox #4303,396,295.9047414902,9,Basic green,Shirt roses,Noob,5,08 diamond,pink,Hair07 violet,,,12,,5,,
2667,Degen Fox #2667,397,295.6912795673,7,Party blue,Shirt colorful,Noob,,Simple glasses,Color,Hair02 grey,,,04 rainbow,,,,
1108,Degen Fox #1108,398,295.50710674,8,Party blue,Golden vest,Noob,1,04 green,Red tiger,TDC Cap,,,9,,,,
3626,Degen Fox #3626,399,295.2247105818,8,City blue,Turtleneck green,Noob,,Dollar glasses,white,Hair02 violet,,,3,,,Rose,
3426,Degen Fox #3426,400,295.0649640985,9,Rays red,Fur coat pink,Noob,5,08 dollar,Red tiger,Hair07 violet,,,2,,,Martini,
2034,Degen Fox #2034,401,295.015211599,8,Basic red,Hawaii Tommy,Noob,4,Pineapple glasses,red,Hair06,,,6,,,,
2431,Degen Fox #2431,402,294.9384583076,8,Rays green,T-shirt chips,Noob,5,Heart glasses,red,Hair07 black,,,2,,,,
2551,Degen Fox #2551,403,294.7419607349,8,Bridge yellow,Shirt short sleeve,Noob,1,Heart glasses,green snake,Hair07 violet,,,1,,,,
