ID,Name,Rank,Rarity_Score,Attributes,Background,Calligraphy,Eyes,Face,Facepaint,Headband,Mouth,Nose,Panel,Paper,Sign Panel,Signature,Special
568,Tezumura #568,535,522.4385960558658,12,Kirameki 02,Calligraphy,Dotto,Marui Brown,No Moyo,Sacred Tezos priest,Licking Lip,Fuji,No Byoubu,Washi paper,Sign Panel 06,Signature,
896,Tezumura #896,536,522.2828683407522,12,Disco 03,Calligraphy,HoHoemi,Sharp  Red,Majime 01,Amaterasu,Burger Time!,Shimpuru,No Byoubu,Washi paper,Sign Panel 14,Signature,
818,Tezumura #818,537,521.3426648930619,12,Torinokoiro,Calligraphy,Kabuki Eyes02,Happy Red,Heitai Indigo,Devil Kid 02,Dagger,Oldy,Shikaku Green,Washi paper,Sign Panel 06,Signature,
595,Tezumura #595,538,521.0625331838829,12,Kusama 01,Calligraphy,Charming,Marui Brown,No Moyo,O-bake,Saiya Mouth,Lumpy,Tate Byubu  Yellow,Washi paper,Sign Panel 13,Signature,
541,Tezumura #541,539,520.5662450939362,12,Malachite,Calligraphy,Konran,Marui Yellow,Omuri Kaki 03,Demon Kabuki,WEW,Marui,Star Knife Indigo,Washi paper,Sign Panel 06,Signature,
503,Tezumura #503,540,520.5081483821489,12,Kousaten 01,Calligraphy,Ruminate,Marui Blue,No Moyo,Shogun 02,Pizza,Indoman,Shikaku Rose,Washi paper,Sign Panel 00,Signature,
725,Tezumura #725,541,519.5409127468241,12,Taisha,Calligraphy,Rikka,Rich White,Majime 04,Maiko 01,Blue Lollipop,Indoman,Tate Byubu Violet,Washi paper,Sign Panel 12,Signature,
40,Tezumura #40,542,519.3262086720824,12,Kousaten 03,Calligraphy,Demon Eyes,Happy Red,Majime 04,Rock Munk,Karasu,Yama,No Byoubu,Washi paper,Sign Panel 03,Signature,
29,Tezumura #29,543,518.9249969491048,12,Malachite,Calligraphy,Ronin Eyes,Oval white,Omuri Kaki 04,Gandamu 03,Laughing,Fuji,No Byoubu,Washi paper,Sign Panel 05,Signature,
25,Tezumura #25,544,518.8422605266343,12,Kirameki 01,Calligraphy,Kensa,Sharp  Beige,Otafuku 04,Geishasan,melon,Whictchy,Sensu Mikan,Washi paper,Sign Panel 00,Signature,
127,Tezumura #127,545,518.234085053055,12,Gunroku,Calligraphy,Konran,Oval Grey,Ao Shu,Marshal,Yellow Texas Mustache,Keen,Shikaku Mikan,Washi paper,Sign Panel 08,Signature,
261,Tezumura #261,546,518.1122713389112,12,Kusama 04,Calligraphy,Ronin Eyes,Keen  Grey,Yamato 02,Geishasan,Mad,Wavy,No Byoubu,Washi paper,Sign Panel 12,Signature,
327,Tezumura #327,547,517.5795732847163,12,Rose Madder,Calligraphy,Serious Eyes,Sharp Blue,Shogun 01, Dorobo Man,Laughing,Sharpy,Star Knife Red,Washi paper,Sign Panel 06,Signature,
869,Tezumura #869,548,517.5683373582743,12,Nami 02,Calligraphy,Kensa,Happy Red,No Moyo,Evil Kabuki,Foxy Smile,Fuji,No Byoubu,Washi paper,Sign Panel 02,Signature,
217,Tezumura #217,549,517.5270656285852,12,Disco 01,Calligraphy,Naha Machi,Sharp grey,Omuri Kaki 01,Painter 01,Cocktail,Whictchy,Star Knife Lime,Washi paper,Sign Panel 07,Signature,
241,Tezumura #241,550,517.0620778372423,12,Kumo Dento 01,Calligraphy,Marubero,Sharp White,No Moyo,Rich Man,Licking Lip,Sharpy,No Byoubu,Washi paper,Sign Panel 03,Signature,
165,Tezumura #165,551,516.9547813785825,12,Nami 04,Calligraphy,Kabuki eyes,Marui Blue,No Moyo,Tezos Army YL,Biting Yen,Whictchy,No Byoubu,Washi paper,Sign Panel 09,Signature,
588,Tezumura #588,552,516.3600970343596,12,Asagao 03,Calligraphy,Miure,Happy Grey,Majime 02,Devil Kid 02,Smoking,Whictchy,No Byoubu,Washi paper,Sign Panel 06,Signature,
20,Tezumura #20,553,515.921145852714,12,Rokusho,Calligraphy,Snake Eyes,Marui White,Majime 04,Hyper Bot 02,Foxy Smile,Wavy,No Byoubu,Washi paper,Sign Panel 04,Signature,
408,Tezumura #408,554,515.6815958882344,12,Asagao 01,Calligraphy,Konran,Keen White,Murasaki Shu,Mickey Demon,Saiya Mouth,Buta,Sensu Murasaki,Washi paper,Sign Panel 09,Signature,
970,Tezumura #970,555,515.2736697885296,12,Torinokoiro,Calligraphy,Grim,Long Chin Biege,Kawaii,Oni Fujin,Ehhh!,Bootsu,Shikaku Mikan,Washi paper,Sign Panel 02,Signature,
54,Tezumura #54,556,515.051228350643,12,Cerulean Blue,Calligraphy,Kensa 02,Long Chin White,Warrior Paint Blue,Kabuto,Boring,Bandage,No Byoubu,Washi paper,Sign Panel 06,Signature,
394,Tezumura #394,557,515.0378186479406,12,Taisha,Calligraphy,Kurushi,Sharp  Beige,Manabi 03,Golden Afro Goldfish,Cup Noodle,Fuji,Star Knife Green,Washi paper,Sign Panel 12,Signature,
555,Tezumura #555,558,514.968947626492,12,Gunroku,Calligraphy,Kubota,Happy Red,Frontman Red,Tokugawa,Tezos Ice 01,Bat,No Byoubu,Washi paper,Sign Panel 10,Signature,
328,Tezumura #328,559,514.7644345046368,12,Pyramid 03,Calligraphy,Grim,Keen  Grey,Majime 05,Bushi 02,HaHaHa,Manga,No Byoubu,Washi paper,Sign Panel 01,Signature,
948,Tezumura #948,560,514.7639573865312,12,Kumori 04,Calligraphy,Miure,Rich Purple,Omuri Kaki 04,Maiko 01,HaHaHa,Lumpy,No Byoubu,Washi paper,Sign Panel 11,Signature,
461,Tezumura #461,561,514.6140793359406,12,Fujiiro,Calligraphy,Sunglass,Long Chin Biege,Majime 02,Ninja,Tez Coin 03,Whictchy,Star Knife Bue,Washi paper,Sign Panel 01,Signature,
610,Tezumura #610,562,513.3109118686259,12,Asagao 03,Calligraphy,Old man,Keen White,Mononoke,Golden Afro Goldfish,Warrior 03,Fuji,No Byoubu,Washi paper,Sign Panel 11,Signature,
602,Tezumura #602,563,513.2445194840278,12,Rokusho,Calligraphy,Musume,Oval Beige,Frontman Yellow,Rock Munk,Kissy,Buta,Sensu Momoiro,Washi paper,Sign Panel 06,Signature,
49,Tezumura #49,564,513.2001101046369,12,Yamabuki,Calligraphy,Ruminate,Rich Purple,No Moyo,Gandamu 02,Napkin,Fuji,Tate Byubu  Yellow,Washi paper,Sign Panel 01,Signature,
146,Tezumura #146,565,513.0988256384752,12,Carmine,Calligraphy,Kensa 02,Rich Grey,Heart,The Pink Mask,Kissy,Fuji,No Byoubu,Washi paper,Sign Panel 07,Signature,
194,Tezumura #194,566,512.680852621882,12,Crane,Calligraphy,Ruminate,Keen White,No Moyo,Oni Raijin,Kiseru Pipe,Marui,Sensu Beige,Washi paper,Sign Panel 01,Signature,
984,Tezumura #984,567,512.2114404278083,12,Yamabuki,Calligraphy,Monsta!!,Marui White,Murasaki Shu,General of Maeda,Tezos Chcco,Whictchy,No Byoubu,Washi paper,Sign Panel 09,Signature,
405,Tezumura #405,568,511.93522821254317,12,Polkadot 04,Calligraphy,Kensa,Rich Red,Mononoke,Punk Stars,Antiuque Pipe,Whictchy,Star Knife Lime,Washi paper,Sign Panel 07,Signature,
233,Tezumura #233,569,511.2486227627579,12,Malachite,Calligraphy,Bushi Eyes,Happy White,Omuri Kaki 04,Sacred Tezos priest,Boring,Asura,Byobu Chairo,Washi paper,Sign Panel 15,Signature,
120,Tezumura #120,570,510.8599836094521,12,Golden,Calligraphy,Kensa,Sharp  Red,Majime 02,Worker,Sushi,Joker,No Byoubu,Washi paper,Sign Panel 05,Signature,
499,Tezumura #499,571,510.7696040503635,12,Botan,Calligraphy,Musume,Long Chin Red,Omuri Kaki 01,The Artisan,Licking Lip,Roundy,Sensu Mikan,Washi paper,Sign Panel 14,Signature,
931,Tezumura #931,572,510.5211359422478,12,Hineiro,Calligraphy,Old man,Keen  Red,Majime 04,The Pink Mask,Licking Lip,Whictchy,No Byoubu,Washi paper,Sign Panel 12,Signature,
687,Tezumura #687,573,509.4842764312325,12,Malachite,Calligraphy,Bushi Eyes,Keen  Grey,Moyo 04,Bushi 01,Sushi,Sharpy,No Byoubu,Washi paper,Sign Panel 02,Signature,
400,Tezumura #400,574,509.4395725068086,12,Malachite,Calligraphy,Ronin Eyes,Oval Red,Majime 03,Tezionalism,Mad,Yama,No Byoubu,Washi paper,Sign Panel 10,Signature,
415,Tezumura #415,575,509.1127247067968,12,Fujiiro,Calligraphy,Charming,Long Chin Red,Heitai Indigo,Golden Afro Goldfish,HUH !!!,Joker,Tate Byubu  Green,Washi paper,Sign Panel 14,Signature,
281,Tezumura #281,576,508.6852746889935,12,Carmine,Calligraphy,Kashira,Rich Beige,Otafuku 02,The Pink Mask,HaHaHa,Fuji,Shikaku Red,Washi paper,Sign Panel 06,Signature,
799,Tezumura #799,577,508.3450861811919,12,Kusama 01,Calligraphy,Katamari,Rich Purple,No Moyo,Kung Fu Fighter,Boring,Sharpy,Shikaku Lime,Washi paper,Sign Panel 00,Signature,
270,Tezumura #270,578,506.9757730831364,12,Pixel 05,Calligraphy,Kensa,Long Chin Biege,Manabi 02,Evil Kabuki,Dali Punk Black,Bat,No Byoubu,Washi paper,Sign Panel 14,Signature,
838,Tezumura #838,579,506.4856802556233,12,Taisha,Calligraphy,Assassin,Happy Grey,Mononoke,Wind Blow,Hmm...,Bandage,Tate Byubu  Chairo,Washi paper,Sign Panel 14,Signature,
643,Tezumura #643,580,505.3578199853818,12,Hyakugun,Calligraphy,Kensa,Marui Yellow,David Thunder,Tezionalism,Warrior 03,Mahou,No Byoubu,Washi paper,Sign Panel 05,Signature,
35,Tezumura #35,581,505.18670774327074,12,Botan,Calligraphy,Foxy Lady 02,Oval Red,Shogun 01,Dorobo Girl,Wow Ha Ha,Joker,No Byoubu,Washi paper,Sign Panel 08,Signature,
364,Tezumura #364,582,505.1521480517976,12,Kusama 05,Calligraphy,Ruminate,Rich Grey,Mononoke,Knowledge God,Tezos Binky 01,Fuji,No Byoubu,Washi paper,Sign Panel 06,Signature,
575,Tezumura #575,583,503.7903678874149,12,Cerulean Blue,Calligraphy,Cute eyes,Oval white,Midori Shu,Prince of Tez,melon,Sharpy,Star Knife Beige,Washi paper,Sign Panel 14,Signature,
361,Tezumura #361,584,503.49147470941585,12,Golden,Calligraphy,Disney Eyes,Long Chin Red,Kiss Star,Amaterasu,Yellow Texas Mustache,Fuji,Byobu Chairo,Washi paper,Sign Panel 01,Signature,
202,Tezumura #202,585,503.2246423562103,12,Sakura Iro,Calligraphy,Warrior Time!,Marui Beige,Majime 04,Emperor,Rainbow Vomit,Buta,No Byoubu,Washi paper,Sign Panel 14,Signature,
271,Tezumura #271,586,501.42461512218796,12,Carmine,Calligraphy,Ronin Eyes,Rich White,Ao Shu,Rock Munk,Bread time!,Groovy,Shikaku Mikan,Washi paper,Sign Panel 11,Signature,
466,Tezumura #466,587,501.29036960060284,12,Hyakugun,Calligraphy,Fighto!,Oval Beige,Heitai Yellow,Devil Kid 02,Spaghetti,Joker,Byobu Chairo,Washi paper,Sign Panel 07,Signature,
215,Tezumura #215,588,501.08634137825095,12,Yamabuki,Calligraphy,Kurushi,Keen  Grey,Manabi 03,Ronin 03,Tez Coin 02,Joker,No Byoubu,Washi paper,Sign Panel 06,Signature,
850,Tezumura #850,589,501.0328779958888,12,Yamabuki,Calligraphy,Boring,Sharp  Red,No Moyo,Kabuki Aka,Red Lollipop,Whictchy,Sensu Momoiro,Washi paper,Sign Panel 03,Signature,
65,Tezumura #65,590,500.76774373245314,12,Yen 03,Calligraphy,Konran,Happy Red,No Moyo,High Maiko,Tezos Binky 02,Indoman,No Byoubu,Washi paper,Sign Panel 14,Signature,
652,Tezumura #652,591,500.6161373420487,12,Malachite,Calligraphy,Hanaman,Long Chin Blue,Moyo 03,Amaterasu,Pizza,Ringgu,Shikaku Mikan,Washi paper,Sign Panel 12,Signature,
802,Tezumura #802,592,500.17395766402353,12,Kousaten 05,Calligraphy,Kabuki Eyes02,Long Chin Biege,Mononoke,Rich Man,Tezos Binky 01,Groovy,No Byoubu,Washi paper,Sign Panel 15,Signature,
631,Tezumura #631,593,500.0224974832581,12,Golden,Calligraphy,Shock,Happy White,Omuri Kaki 03,Lady of Fun 02,Warrior 03,Shimpuru,Byubu Indigo,Washi paper,Sign Panel 11,Signature,
134,Tezumura #134,594,498.8002479584862,12,Cerulean Blue,Calligraphy,Curious Eyes,Long Chin Blue,Kabuki 01,Kabuto,Biting Yen,Whictchy,No Byoubu,Washi paper,Sign Panel 03,Signature,
1008,Tezumura #1008,595,498.4973087268958,12,KumoDot 02,Calligraphy,What's up,Keen  Grey,No Moyo,O-bake,Thousand Tez 03,Fuji,Tate Byubu  Yellow,Washi paper,Sign Panel 02,Signature,
624,Tezumura #624,596,496.97198903380115,12,Hineiro,Calligraphy,Yatta,Happy White,Omuri Kaki 02,Violet Demon,WhaAaaA,Fuji,Sensu Indigo,Washi paper,Sign Panel 02,Signature,
598,Tezumura #598,597,496.70257482978485,12,Golden,Calligraphy,Grim,Marui White,Omuri Kaki 03,Police,Bread time!,Joker,No Byoubu,Washi paper,Sign Panel 13,Signature,
239,Tezumura #239,598,496.01907656087275,12,Hanga 03,Calligraphy,Grim,Rich Red,Kiss 01,The Ainu,Dali Punk Red,Roundy,No Byoubu,Washi paper,Sign Panel 11,Signature,
517,Tezumura #517,599,495.96720262227007,12,Kousaten 01,Calligraphy,Naha Machi,Oval Grey,Kabuki 01,Tezos Army YL,Kiseru Pipe,Marui,No Byoubu,Washi paper,Sign Panel 14,Signature,
308,Tezumura #308,600,495.85117474826814,12,Torinokoiro,Calligraphy,Katamari,Rich Beige,Heitai Yellow,Daimyo of Nikko,Yellow Donut,Sharpy,Tate Byubu  Chairo,Washi paper,Sign Panel 10,Signature,
642,Tezumura #642,601,495.81309762853664,12,Kousaten 05,Calligraphy,HoHoemi,Happy White,Mononoke,Golden Afro Goldfish,Biting Yen,Groovy,No Byoubu,Washi paper,Sign Panel 04,Signature,
175,Tezumura #175,602,495.61569035744515,12,Disco 03,Calligraphy,Dotto,Oval Beige,Majime 04,Maiko 01,Warrior 03,Hook,No Byoubu,Washi paper,Sign Panel 06,Signature,
623,Tezumura #623,603,495.30857773118026,12,Hyakugun,Calligraphy,Third Eyes,Marui Blue,Otafuku 01,Marshal,HUH !!!,Bat,No Byoubu,Washi paper,Sign Panel 02,Signature,
909,Tezumura #909,604,495.01414378997964,12,Malachite,Calligraphy,What's up,Rich Grey,Kabuki Green,Tokugawa,WEW,Wavy,Byubu Midori,Washi paper,Sign Panel 09,Signature,
61,Tezumura #61,605,494.47196010734797,12,Gunroku,Calligraphy,Yatta,Keen  Red,Murasaki Shu,Kabuki on Ice,Smoking,Buta,No Byoubu,Washi paper,Sign Panel 13,Signature,
830,Tezumura #830,606,494.28524731859056,12,Kirameki 01,Calligraphy,Marubero,Keen  Red,Mononoke,Violet Demon,Dali Punk Black,Fuji,No Byoubu,Washi paper,Sign Panel 08,Signature,
886,Tezumura #886,607,493.81807043350943,12,Polkadot 01,Calligraphy,Kensa 02,Long Chin Blue,Warrior Paint Yellow,Geishasan,Saiya Mouth,Roundy,No Byoubu,Washi paper,Sign Panel 04,Signature,
706,Tezumura #706,608,493.3918076958009,12,Hyakugun,Calligraphy,Musume,Sharp Blue,Frontman Yellow,O-bake,Red Lollipop,Whictchy,Byubu Indigo,Washi paper,Sign Panel 15,Signature,
28,Tezumura #28,609,493.165884739558,12,Sakura Iro,Calligraphy,Akuma,Oval Beige,Mononoke,God of Sun,Yellow Texas Mustache,Coma,No Byoubu,Washi paper,Sign Panel 10,Signature,
673,Tezumura #673,610,493.0105609881626,12,Golden,Calligraphy,Miure,Long Chin Red,Omuri Kaki 01,Devil Kid,Tezos Ice 01,Bootsu,Shikaku Midori,Washi paper,Sign Panel 02,Signature,
516,Tezumura #516,611,493.005581292488,12,German 02,Calligraphy,Charming,Marui Blue,Aka Shu,Geishasan,HUH !!!,Fuji,Shikaku Rose,Washi paper,Sign Panel 00,Signature,
33,Tezumura #33,612,492.99621849908436,12,Sakura Iro,Calligraphy,Warrior Time!,Marui White,Manabi 01,Banzai Man,Saiya Mouth,Sharpy,Byubu Red,Washi paper,Sign Panel 11,Signature,
877,Tezumura #877,613,492.4735220603988,12,Botan,Calligraphy,Miure,Rich Red,Otafuku 02,Shogun 02,Spaghetti,Fuji,Star Knife Green,Washi paper,Sign Panel 06,Signature,
159,Tezumura #159,614,492.4734029380664,12,Rose Madder,Calligraphy,Snake Eyes,Marui Beige,No Moyo,Buddha,Ehhh!,Sharpy,No Byoubu,Washi paper,Sign Panel 12,Signature,
933,Tezumura #933,615,492.4669630972272,12,Rokusho,Calligraphy,Demon Eyes,Long Chin Biege,Otafuku 02,Punk Stars,Wow Ha Ha,Shimpuru,Tate Byubu  Red,Washi paper,Sign Panel 15,Signature,
544,Tezumura #544,616,492.417619811692,12,Golden,Calligraphy,What's up,Oval Grey,Moyo 02,Merchant,Sexy Hey,Bootsu,Byubu Indigo,Washi paper,Sign Panel 00,Signature,
219,Tezumura #219,617,492.372848988288,12,Coin Pattern 04,Calligraphy,Demon Eyes,Rich Beige,Warrior Paint Blue,Samurai 02,Foxy Smile,Keen,No Byoubu,Washi paper,Sign Panel 03,Signature,
565,Tezumura #565,618,492.19074573799395,12,Rose Madder,Calligraphy,Pirate,Oval Red,Mononoke,Heaven King,HUH !!!,Fuji,Sensu  Green,Washi paper,Sign Panel 03,Signature,
398,Tezumura #398,619,491.76792495596357,12,Fujiiro,Calligraphy,Funny Eyes,Sharp grey,Creep man,Lil Girl,Wow,Indoman,No Byoubu,Washi paper,Sign Panel 01,Signature,
207,Tezumura #207,620,491.70577962631506,12,Kumo Dento 01,Calligraphy,Boring,Oval Grey,No Moyo,Maiko 01,Sushi,Lumpy,No Byoubu,Washi paper,Sign Panel 11,Signature,
633,Tezumura #633,621,491.3168441235875,12,Disco 03,Calligraphy,Majime,Keen White,No Moyo,Kanuki Prince,Kiseru Pipe,Coma,No Byoubu,Washi paper,Sign Panel 03,Signature,
967,Tezumura #967,622,491.0021443772332,12,Kumori 04,Calligraphy,Kensa,Marui Blue,No Moyo,Daimyo,Tezos Chcco,Keen,Sensu Momoiro,Washi paper,Sign Panel 10,Signature,
72,Tezumura #72,623,490.67394394975753,12,Pixel 01,Calligraphy,Disney Eyes,Keen White,No Moyo,Police,Pink Donut,Manga,No Byoubu,Washi paper,Sign Panel 00,Signature,
53,Tezumura #53,624,490.5598532965483,12,Malachite,Calligraphy,Kabuki eyes,Rich Grey,No Moyo,Nomad Samurai,Cup Noodle,Whictchy,Shikaku Rose,Washi paper,Sign Panel 03,Signature,
987,Tezumura #987,625,490.28471487944825,12,Sakura Iro,Calligraphy,Bushi Eyes,Sharp grey,Otafuku 02,Nomad boy,Saiya Mouth,Shimpuru,No Byoubu,Washi paper,Sign Panel 08,Signature,
940,Tezumura #940,626,489.99222276766176,12,Carmine,Calligraphy,Kensa 02,Sharp White,Kabuki 01,Kung Fu Fighter 02,Dali Punk Red,Roundy,No Byoubu,Washi paper,Sign Panel 02,Signature,
979,Tezumura #979,627,489.71279413039576,12,Malachite,Calligraphy,What's up,Sharp  Red,Mononoke,General of Maeda,Laughing,Hook,Byobu Chairo,Washi paper,Sign Panel 06,Signature,
478,Tezumura #478,628,489.5544244294605,12,Kusama 03,Calligraphy,Grim,Long Chin Biege,No Moyo,Nomad boy,Saiya Mouth,Mahou,No Byoubu,Washi paper,Sign Panel 06,Signature,
171,Tezumura #171,629,489.10030082686797,12,Rokusho,Calligraphy,Musume,Happy Red,Mononoke,Kabuki shiro,Tezos Ice  03,Bootsu,Byubu Indigo,Washi paper,Sign Panel 07,Signature,
463,Tezumura #463,630,488.7546636319866,12,Gunroku,Calligraphy,Katamari,Marui Brown,Frontman Navy,Horse Jocky,Licking Lip,Wavy,Tate Byubu Violet,Washi paper,Sign Panel 15,Signature,
853,Tezumura #853,631,488.3958889314016,12,Fujiiro,Calligraphy,Cute eyes,Marui Grey,Otafuku 02,Bushi 02,Tezos Binky 02,Bat,Tate Byubu  Red,Washi paper,Sign Panel 11,Signature,
23,Tezumura #23,632,487.6085498181214,12,Botan,Calligraphy,Kensa 02,Oval Grey,Midori Shu,Maiko 03,Sushi,Mahou,Star Knife Red,Washi paper,Sign Panel 06,Signature,
344,Tezumura #344,633,487.3730470406457,12,Asagao 03,Calligraphy,Konran,Marui Blue,Yamato 03,Daimyo of Nikko,Dali Punk Yellow,Roundy,No Byoubu,Washi paper,Sign Panel 11,Signature,
251,Tezumura #251,634,487.32217917893325,12,Golden,Calligraphy,Grim,Marui Yellow,Heitai Red,Literati,HaHaHa,Oldy,Tate Byubu  Yellow,Washi paper,Sign Panel 11,Signature,
690,Tezumura #690,635,487.1958715976614,12,Kousaten 01,Calligraphy,Kurushi,Rich Grey,No Moyo,Savant,He He He,Bootsu,No Byoubu,Washi paper,Sign Panel 10,Signature,
206,Tezumura #206,636,487.1947867175338,12,Asagao 01,Calligraphy,Warrior Time!,Rich Grey,Warrior Paint Green,Ninja,melon,Oldy,No Byoubu,Washi paper,Sign Panel 13,Signature,
583,Tezumura #583,637,487.1491681789255,12,Sakura Iro,Calligraphy,Thoughtful,Marui Blue,No Moyo,Ronin 03,Rainbow Vomit,Shimpuru,No Byoubu,Washi paper,Sign Panel 15,Signature,
91,Tezumura #91,638,486.9832390137901,12,Wave Pattern 01,Calligraphy,Kensa,Happy Red,Warrior Paint Green,Kirin Ao,Tezos Ice 01,Shimpuru,No Byoubu,Washi paper,Sign Panel 02,Signature,
196,Tezumura #196,639,486.8113586341755,12,Fujiiro,Calligraphy,Konran,Keen White,Yamato 01,Electra,Tez Coin 03,Bandage,No Byoubu,Washi paper,Sign Panel 00,Signature,
753,Tezumura #753,640,486.161791035155,12,Gunroku,Calligraphy,Kashira,Rich Purple,Omuri Kaki 02,Kami,Dali Punk Red,Oldy,No Byoubu,Washi paper,Sign Panel 08,Signature,
512,Tezumura #512,641,485.24882185772776,12,Hineiro,Calligraphy,Gakumon,Oval Red,No Moyo,Kabuki shiro,Tezos Binky 01,Asura,Star Knife Green,Washi paper,Sign Panel 14,Signature,
275,Tezumura #275,642,484.9193581259966,12,Gunroku,Calligraphy,Konran,Happy Grey,Shogun 03,Ninja,Tezos Ice  03,Sharpy,Tate Byubu Midori,Washi paper,Sign Panel 06,Signature,
977,Tezumura #977,643,484.87540526539954,12,Hyakugun,Calligraphy,Kensa,Oval Beige,No Moyo,Daimyo,Wow Ha Ha,Roboto,Byubu Midori,Washi paper,Sign Panel 09,Signature,
425,Tezumura #425,644,484.83480359802763,12,German 02,Calligraphy,Fighto!,Marui Grey,Midori Shu,Daruma Demon,Spaghetti,Asura,No Byoubu,Washi paper,Sign Panel 02,Signature,
477,Tezumura #477,645,484.5480262895462,12,Marume 01,Calligraphy,What's up,Rich White,Shogun 02,Brave Man,Big Lips,Sharpy,No Byoubu,Washi paper,Sign Panel 06,Signature,
742,Tezumura #742,646,484.2781654857883,12,Kumori 01,Calligraphy,Disney Eyes,Oval Grey,No Moyo,Luna Bun,He He He,Fuji,Sensu Beige,Washi paper,Sign Panel 03,Signature,
670,Tezumura #670,647,484.2646022478162,12,Gunroku,Calligraphy,Fear,Oval white,No Moyo,Bushi Senior,Warrior 03,Lumpy,No Byoubu,Washi paper,Sign Panel 00,Signature,
365,Tezumura #365,648,483.673435184424,12,Sakura Iro,Calligraphy,Grim,Happy Beige,Manabi 04,Bushi Senior,Foxy Smile,Bootsu,Star Knife Indigo,Washi paper,Sign Panel 02,Signature,
249,Tezumura #249,649,483.3629220838952,12,Hanga 03,Calligraphy,Konran,Happy White,David Thunder,Ronin 3,Sushi,Asura,No Byoubu,Washi paper,Sign Panel 15,Signature,
594,Tezumura #594,650,483.0984092710365,12,Gunroku,Calligraphy,Konran,Happy Beige,No Moyo,Painter 02,Biting Tooth,Whictchy,Sensu Murasaki,Washi paper,Sign Panel 08,Signature,
553,Tezumura #553,651,482.57028369583384,12,Malachite,Calligraphy,Kensa,Marui Yellow,Aka Shu,Luna Bun,Bastard,Roundy,Shikaku Murasaki,Washi paper,Sign Panel 01,Signature,
101,Tezumura #101,652,481.8636966831743,12,Asagao 03,Calligraphy,Hero,Keen  Grey,Heitai Indigo,Junior Demon,Pizza,Manga,No Byoubu,Washi paper,Sign Panel 15,Signature,
198,Tezumura #198,653,481.7560155336172,12,Hineiro,Calligraphy,Miure,Happy Red,Majime 01,Samurai 01,Laughing,Lumpy,Star Knife Lime,Washi paper,Sign Panel 02,Signature,
421,Tezumura #421,654,480.1590637806771,12,Asagao 02,Calligraphy,Stunned,Marui Grey,No Moyo,Opera Actor,Burger Time!,Whictchy,Tate Byubu Midori,Washi paper,Sign Panel 15,Signature,
938,Tezumura #938,655,479.728756238932,12,Marume 01,Calligraphy,Rikka,Rich Red,Heitai Yellow,Oni Raijin,Mad,Roundy,No Byoubu,Washi paper,Sign Panel 05,Signature,
68,Tezumura #68,656,479.5454693559548,12,Malachite,Calligraphy,Shock,Keen White,Yamato 02,Harajuku Blue,Dali Punk Black,Bootsu,No Byoubu,Washi paper,Sign Panel 05,Signature,
375,Tezumura #375,657,478.93556293209025,12,Marume 01,Calligraphy,Kensa,Marui Beige,Otafuku 01,O-bake,Tezos Binky 02,Mahou,No Byoubu,Washi paper,Sign Panel 05,Signature,
279,Tezumura #279,658,478.60033518630047,12,Disco 01,Calligraphy,Ruminate,Sharp White,Heitai Red,Electra,Burger Time!,Fuji,No Byoubu,Washi paper,Sign Panel 02,Signature,
37,Tezumura #37,659,478.26705461842556,12,Sakura Iro,Calligraphy,Kensa,Sharp  Beige,Midori Shu,Fisherman,Big Lips,Fuji,Shikaku Yellow,Washi paper,Sign Panel 10,Signature,
428,Tezumura #428,660,477.9250278301708,12,Golden,Calligraphy,Ruminate,Keen  Red,Warrior Paint Indigo,Junior Demon,melon,Joker,Tate Byubu Violet,Washi paper,Sign Panel 09,Signature,
301,Tezumura #301,661,477.4403356028109,12,Disco 01,Calligraphy,Konran,Rich Purple,Otafuku 01,Lady of Fun 02,Big Lips,Mahou,No Byoubu,Washi paper,Sign Panel 00,Signature,
507,Tezumura #507,662,477.24698558102585,12,Kusama 03,Calligraphy,Curious Eyes,Sharp  Red,Aka Shu,The Artisan,Mad,Lumpy,No Byoubu,Washi paper,Sign Panel 12,Signature,
656,Tezumura #656,663,477.06702068256163,12,Taisha,Calligraphy,Grim,Keen  Red,Mononoke,Kabuki Aka,Smoking,Fuji,Star Knife Lime,Washi paper,Sign Panel 03,Signature,
827,Tezumura #827,664,476.9581529098597,12,Rose Madder,Calligraphy,Cute eyes,Rich Purple,Manabi 02,Electoman,Foxy Smile,Sharpy,Sensu Murasaki,Washi paper,Sign Panel 01,Signature,
684,Tezumura #684,665,476.34691436016,12,Kirameki 03,Calligraphy,Kensa,Sharp  Red,Mononoke,Ronin 02,Wow Ha Ha,Whictchy,No Byoubu,Washi paper,Sign Panel 06,Signature,
34,Tezumura #34,666,476.3231720608527,12,Rose Madder,Calligraphy,Hero,Marui Blue,Otafuku 03,Luna Bun,Karasu,Fuji,Byubu Yellow,Washi paper,Sign Panel 10,Signature,
704,Tezumura #704,667,475.93303155059215,12,Taisha,Calligraphy,Monsta!!,Oval white,Frontman Yellow,Kabuki God,Hmm...,Fuji,No Byoubu,Washi paper,Sign Panel 11,Signature,
972,Tezumura #972,668,475.8465047043886,12,Pixel 05,Calligraphy,Dotto,Sharp White,Moyo 02,Rock Munk,Pizza,Wavy,No Byoubu,Washi paper,Sign Panel 06,Signature,
