ID,Name,Rank,Rarity_Score,Armor,Attributes,Background,Bracelet,Clan,Earring,Hair Type,Hair color,Hat / Helm,Item Left Hand,Item Right Hand,Main Cloth,Necklace,Piercing,Ring,Secondary Cloth
1050,Ilmeresh #1050,124,1223.3235572025376,,9,Yellow,,Denchanteus,,Type 28,Blonde,Wizard Hat DGMG,,Magic Staff T5,Wizard's Robe DGMG,Striped Necklace,Lower Lip Piercing,,
2213,Ilmeresh #2213,125,1218.1208029391018,,12,Yellow,Spike Bracelet,Tezewand,Star,Type 34,Orange,Wizard Hat MC,,Magic Staff T1,Wizard's Robe MC,S Shaped Necklace,Circular Bearbell,Ring,
6022,Ilmeresh #6022,126,1213.9515496126612,,8,Yellow,,Denchanteus,,Type 40,Magenta,Wizard Hat DGMG,,Magic Staff T6,Wizard's Robe DGMG,Striped Necklace,,,
3765,Ilmeresh #3765,127,1212.3082292308081,,8,Pink,Decorated Bracelet,Armezeen,,Type 27,Brown,Wizard Hat DBMB,,Magic Staff T9,Wizard's Robe DBMB,,,,
792,Ilmeresh #792,128,1202.1657297987613,,9,Pink,,Pergamenk,Triple sphere,Type 38,Fuchsia,Wizard Hat MMB,,Magic Staff T3,Wizard's Robe MMB,,,Spike Ring,
1403,Ilmeresh #1403,129,1201.7201240288982,,12,Magenta,Wavy Bracelet,Tezewand,Triple sphere,Type 34,Light Blue,Wizard Hat MC,,Poisonorum Potion,Wizard's Robe MC,Chain Necklace,Lower Lip Piercing,Ring,
8622,Ilmeresh #8622,130,1198.0556992689212,,8,Yellow,Bracelet,Pergamenk,,Type 27,Fuchsia,Wizard Hat MMB,,Magic Staff T9,Wizard's Robe MMB,,,,
4455,Ilmeresh #4455,131,1193.1004963717933,,9,Yellow,Bracelet,Armezeen,,Type 34,Green,Wizard Hat DBMB,,Magic Staff T8,Wizard's Robe DBMB,,,Ring,
7695,Ilmeresh #7695,132,1188.5216941386561,,10,Red,Decorated Bracelet,Turquenthal,,Type 30,Black,Wizard Hat BMM,,Healthumss Potion,Wizard's Robe BMM,S Shaped Necklace,,Decorated Ring,
6209,Ilmeresh #6209,133,1186.5827938784416,,9,Orange,,Tezewand,,Type 34,Orange,Wizard Hat YMM,,Explosiuss Potion,Wizard's Robe YMM,Spike Necklace,,Decorated Ring,
7937,Ilmeresh #7937,134,1183.9039365582364,,9,Fuchsia,,Armezeen,,Type 39,Blue,Wizard Hat DBMB,,Magic Staff T2,Wizard's Robe DBMB,Bands Necklace,,Decorated Ring,
9481,Ilmeresh #9481,135,1181.371827261197,,11,Yellow,,Pergamenk,Ear Plug,Type 30,White,Wizard Hat MMB,,Magic Staff T6,Wizard's Robe MMB,Chain Necklace,Circular Bearbell,Decorated Ring,
2946,Ilmeresh #2946,136,1178.4839377407686,,10,Green,Wavy Bracelet,O'Speltrohn,,Type 32,Brown,Wizard Hat DTMP,,Magic Staff T7,Wizard's Robe DTMP,,Eyebrow Ring,Wavy Ring,
4021,Ilmeresh #4021,137,1177.953113601217,,12,Turquoise,Bracelet,Pergamenk,Moon,Type 37,Blue,Wizard Hat DGP,,Magic Staff T9,Wizard's Robe DGP,Necklace,Circular Bearbell,Ring,
7904,Ilmeresh #7904,138,1175.6680479318559,,9,Cyan,Spike Bracelet,Pergamenk,Star,Type 32,Blonde,Wizard Hat DGP,,Explosiuss Potion,Wizard's Robe DGP,,,,
14,Ilmeresh #14,139,1172.0792783063696,,11,Fuchsia,Bracelet,O'Speltrohn,Tusk,Type 39,Light Blue,Wizard Hat DTMP,,Magic Staff T8,Wizard's Robe DTMP,,Circular Bearbell,Decorated Ring,
2069,Ilmeresh #2069,140,1170.047413669468,,11,Fuchsia,Bracelet,Pergamenk,Earring,Type 31,Black,Wizard Hat MMB,,Magic Staff T7,Wizard's Robe MMB,,Circular Bearbell,Wavy Ring,
8913,Ilmeresh #8913,141,1168.2236455550808,,10,Yellow,Bands Bracelet,O'Speltrohn,Spiral,Type 28,Red,Wizard Hat DTMP,,Healthumss Potion,Wizard's Robe DTMP,,,Ring,
8567,Ilmeresh #8567,142,1167.3341593828989,,11,Yellow,Wavy Bracelet,Turquenthal,,Type 29,Light Blue,Wizard Hat BMM,,Magic Staff T4,Wizard's Robe BMM,Chain Necklace,Ball Tongue Piercing,Spike Ring,
1841,Ilmeresh #1841,143,1167.1441534732335,,12,Dark Violet,Wavy Bracelet,Tezewand,U Shaped,Type 35,Orange,Wizard Hat YMM,,Magic Staff T9,Wizard's Robe YMM,Double Sphere Necklace,Triple Eyebrow Ring,Decorated Ring,
7544,Ilmeresh #7544,144,1165.1808041203453,,9,Blue,,Turquenthal,,Type 29,Red,Wizard Hat BMM,,Magic Staff T9,Wizard's Robe BMM,Necklace,,Spike Ring,
8153,Ilmeresh #8153,145,1164.8691185023818,,11,Fuchsia,,Turquenthal,Thorn,Type 38,Blonde,Wizard Hat BMM,,Healthumss Potion,Wizard's Robe BMM,Striped Necklace,Circular Bearbell Tongue Piercing,Decorated Ring,
9398,Ilmeresh #9398,146,1163.477541689056,,9,Cyan,,Pergamenk,,Type 40,Pink,Wizard Hat MMB,,Magic Staff T5,Wizard's Robe MMB,Chain Necklace,,Bands Ring,
780,Ilmeresh #780,147,1156.6678725631439,,11,Dark Orange,Bracelet,O'Speltrohn,Star,Type 29,Black,Wizard Hat TP,,Magic Staff T5,Wizard's Robe TP,Big Chain Necklace,,Spike Ring,
3961,Ilmeresh #3961,148,1155.7312086851746,,11,Turquoise,Bracelet,Turquenthal,U Shaped,Type 38,Pink,Wizard Hat BMM,,Magic Staff T7,Wizard's Robe BMM,Chain Necklace,,Spike Ring,
4598,Ilmeresh #4598,149,1154.2343218352787,,10,Turquoise,,Armezeen,U Shaped,Type 35,Fuchsia,Wizard Hat DBMB,,Magic Staff T1,Wizard's Robe DBMB,Bands Necklace,Eyebrow Ring,,
243,Ilmeresh #243,150,1148.0151992806764,,12,Red,Bracelet,O'Speltrohn,Star,Type 38,Dark Violet,Wizard Hat PG,,Magic Staff T4,Wizard's Robe PG,Bands Necklace,Upper Lip Piercing,Spike Ring,
3303,Ilmeresh #3303,151,1146.3813989702192,,12,Magenta,Bands Bracelet,Pergamenk,Spiral,Type 31,Red,Wizard Hat BY,,Invisibilitaes Potion,Wizard's Robe BY,Big Chain Necklace,Circular Bearbell Tongue Piercing,Spike Ring,
2797,Ilmeresh #2797,152,1146.348887787686,,10,Yellow,Bands Bracelet,Pergamenk,,Type 28,Red,Wizard Hat MMB,,Magic Staff T2,Wizard's Robe MMB,Chain Necklace,,Decorated Ring,
2789,Ilmeresh #2789,153,1145.378521775299,,12,Fuchsia,Bands Bracelet,Armezeen,Bolt,Type 40,White,Wizard Hat LBO,,Invisibilitaes Potion,Wizard's Robe LBO,Chain Necklace,Triple Eyebrow Ring,Wavy Ring,
1003,Ilmeresh #1003,154,1144.5523610833013,,10,Cyan,Bands Bracelet,Turquenthal,Rhombus,Type 37,Green,Wizard Hat BMM,,Magic Staff T2,Wizard's Robe BMM,Big Chain Necklace,,,
4680,Ilmeresh #4680,155,1141.807687843288,,12,Yellow,Bands Bracelet,Denchanteus,Earring,Type 34,Black,Wizard Hat MWAB,,Invisibilitaes Potion,Wizard's Robe MWAB,S Shaped Necklace,Eyebrow Ring,Spike Ring,
7109,Ilmeresh #7109,156,1140.9683755370927,,11,Magenta,Bands Bracelet,Turquenthal,Earring,Type 34,Red,Wizard Hat BMM,,Magic Staff T7,Wizard's Robe BMM,Necklace,,Wavy Ring,
2292,Ilmeresh #2292,157,1139.1121355928167,,12,Orange,Bands Bracelet,Denchanteus,Thorn,Type 31,Pink,Wizard Hat RMB,,Strengthiuss Potion,Wizard's Robe RMB,Striped Necklace,Eyebrow Large Ring,Wavy Ring,
9909,Ilmeresh #9909,158,1138.5040457611249,,11,Fuchsia,Spike Bracelet,Turquenthal,Earring,Type 38,Orange,Wizard Hat BMM,,Magic Staff T1,Wizard's Robe BMM,Chain Necklace,,Spike Ring,
1436,Ilmeresh #1436,159,1137.2351381766205,,10,Turquoise,,Pergamenk,Bar,Type 28,Fuchsia,Wizard Hat MMB,,Magic Staff T4,Wizard's Robe MMB,Necklace,Triple Eyebrow Ring,,
8018,Ilmeresh #8018,160,1125.8599585391776,,11,Red,Bracelet,O'Speltrohn,U Shaped,Type 29,Magenta,Wizard Hat DTMP,,Magic Staff T6,Wizard's Robe DTMP,Chain Necklace,Ball Tongue Piercing,,
8600,Ilmeresh #8600,161,1122.4605484631543,,9,Red,,Armezeen,Earring,Type 31,Blonde,Wizard Hat DBMB,,Magic Staff T7,Wizard's Robe DBMB,S Shaped Necklace,,,
1451,Ilmeresh #1451,162,1122.1412073667304,,10,Red,Bands Bracelet,O'Speltrohn,,Type 40,Fuchsia,Wizard Hat DTMP,,Magic Staff T2,Wizard's Robe DTMP,Striped Necklace,Ring Tooth Piercing,,
6284,Ilmeresh #6284,163,1120.8201835357727,,10,Fuchsia,Wavy Bracelet,Turquenthal,,Type 30,Blue,Wizard Hat BMM,,Magic Staff T7,Wizard's Robe BMM,Double Sphere Necklace,Thorn Tongue Piercing,,
8507,Ilmeresh #8507,164,1117.5582550843517,,9,Fuchsia,,Tezewand,,Type 32,Brown,Wizard Hat YMM,,Poisonorum Potion,Wizard's Robe YMM,Spike Necklace,,Wavy Ring,
1258,Ilmeresh #1258,165,1116.6393654642702,,11,Magenta,Spike Bracelet,Pergamenk,,Type 37,Light Blue,Wizard Hat BY,,Poisonorum Potion,Wizard's Robe BY,Big Chain Necklace,Circular Bearbell,Decorated Ring,
1170,Ilmeresh #1170,166,1116.5912543076408,,11,Fuchsia,Wavy Bracelet,O'Speltrohn,Chain,Type 37,Pink,Wizard Hat PG,,Explosiuss Potion,Wizard's Robe PG,Chain Necklace,,Ring,
7209,Ilmeresh #7209,167,1113.7651175639028,,10,Cyan,,Armezeen,Ear Plug,Type 32,Fuchsia,Wizard Hat DBMB,,Magic Staff T7,Wizard's Robe DBMB,,Eyebrow Ring,Decorated Ring,
3965,Ilmeresh #3965,168,1113.1201723544987,,10,Orange,,Turquenthal,Tusk,Type 34,Pink,Wizard Hat BMM,,Magic Staff T8,Wizard's Robe BMM,,Circular Bearbell,Bands Ring,
4817,Ilmeresh #4817,169,1110.2327951646728,,9,Cyan,Decorated Bracelet,O'Speltrohn,,Type 37,Fuchsia,Wizard Hat DTMP,,Magic Staff T2,Wizard's Robe DTMP,S Shaped Necklace,,,
9588,Ilmeresh #9588,170,1109.8555424258925,,9,Blue,,Pergamenk,,Type 31,Blue,Wizard Hat MMB,,Magic Staff T5,Wizard's Robe MMB,Chain Necklace,,Ring,
7029,Ilmeresh #7029,171,1102.9359507231338,,11,Orange,,Pergamenk,Bolt,Type 39,Fuchsia,Wizard Hat SM,,Spellbook,Wizard's Robe SM,Spike Necklace,Circular Bearbell,Ring,
5102,Ilmeresh #5102,172,1102.8922674580206,,10,Red,,Pergamenk,Chain,Type 14,Pink,,,Spellbook Blue Diamond,Wizard's Robe SM,Double Sphere Necklace,Thorn Tongue Piercing,Decorated Ring,
6985,Ilmeresh #6985,173,1100.9028842482355,,10,Red,,Armezeen,,Type 38,Magenta,Wizard Hat DBMB,,Magic Staff T7,Wizard's Robe DBMB,Chain Necklace,Eyebrow Ring,Ring,
7530,Ilmeresh #7530,174,1100.0804994327907,,11,Turquoise,,Pergamenk,Spiral,Type 38,Brown,Wizard Hat DGP,,Explosiuss Potion,Wizard's Robe DGP,Spike Necklace,Eyebrow Large Ring,Bands Ring,
7041,Ilmeresh #7041,175,1095.2122979175685,,8,Fuchsia,,O'Speltrohn,,Type 37,Light Blue,Wizard Hat DTMP,,Magic Staff T9,Wizard's Robe DTMP,,,Decorated Ring,
4046,Ilmeresh #4046,176,1095.2089810649754,,12,Magenta,Spike Bracelet,Tezewand,Earring,Type 31,Blue,Wizard Hat YMM,,Magic Staff T4,Wizard's Robe YMM,Wavy Necklace,Upper Lip Piercing,Ring,
7308,Ilmeresh #7308,177,1094.159200348184,,11,Cyan,Bands Bracelet,O'Speltrohn,Bar,Type 34,Black,Wizard Hat TP,,Poisonorum Potion,Wizard's Robe TP,Big Chain Necklace,,Ring,
8789,Ilmeresh #8789,178,1093.7542694061176,,11,Pink,Decorated Bracelet,Tezewand,,Type 29,Orange,Wizard Hat MC,,Explosiuss Potion,Wizard's Robe MC,Double Sphere Necklace,Eyebrow Large Ring,Bands Ring,
1879,Ilmeresh #1879,179,1091.8513211589618,,10,Yellow,,O'Speltrohn,,Type 28,White,Wizard Hat DTMP,,Magic Staff T5,Wizard's Robe DTMP,Striped Necklace,Eyebrow Large Ring,Ring,
8032,Ilmeresh #8032,180,1090.8340610647233,,10,Yellow,,Armezeen,Thorn,Type 31,Dark Violet,Wizard Hat DBMB,,Magic Staff T4,Wizard's Robe DBMB,,Circular Bearbell,Decorated Ring,
4224,Ilmeresh #4224,181,1087.7698023674202,,10,Green,Bands Bracelet,O'Speltrohn,Thorn,Type 30,Black,Wizard Hat DTMP,,Magic Staff T5,Wizard's Robe DTMP,,,Bands Ring,
769,Ilmeresh #769,182,1083.9417456069368,,11,Turquoise,Wavy Bracelet,Denchanteus,Tusk,Type 35,Orange,Wizard Hat RMB,,Explosiuss Potion,Wizard's Robe RMB,Bands Necklace,,Ring,
8006,Ilmeresh #8006,183,1079.825572270101,,9,Blue,Bands Bracelet,Pergamenk,,Type 36,Orange,Wizard Hat SM,,Explosiuss Potion,Wizard's Robe SM,Bands Necklace,,,
6624,Ilmeresh #6624,184,1073.855143978131,,11,Light Blue,Wavy Bracelet,O'Speltrohn,,Type 32,Brown,Wizard Hat TP,,Strengthiuss Potion,Wizard's Robe TP,Big Chain Necklace,Triple Eyebrow Ring,Decorated Ring,
4787,Ilmeresh #4787,185,1071.4138504761947,,8,Magenta,,Turquenthal,,Type 30,Fuchsia,Wizard Hat BMM,,Strengthiuss Potion,Wizard's Robe BMM,Chain Necklace,,,
2364,Ilmeresh #2364,186,1068.9925801507347,,10,Blue,Spike Bracelet,Armezeen,Bar,Type 34,Pink,Wizard Hat LBO,,Explosiuss Potion,Wizard's Robe LBO,,,Ring,
3208,Ilmeresh #3208,187,1066.5412387514325,,9,Dark Orange,Bracelet,Pergamenk,,Type 39,White,Wizard Hat DGP,,Explosiuss Potion,Wizard's Robe DGP,Spike Necklace,,,
4234,Ilmeresh #4234,188,1064.2010815655035,,12,Cyan,Wavy Bracelet,Pergamenk,Tusk,Type 37,Blue,Wizard Hat DGP,,Magic Staff T8,Wizard's Robe DGP,Double Sphere Necklace,Upper Lip Piercing,Wavy Ring,
3048,Ilmeresh #3048,189,1055.252884400518,,9,Blue,Wavy Bracelet,Tezewand,,Type 32,Brown,Wizard Hat YMM,,Strengthiuss Potion,Wizard's Robe YMM,Spike Necklace,,,
778,Ilmeresh #778,190,1054.8662025847311,,10,Pink,Bands Bracelet,O'Speltrohn,,Type 38,Brown,Wizard Hat DTMP,,Spellbook,Wizard's Robe DTMP,,Eyebrow Ring,Ring,
6804,Ilmeresh #6804,191,1053.5853330072844,,10,Cyan,Decorated Bracelet,Turquenthal,,Type 36,Brown,Wizard Hat BMM,,Magic Staff T7,Wizard's Robe BMM,Bands Necklace,,Bands Ring,
6908,Ilmeresh #6908,192,1052.070783930449,,10,Yellow,Decorated Bracelet,O'Speltrohn,,Type 27,Brown,Wizard Hat PG,,Explosiuss Potion,Wizard's Robe PG,Bands Necklace,Circular Bearbell Tongue Piercing,,
7779,Ilmeresh #7779,193,1050.5945379042548,,11,Turquoise,Bands Bracelet,Armezeen,Star,Type 32,Black,Wizard Hat LBO,,Curatorums Potion,Wizard's Robe LBO,Necklace,Upper Lip Piercing,,
3911,Ilmeresh #3911,194,1045.7809504696334,,12,Magenta,Bracelet,Turquenthal,Thorn,Type 36,Magenta,Wizard Hat MAYE,,Magic Staff T2,Wizard's Robe MAYE,Big Chain Necklace,Ball Tooth Piercing,Bands Ring,
2837,Ilmeresh #2837,195,1045.7071750946825,,12,Yellow,Spike Bracelet,Armezeen,Rhombus,Type 27,Brown,Wizard Hat LBO,,Magic Staff T8,Wizard's Robe LBO,Bands Necklace,Upper Lip Piercing,Decorated Ring,
5754,Ilmeresh #5754,196,1043.0001389450447,,10,Yellow,,Tezewand,Star,Type 35,Pink,Wizard Hat MC,,Magic Staff T1,Wizard's Robe MC,Big Chain Necklace,,Bands Ring,
3207,Ilmeresh #3207,197,1039.438695418075,,9,Green,,O'Speltrohn,Spiral,Type 38,Light Blue,Wizard Hat DTMP,,Magic Staff T1,Wizard's Robe DTMP,Chain Necklace,,,
4604,Ilmeresh #4604,198,1036.6259436584173,,12,Yellow,Wavy Bracelet,Armezeen,Bolt,Type 35,Brown,Wizard Hat LBO,,Magic Staff T6,Wizard's Robe LBO,Necklace,Lower Lip Piercing,Ring,
489,Ilmeresh #489,199,1034.1564589262505,,12,Dark Violet,Bands Bracelet,Denchanteus,Bar,Type 36,Blonde,Wizard Hat RMB,,Invisibilitaes Potion,Wizard's Robe RMB,Bands Necklace,Ball Tooth Piercing,Ring,
7867,Ilmeresh #7867,200,1033.3479004217522,,9,Orange,Bracelet,O'Speltrohn,,Type 37,Brown,Wizard Hat DTMP,,Magic Staff T7,Wizard's Robe DTMP,,Ball Tooth Piercing,,
146,Ilmeresh #146,201,1032.503369054884,,11,Red,Decorated Bracelet,Tezewand,Star,Type 38,Orange,Wizard Hat YMM,,Magic Staff T3,Wizard's Robe YMM,Chain Necklace,Upper Lip Piercing,,
787,Ilmeresh #787,202,1029.9716878967256,,12,Dark Violet,Spike Bracelet,Turquenthal,Circles,Type 35,Orange,Wizard Hat MAYE,,Magic Staff T7,Wizard's Robe MAYE,Double Sphere Necklace,Ball Tongue Piercing,Bands Ring,
429,Ilmeresh #429,203,1029.3920975487956,,10,Fuchsia,Wavy Bracelet,Turquenthal,,Type 35,Orange,Wizard Hat MAYE,,Poisonorum Potion,Wizard's Robe MAYE,Bands Necklace,,Bands Ring,
1323,Ilmeresh #1323,204,1024.5925256702747,,10,Dark Orange,Decorated Bracelet,Turquenthal,Earring,Type 38,Blonde,Wizard Hat BMM,,Magic Staff T5,Wizard's Robe BMM,Bands Necklace,,,
7687,Ilmeresh #7687,205,1023.8492901432099,,12,Pink,Bracelet,Denchanteus,Ear Plug,Type 29,Light Blue,Wizard Hat MWAB,,Healthumss Potion,Wizard's Robe MWAB,Chain Necklace,Circular Bearbell,Decorated Ring,
5841,Ilmeresh #5841,206,1021.073933292527,,11,Green,Decorated Bracelet,Pergamenk,Triple sphere,Type 38,Black,Wizard Hat SM,,Poisonorum Potion,Wizard's Robe SM,Chain Necklace,Circular Bearbell Tongue Piercing,,
1856,Ilmeresh #1856,207,1020.2480198767801,,11,Dark Violet,,Turquenthal,Tusk,Type 34,Pink,Wizard Hat MAYE,,Magic Staff T8,Wizard's Robe MAYE,S Shaped Necklace,Upper Lip Piercing,Spike Ring,
3411,Ilmeresh #3411,208,1019.1500502315835,,10,Yellow,,Denchanteus,Earring,Type 32,Black,Wizard Hat MWAB,,Explosiuss Potion,Wizard's Robe MWAB,,Lower Lip Piercing,Wavy Ring,
4965,Ilmeresh #4965,209,1018.8460027239149,,12,Yellow,Decorated Bracelet,O'Speltrohn,Bar,Type 32,Blue,Wizard Hat TP,,Magic Staff T7,Wizard's Robe TP,Big Chain Necklace,Eyebrow Large Ring,Bands Ring,
399,Ilmeresh #399,210,1017.8070285943725,,10,Cyan,,Denchanteus,Ear Plug,Type 34,Black,Wizard Hat MWAB,,Loviumms Potion,Wizard's Robe MWAB,Spike Necklace,,Ring,
4252,Ilmeresh #4252,211,1017.5587431321779,,7,Yellow,,Pergamenk,Bolt,Type 09,White,,,Spellbook Blue Diamond,Wizard's Robe DGP,,,,
4113,Ilmeresh #4113,212,1016.1732127830574,,9,Magenta,,Turquenthal,Tusk,Type 29,Blue,Wizard Hat BMM,,Magic Staff T4,Wizard's Robe BMM,S Shaped Necklace,,,
3789,Ilmeresh #3789,213,1015.620680254749,,12,Pink,Bracelet,Pergamenk,Bolt,Type 40,Blonde,Wizard Hat BY,,Magic Staff T7,Wizard's Robe BY,Necklace,Ring Tooth Piercing,Decorated Ring,
7777,Ilmeresh #7777,214,1015.2740308562361,,10,Cyan,Bands Bracelet,Turquenthal,,Type 35,Black,Wizard Hat BMM,,Magic Staff T7,Wizard's Robe BMM,Bands Necklace,,Ring,
6327,Ilmeresh #6327,215,1014.8666152097226,,9,Red,,Turquenthal,,Type 37,Pink,Wizard Hat BMM,,Magic Staff T1,Wizard's Robe BMM,,Ball Tooth Piercing,Ring,
6339,Ilmeresh #6339,216,1014.1849985930371,,9,Cyan,,Turquenthal,,Type 27,Black,Wizard Hat BMM,,Magic Staff T1,Wizard's Robe BMM,Chain Necklace,,Bands Ring,
4630,Ilmeresh #4630,217,1013.5126002759273,,10,Cyan,,Turquenthal,Circles,Type 30,Blonde,Wizard Hat BMM,,Magic Staff T1,Wizard's Robe BMM,Necklace,,Ring,
4671,Ilmeresh #4671,218,1007.8668291373053,,12,Orange,Bands Bracelet,Pergamenk,U Shaped,Type 37,Pink,Wizard Hat BY,,Magic Staff T8,Wizard's Robe BY,S Shaped Necklace,Circular Bearbell,Ring,
5624,Ilmeresh #5624,219,1007.5844531218784,,11,Dark Violet,Decorated Bracelet,Pergamenk,Bar,Type 37,Red,Wizard Hat SM,,Strengthiuss Potion,Wizard's Robe SM,Striped Necklace,,Decorated Ring,
3002,Ilmeresh #3002,220,1004.4035901590636,,9,Magenta,,O'Speltrohn,Moon,Type 29,Dark Violet,Wizard Hat TP,,Magic Staff T9,Wizard's Robe TP,Striped Necklace,,,
8551,Ilmeresh #8551,221,1003.0819453227422,,11,Magenta,Spike Bracelet,Pergamenk,Bolt,Type 35,Pink,Wizard Hat DGP,,Magic Staff T2,Wizard's Robe DGP,Chain Necklace,,Wavy Ring,
5894,Ilmeresh #5894,222,1000.2210421297257,,11,Dark Violet,Bracelet,Armezeen,Tusk,Type 37,Pink,Wizard Hat LBO,,Poisonorum Potion,Wizard's Robe LBO,Bands Necklace,,Ring,
9026,Ilmeresh #9026,223,997.7101871609502,,9,Yellow,,O'Speltrohn,,Type 31,Blonde,Wizard Hat DTMP,,Magic Staff T6,Wizard's Robe DTMP,Chain Necklace,Ball Tongue Piercing,,
2320,Ilmeresh #2320,224,997.4435945869386,,12,Pink,Decorated Bracelet,Tezewand,Rhombus,Type 29,Brown,Wizard Hat YMM,,Magic Staff T6,Wizard's Robe YMM,Necklace,Circular Bearbell,Ring,
8936,Ilmeresh #8936,225,996.4347378646067,,11,Yellow,Spike Bracelet,Denchanteus,,Type 28,Red,Wizard Hat MWAB,,Magic Staff T1,Wizard's Robe MWAB,Wavy Necklace,Triple Eyebrow Ring,Spike Ring,
9340,Ilmeresh #9340,226,995.0433883894007,,11,Turquoise,Decorated Bracelet,Tezewand,,Type 28,Black,Wizard Hat YMM,,Magic Staff T2,Wizard's Robe YMM,Spike Necklace,Ring Tooth Piercing,Spike Ring,
1609,Ilmeresh #1609,227,992.0590261214544,,12,Dark Orange,Bands Bracelet,Tezewand,Earring,Type 35,White,Wizard Hat YMM,,Magic Staff T7,Wizard's Robe YMM,Bands Necklace,Upper Lip Piercing,Bands Ring,
8867,Ilmeresh #8867,228,987.1472006300298,,10,Cyan,Decorated Bracelet,O'Speltrohn,Ear Plug,Type 23,Green,,,Spellbook Blue Diamond,Wizard's Robe PG,Bands Necklace,Circular Bearbell,,
9276,Ilmeresh #9276,229,982.5198162116885,,10,Yellow,,Pergamenk,Moon,Type 32,Black,Wizard Hat DGP,,Magic Staff T7,Wizard's Robe DGP,Spike Necklace,Ball Tooth Piercing,,
9703,Ilmeresh #9703,230,981.8863541843732,,11,Yellow,Spike Bracelet,Denchanteus,Moon,Type 30,Red,Wizard Hat RMB,,Magic Staff T4,Wizard's Robe RMB,,Eyebrow Ring,Ring,
5918,Ilmeresh #5918,231,981.8494399573243,,11,Dark Violet,Decorated Bracelet,Armezeen,Circles,Type 32,Black,Wizard Hat LBO,,Loviumms Potion,Wizard's Robe LBO,Wavy Necklace,Lower Lip Piercing,,
1702,Ilmeresh #1702,232,981.5953272343245,,11,Magenta,Bands Bracelet,Denchanteus,Bolt,Type 40,Light Blue,Wizard Hat MWAB,,Magic Staff T2,Wizard's Robe MWAB,Bands Necklace,,Bands Ring,
6208,Ilmeresh #6208,233,979.1756311523967,,10,Blue,,Armezeen,Moon,Type 34,Blue,Wizard Hat LBO,,Magic Staff T8,Wizard's Robe LBO,Chain Necklace,,Decorated Ring,
9274,Ilmeresh #9274,234,978.6483684901269,,11,Yellow,Decorated Bracelet,Armezeen,Bar,Type 30,Green,Wizard Hat LBO,,Loviumms Potion,Wizard's Robe LBO,S Shaped Necklace,,Spike Ring,
3651,Ilmeresh #3651,235,976.4429575239944,,12,Cyan,Bands Bracelet,O'Speltrohn,U Shaped,Type 28,Black,Wizard Hat PG,,Strengthiuss Potion,Wizard's Robe PG,Necklace,Eyebrow Ring,Ring,
6609,Ilmeresh #6609,236,975.1893448569678,,10,Red,,Tezewand,Earring,Type 30,Red,Wizard Hat YMM,,Loviumms Potion,Wizard's Robe YMM,Double Sphere Necklace,Ball Tooth Piercing,,
8656,Ilmeresh #8656,237,974.0351017121397,,11,Yellow,Spike Bracelet,Tezewand,,Type 34,Green,Wizard Hat MC,,Magic Staff T3,Wizard's Robe MC,Spike Necklace,Lower Lip Piercing,Ring,
6928,Ilmeresh #6928,238,970.9800867405761,,9,Fuchsia,,Armezeen,Moon,Type 05,Dark Violet,,,Strengthiuss Potion,Wizard's Robe DBMB,Big Chain Necklace,,Ring,
8957,Ilmeresh #8957,239,970.9415268297903,,10,Light Blue,Decorated Bracelet,O'Speltrohn,Star,Type 34,Blonde,Wizard Hat PG,,Magic Staff T4,Wizard's Robe PG,Bands Necklace,,,
8463,Ilmeresh #8463,240,970.4206317893326,,10,Cyan,Spike Bracelet,Tezewand,Chain,Type 39,Orange,Wizard Hat MC,,Poisonorum Potion,Wizard's Robe MC,,Circular Bearbell Tongue Piercing,,
342,Ilmeresh #342,241,969.4697976319311,,12,Magenta,Spike Bracelet,Pergamenk,Earring,Type 37,Orange,Wizard Hat DGP,,Magic Staff T5,Wizard's Robe DGP,S Shaped Necklace,Ball Tongue Piercing,Decorated Ring,
4064,Ilmeresh #4064,242,969.2494263145924,,11,Dark Violet,Wavy Bracelet,O'Speltrohn,Ear Plug,Type 40,Pink,Wizard Hat PG,,Magic Staff T6,Wizard's Robe PG,Big Chain Necklace,,Bands Ring,
6958,Ilmeresh #6958,243,968.4318595210906,,12,Dark Orange,Spike Bracelet,O'Speltrohn,Ear Plug,Type 30,White,Wizard Hat PG,,Magic Staff T2,Wizard's Robe PG,Necklace,Lower Lip Piercing,Bands Ring,
2012,Ilmeresh #2012,244,968.4229852305763,,10,Red,Decorated Bracelet,Turquenthal,,Type 36,Pink,Wizard Hat MAYE,,Magic Staff T6,Wizard's Robe MAYE,Wavy Necklace,,Spike Ring,
1967,Ilmeresh #1967,245,968.0844615520905,,10,Orange,Bracelet,Armezeen,Earring,Type 26,Red,,,Spellbook Blue Diamond,Wizard's Robe LBO,Bands Necklace,Triple Eyebrow Ring,,
9374,Ilmeresh #9374,246,964.3914133120948,,11,Magenta,Bands Bracelet,Armezeen,Star,Type 34,Brown,Wizard Hat LBO,,Magic Staff T2,Wizard's Robe LBO,S Shaped Necklace,,Ring,
8160,Ilmeresh #8160,247,963.5857448311059,,11,Yellow,,O'Speltrohn,Bar,Type 39,Brown,Wizard Hat TP,,Strengthiuss Potion,Wizard's Robe TP,Wavy Necklace,Lower Lip Piercing,Decorated Ring,
