ID,Name,Rank,Rarity_Score,Attributes,arm,armor,backdrop,class,headdress,katana,skin
2719,Diplomat #2719,208,291.0633487374,7,Hammer Black,Blue Cloak,Blue Stripe,Statesman,Claw Tooth,Mizuchi,Nekrit
1051,Diplomat #1051,209,290.87,7,Vee Firm,Gold Crock,Purple Portal,Royal,Lilac Amaterasu,Teke Teke,Human Tan
910,Diplomat #910,210,289.355,7,Forespike,Naucloth,Steel Portal,Royal,Lilac Amaterasu,Ningen,Redborn
1479,Diplomat #1479,211,289.355,7,Glo Grip,Opal Crest,Pink Wave,Royal,Shogunata Ice,Kudan,Redborn
5,Diplomat #5,212,289.016242236,7,Diodot,Strapped Vest,Pink Wave,Royal,Aero Amaterasu,Waira,Tiger Born
3247,Diplomat #3247,213,288.5975,7,Corsaira Jade,Poor Man Armor,Grey Wave,Royal,Ice Amaterasu,Ogama,Human Tan
3672,Diplomat #3672,213,288.5975,7,Vee Firm,Poor Man Armor,Grey Wave,Royal,Shogunata Rays,Hihi,Human Tan
805,Diplomat #805,215,287.84,7,Forespike,Strapped Vest,Gold Portal,Royal,Gui Amaterasu,Ningen,Human Light
2536,Diplomat #2536,216,285.228742236,7,Diodot,The Zoot,Grey Wave,Royal,Ice Amaterasu,Teke Teke,Tiger Born
1142,Diplomat #1142,217,284.81,7,Glo Grip,Blue Cloak,Pink Wave,Royal,Prisi Mask,Ubume,Human Tan
1237,Diplomat #1237,217,284.81,7,Vee Firm,Doxx Cloth,Blue Wave,Royal,Shogunata Face,Samebito,Human Tan
1505,Diplomat #1505,217,284.81,7,Forespike,Steelknit,Pink Wave,Royal,Shogunata Rays,Kudan,Human Tan
1668,Diplomat #1668,217,284.81,7,Vee Firm,Steelknit,Blue Wave,Royal,Quadnik,Amikiri,Human Tan
3331,Diplomat #3331,217,284.81,7,Vee Firm,Imitation McFly,Pink Wave,Royal,Oval Bead,Kechibi,Human Light
3367,Diplomat #3367,217,284.81,7,Glo Grip,Jettison Jacket,Purple Portal,Royal,Sho Amaterasu,Hihi,Redborn
3846,Diplomat #3846,217,284.81,7,Vee Firm,Jettison Jacket,Pink Wave,Royal,Dynastro,Ubume,Human Dark
4499,Diplomat #4499,217,284.81,7,Corsaira Jade,Steelknit,Steel Portal,Royal,Ice Amaterasu,Mizuchi,Human Light
47,Diplomat #47,225,283.5114285714,7,Novice Guard,Blue Cloak,Blue Wave,Royal,Horn Mount,Oni,Tiger Born
999,Diplomat #999,225,283.5114285714,7,Corsaira Jade,Doxx Cloth,Gold Portal,Royal,Sho Amaterasu,Anmo,Human Dark
3506,Diplomat #3506,227,283.1479395604,7,Novice Guard,Jettison Jacket,Red Stripe,Statesman,Shogunata Teeth,Tsukuyomi,Tiger Born
2630,Diplomat #2630,228,281.78,7,Green Spirit,Racer Wear,Purple Portal,Royal,Claw Tooth,Tsukuyomi,Blueborn
2068,Diplomat #2068,229,281.6811956522,7,Opal Steel,Blue Cloak,Blue Wave,Royal,Shogunata Teeth,Kechibi,Human Dark
953,Diplomat #953,230,281.6188246536,7,Diodot,Naucloth,HiDef,Statesman,Face Guard,Keneo,Spotted Skin
2773,Diplomat #2773,231,281.441242236,7,Diodot,Naucloth,Grey Wave,Royal,Lilac Amaterasu,Teke Teke,Tiger Born
3686,Diplomat #3686,232,281.2248136646,7,Diodot,Emerald Crock,Blue Portal,Royal,Claw Tooth,Issie,Human Dark
3017,Diplomat #3017,233,281.2005877483,7,Opal Pad,Ragged Wear,Gold Portal,Royal,Claw Tooth,Gashadokuru,Human Dark
3802,Diplomat #3802,234,281.0225,7,Vee Firm,The Zoot,Pink Wave,Royal,Gui Amaterasu,Oni,Redborn
1361,Diplomat #1361,235,281.0225,7,Forespike,Poor Man Armor,Grey Wave,Royal,Quadnik,Mononoke,Human Light
2870,Diplomat #2870,235,281.0225,7,Corsaira Jade,Vanguard Lite,Blue Wave,Royal,Shogunata Teeth,Issie,Human Dark
1819,Diplomat #1819,237,280.659010989,7,Bishop Steel,Naucloth,Dark Wave,Statesman,Claw Tooth,Keneo,Human Light
1877,Diplomat #1877,238,279.2418831169,7,Green Spirit,Athletica,Grey Wave,Royal,Sho Amaterasu,Ubume,Tiger Born
2119,Diplomat #2119,239,278.9664285714,7,Bishop Steel,Vanguard Lite,Steel Portal,Royal,Sho Amaterasu,Issie,Tiger Born
2645,Diplomat #2645,240,276.114010989,7,Shimonti Spike,Imitation McFly,HiDef,Statesman,Quadnik,Shinigami,Spotted Skin
2733,Diplomat #2733,241,268.5547773088,7,Foreguard,Steelknit,Gold Portal,Statesman,Bronze Crown,Amikiri,Tiger Born
4468,Diplomat #4468,242,267.2994655345,7,Corsaira Jade,Athletica,Steel Portal,Statesman,Sho Amaterasu,Waira,Human Tan
1125,Diplomat #1125,243,267.024010989,7,Corsaira Jade,Steelknit,Gold Portal,Statesman,Shogunata Teal,Waira,Human Dark
1244,Diplomat #1244,244,267.024010989,7,Forespike,Vanguard Lite,Blue Portal,Statesman,Shogunata Face,Mononoke,Human Tan
2177,Diplomat #2177,245,266.8233487374,7,Bowser Spike,Ragged Wear,Uno Explosion,Statesman,Elite Visor,Amikiri,Vulcani
3834,Diplomat #3834,246,266.266510989,7,Vee Firm,Opal Crest,Blue Portal,Statesman,Shogunata Teeth,Tanuki,Nekrit
770,Diplomat #770,247,265.7254395604,7,Vee Firm,Imitation McFly,Blue Wave,Statesman,Bronze Crown,Anmo,Human Light
1680,Diplomat #1680,248,265.3083487374,7,Opal Pad,Doxx Cloth,Gold Stripe,Statesman,Claw Tooth,Uwan,Human Dark
3690,Diplomat #3690,249,264.2104395604,7,Green Spirit,Rich Kid Punk,Blue Wave,Statesman,Sho Amaterasu,Kechibi,Tiger Born
997,Diplomat #997,250,263.236510989,7,Corsaira Jade,McFly Red,Gold Portal,Statesman,Shogunata Teeth,Ubume,Human Light
562,Diplomat #562,251,262.479010989,7,Shimonti Spike,McFly Black,Grey Wave,Statesman,Claw Tooth,Enenra,Nekrit
536,Diplomat #536,252,260.9797773088,7,Corsaira Blue,Steelknit,Blue Wave,Statesman,Bronze Crown,Waira,Tiger Born
4272,Diplomat #4272,253,260.964010989,7,Ex Firm,Steelknit,Red Wave,Statesman,Horn Mount,Ubume,Woodborn
623,Diplomat #623,254,260.7633487374,7,Corsaira Blue,Naucloth,Uno Explosion,Statesman,Quadnik,Keneo,Vulcani
527,Diplomat #527,255,259.449010989,7,Vee Firm,Imitation McFly,Grey Wave,Statesman,Bronze Crown,Waira,Redborn
4362,Diplomat #4362,256,259.4129395604,7,D'orki Spike,Poor Man Armor,Gold Portal,Statesman,Shogunata Face,Shinigami,Tiger Born
463,Diplomat #463,257,258.691510989,7,Vee Firm,Poor Man Armor,Blue Wave,Statesman,Bronze Crown,Teke Teke,Human Dark
345,Diplomat #345,258,257.934010989,7,Imitation Opal,Gold Crock,Grey Wave,Statesman,Claw Tooth,Jami,Human Light
3541,Diplomat #3541,258,257.934010989,7,Green Spirit,Sentinel Vest,Gold Portal,Statesman,Claw Tooth,Mizuchi,Redborn
2814,Diplomat #2814,260,257.3929395604,7,Green Spirit,The Zoot,Blue Wave,Statesman,Shogunata Rays,Waira,Tiger Born
1573,Diplomat #1573,261,257.176510989,7,Ex Firm,Ragged Wear,Blue Wave,Statesman,Shogunata Teeth,Mizuchi,Spotted Skin
1875,Diplomat #1875,262,256.4347773088,7,Copper Top,Doxx Cloth,HiDef,Statesman,Dynastro,Anmo,Vulcani
970,Diplomat #970,263,255.1204395604,7,Novice Guard,Sentinel Vest,Uno Explosion,Statesman,Dark Amaterasu,Anmo,Tarborn
1720,Diplomat #1720,264,254.904010989,7,Ferret Grip,Naucloth,Steel Portal,Statesman,Shogunata Rays,Iyaya,Stoneborn
1973,Diplomat #1973,265,253.1883487374,7,Opal Pad,Blue Cloak,White Stripe,Statesman,Oval Bead,Keneo,Stoneborn
1852,Diplomat #1852,266,252.379010989,7,D'orki Spike,Sentinel Vest,Uno Explosion,Statesman,Sho Amaterasu,Jami,Dragon Scale
4331,Diplomat #4331,267,251.874010989,7,Bishop Steel,Sentinel Vest,Uno Explosion,Statesman,Aero Amaterasu,Tsukuyomi,Tarborn
261,Diplomat #261,268,251.6733487374,7,Opal Pad,Imitation McFly,Blue Wave,Statesman,Claw Tooth,Shinigami,Human Light
4145,Diplomat #4145,269,251.6733487374,7,Corsaira Blue,Strapped Vest,Blue Portal,Statesman,Claw Tooth,Ubume,Human Dark
1622,Diplomat #1622,270,250.5754395604,7,Imitation Opal,Imitation McFly,Purple Portal,Statesman,Lilac Amaterasu,Amikiri,Tiger Born
2997,Diplomat #2997,271,250.5613246536,7,Diodot,The Zoot,Blue Portal,Statesman,Claw Tooth,Jami,Redborn
2084,Diplomat #2084,272,248.6433487374,7,Copper Top,Imitation McFly,Pink Wave,Statesman,Claw Tooth,Ubume,Redborn
1985,Diplomat #1985,273,248.086510989,7,Corsaira Jade,Jettison Jacket,Purple Portal,Statesman,Shogunata Teeth,Waira,Human Dark
4478,Diplomat #4478,273,248.086510989,7,Glo Grip,Poor Man Armor,Grey Wave,Statesman,Shogunata Face,Waira,Human Light
3544,Diplomat #3544,275,247.6911327825,7,Lilac Firm,Gold Crock,White Stripe,Statesman,Orivac Emerald,Genbu,Human Tan
2805,Diplomat #2805,276,245.6133487374,7,Hammer Top,McFly Red,HiDef,Statesman,Copper Amaterasu,Waira,Tarborn
306,Diplomat #306,277,245.056510989,7,Orion Steel,Poor Man Armor,Blue Wave,Statesman,Claw Tooth,Ogama,Redborn
3906,Diplomat #3906,278,244.6071896468,7,Diodot,Athletica,Black Portal,Statesman,Face Guard,Ho-o,Stoneborn
1373,Diplomat #1373,279,244.3738032828,7,Foreguard,Athletica,Steel Portal,Statesman,Ovenbug,Iyaya,Stoneborn
4023,Diplomat #4023,280,244.299010989,7,Forespike,Poor Man Armor,Pink Wave,Statesman,Shogunata Teeth,Waira,Human Tan
797,Diplomat #797,281,244.299010989,7,Bishop Steel,McFly Red,Purple Portal,Statesman,Claw Tooth,Ho-o,Human Tan
270,Diplomat #270,282,244.0983487374,7,Corsaira Blue,Ragged Wear,White Stripe,Statesman,Yellow Rays,Issie,Woodborn
17,Diplomat #17,283,244.0983487374,7,Bowser Spike,Steelknit,Grey Wave,Statesman,Claw Tooth,Uwan,Human Dark
1571,Diplomat #1571,284,244.0316580478,7,Lilac Firm,Gold Crock,Blue Wave,Statesman,Face Guard,Ogama,Dragon Scale
4104,Diplomat #4104,285,242.784010989,7,Green Spirit,Opal Crest,Blue Portal,Statesman,Claw Tooth,Teke Teke,Nekrit
3233,Diplomat #3233,286,242.5166580478,7,Lilac Firm,Imitation McFly,Grey Wave,Statesman,Orivac Blue,Teke Teke,Human Dark
3083,Diplomat #3083,287,241.8569214368,7,Ex Firm,McFly Black,Black Portal,Statesman,Oval Bead,Hihi,Blueborn
4426,Diplomat #4426,288,241.8258487374,7,Opal Pad,Poor Man Armor,Dark Wave,Statesman,Prisi Mask,Amikiri,Stoneborn
293,Diplomat #293,289,241.0016580478,7,Lilac Firm,Opal Crest,Blue Stripe,Statesman,Horn Mount,Iyaya,Human Light
1170,Diplomat #1170,290,240.7735606222,7,Opal Pad,Emerald Crock,Uno Explosion,Magnate,Dynastro,Enenra,Nekrit
2632,Diplomat #2632,291,239.754010989,7,Ex Firm,Naucloth,Blue Stripe,Statesman,Horn Mount,Samebito,Redborn
699,Diplomat #699,292,238.239010989,7,Iron Pad,Vanguard Lite,Green Stripe,Statesman,Elite Visor,Ubume,Stoneborn
4304,Diplomat #4304,293,238.0442931207,7,Gold Grip,Athletica,Blue Wave,Statesman,Face Guard,Iyaya,Stoneborn
588,Diplomat #588,294,237.9716580478,7,Lilac Firm,McFly Black,Blue Stripe,Statesman,Aero Amaterasu,Shinigami,Redborn
1229,Diplomat #1229,294,237.9716580478,7,Lilac Firm,Strapped Vest,Pink Wave,Statesman,Oval Bead,Oni,Vulcani
2951,Diplomat #2951,296,237.9442228739,7,Orion Steel,Ragged Wear,HiDef,Magnate,Oval Bead,Iyaya,Human Dark
3733,Diplomat #3733,296,237.9442228739,7,Shimonti Spike,Vanguard Lite,HiDef,Magnate,Sho Amaterasu,Hihi,Woodborn
331,Diplomat #331,298,237.860260989,7,Ex Firm,McFly Black,Pink Wave,Statesman,Shogunata Rays,Gashadokuru,Dragon Scale
2527,Diplomat #2527,299,237.6838246536,7,Diodot,Naucloth,White Stripe,Statesman,Orivac Blue,Oni,Redborn
4205,Diplomat #4205,300,236.9404395604,7,Green Spirit,Naucloth,Red Stripe,Statesman,Orivac Blue,Anmo,Blueborn
1530,Diplomat #1530,301,236.7988032828,7,Oculeper,Athletica,Gold Portal,Statesman,Orivac Blue,Mizuchi,Woodborn
2085,Diplomat #2085,302,236.724010989,7,Bishop Steel,Sentinel Vest,Dark Wave,Statesman,Ice Amaterasu,Ubume,Spotted Skin
3223,Diplomat #3223,302,236.724010989,7,Novice Guard,Opal Crest,Grey Wave,Statesman,Claw Tooth,Enenra,Human Light
3967,Diplomat #3967,304,235.541978022,7,Ragnarake,Vanguard Lite,Blue Stripe,Statesman,Orivac Blue,Anmo,Human Dark
2459,Diplomat #2459,305,234.9142228739,7,Iron Pad,Poor Man Armor,HiDef,Magnate,Shogunata Teeth,Kudan,Spotted Skin
3293,Diplomat #3293,306,234.9142228739,7,Orion Steel,Steelknit,Uno Explosion,Magnate,Visor Amaterasu,Mizuchi,Dragon Scale
3325,Diplomat #3325,306,234.9142228739,7,Novice Guard,Jettison Jacket,Uno Explosion,Magnate,Aero Amaterasu,Ogama,Woodborn
4066,Diplomat #4066,308,233.9104395604,7,Shimonti Spike,Blue Cloak,Red Stripe,Statesman,Orivac Blue,Anmo,Blueborn
3813,Diplomat #3813,309,232.936510989,7,Novice Guard,Poor Man Armor,Grey Wave,Statesman,Claw Tooth,Issie,Human Tan
3324,Diplomat #3324,310,232.7358487374,7,Malven Steel,The Zoot,Blue Wave,Statesman,Claw Tooth,Waira,Human Dark
3622,Diplomat #3622,311,232.4995684956,7,Lilac Firm,Emerald Crock,Black Portal,Statesman,Shogunata Teal,Ubume,Redborn
2774,Diplomat #2774,312,232.2538032828,7,Oculeper,Athletica,Blue Stripe,Statesman,Orivac Blue,Kudan,Human Light
1055,Diplomat #1055,313,232.179010989,7,Ex Firm,Naucloth,Gold Portal,Statesman,Visor Amaterasu,Ubume,Woodborn
3252,Diplomat #3252,313,232.179010989,7,Ex Firm,Doxx Cloth,Gold Portal,Statesman,Elite Visor,Uwan,Dragon Scale
2209,Diplomat #2209,315,231.9116580478,7,Lilac Firm,Gold Crock,White Stripe,Statesman,Oval Bead,Waira,Human Tan
1694,Diplomat #1694,316,231.1267228739,7,Iron Pad,Imitation McFly,Uno Explosion,Magnate,Shogunata Teeth,Iyaya,Tarborn
949,Diplomat #949,317,230.664010989,7,Bishop Steel,McFly Black,Dark Wave,Statesman,Lilac Amaterasu,Shinigami,Stoneborn
203,Diplomat #203,318,230.4633487374,7,Bowser Spike,Imitation McFly,Red Wave,Statesman,Face Guard,Jami,Spotted Skin
262,Diplomat #262,319,230.4633487374,7,Hammer Top,Gold Crock,Grey Wave,Statesman,Orivac Blue,Samebito,Blueborn
651,Diplomat #651,320,229.2238032828,7,Malven Steel,Athletica,Grey Wave,Statesman,Copper Amaterasu,Issie,Stoneborn
3763,Diplomat #3763,321,228.8692791991,7,Diodot,Athletica,Red Stripe,Statesman,Gui Amaterasu,Tsukuyomi,Spotted Skin
3087,Diplomat #3087,322,228.6079395604,7,Imitation Opal,Poor Man Armor,Blue Portal,Statesman,Claw Tooth,Anmo,Human Tan
4240,Diplomat #4240,323,227.3392228739,7,Iron Pad,Imitation McFly,HiDef,Magnate,Horn Mount,Teke Teke,Tarborn
712,Diplomat #712,324,225.9407613354,7,Ragnarake,Rich Kid Punk,HiDef,Magnate,Quadnik,Samebito,Redborn
3144,Diplomat #3144,325,224.604010989,7,Green Spirit,Blue Cloak,Grey Wave,Statesman,Claw Tooth,Waira,Human Dark
4159,Diplomat #4159,326,224.4257613354,7,Ragnarake,Opal Crest,Uno Explosion,Magnate,Dynastro,Issie,Nekrit
2917,Diplomat #2917,327,224.4033487374,7,White Guard,Strapped Vest,Grey Wave,Statesman,Ice Amaterasu,Oni,Stoneborn
2174,Diplomat #2174,328,224.0488246536,7,Diodot,Imitation McFly,White Stripe,Statesman,Gui Amaterasu,Samebito,Spotted Skin
3919,Diplomat #3919,329,223.5488961714,7,Oculeper,Poor Man Armor,Black Portal,Statesman,Visor Amaterasu,Genbu,Spotted Skin
4518,Diplomat #4518,330,223.1271899069,7,Ragnarake,Emerald Crock,Uno Explosion,Magnate,Gui Amaterasu,Anmo,Redborn
2092,Diplomat #2092,331,223.089010989,7,Novice Guard,Strapped Vest,Dark Wave,Statesman,Dynastro,Tsukuyomi,Spotted Skin
3172,Diplomat #3172,331,223.089010989,7,Imitation Opal,Doxx Cloth,Red Stripe,Statesman,Horn Mount,Tanuki,Spotted Skin
3788,Diplomat #3788,333,222.8883487374,7,Bowser Spike,Doxx Cloth,Gold Stripe,Statesman,Copper Amaterasu,Shinigami,Spotted Skin
190,Diplomat #190,334,222.8216580478,7,Lilac Firm,Opal Crest,Blue Portal,Statesman,Dynastro,Amikiri,Dragon Scale
1576,Diplomat #1576,335,222.1308487374,7,Copper Top,The Zoot,Red Wave,Statesman,Gui Amaterasu,Shinigami,Spotted Skin
3062,Diplomat #3062,336,221.574010989,7,Bishop Steel,Steelknit,Steel Portal,Statesman,Claw Tooth,Waira,Human Tan
3374,Diplomat #3374,337,221.574010989,7,Shimonti Spike,Gold Crock,Red Stripe,Statesman,Prisi Mask,Enenra,Vulcani
66,Diplomat #66,338,221.3957613354,7,Ragnarake,McFly Black,HiDef,Magnate,Copper Amaterasu,Oni,Human Dark
3758,Diplomat #3758,339,221.3733487374,7,Copper Top,Sentinel Vest,Red Stripe,Statesman,Copper Amaterasu,Mononoke,Tarborn
2731,Diplomat #2731,340,221.0785606222,7,Malven Steel,Naucloth,HiDef,Magnate,Visor Amaterasu,Oni,Redborn
967,Diplomat #967,341,220.8778983706,7,Oculeper,Rich Kid Punk,HiDef,Magnate,Orivac Emerald,Ogama,Redborn
84,Diplomat #84,342,220.059010989,7,Ex Firm,Doxx Cloth,White Stripe,Statesman,Shogunata Face,Ho-o,Human Dark
3830,Diplomat #3830,342,220.059010989,7,Ex Firm,Blue Cloak,White Stripe,Statesman,Oval Bead,Kudan,Human Tan
394,Diplomat #394,344,220.0008184956,7,Lilac Firm,Strapped Vest,Black Portal,Statesman,Quadnik,Gashadokuru,Human Dark
2694,Diplomat #2694,345,219.7642228739,7,Bishop Steel,Strapped Vest,Uno Explosion,Magnate,Lilac Amaterasu,Kudan,Dragon Scale
3821,Diplomat #3821,346,219.5635606222,7,Copper Top,Strapped Vest,HiDef,Magnate,Face Guard,Jami,Nekrit
933,Diplomat #933,347,219.2090365385,7,Diodot,Vanguard Lite,HiDef,Magnate,Shogunata Rays,Jami,Redborn
2469,Diplomat #2469,348,218.3657613354,7,Ragnarake,Opal Crest,Uno Explosion,Magnate,Prisi Mask,Ho-o,Redborn
3063,Diplomat #3063,349,217.4917228739,7,Orion Steel,Poor Man Armor,Uno Explosion,Magnate,Quadnik,Iyaya,Redborn
234,Diplomat #234,350,217.029010989,7,Ex Firm,Strapped Vest,Grey Wave,Statesman,Shogunata Face,Mononoke,Woodborn
753,Diplomat #753,350,217.029010989,7,Ex Firm,Imitation McFly,Blue Portal,Statesman,Shogunata Teal,Waira,Woodborn
3893,Diplomat #3893,352,217.029010989,7,Ex Firm,Sentinel Vest,Steel Portal,Statesman,Elite Visor,Issie,Redborn
1607,Diplomat #1607,353,216.8283487374,7,Corsaira Blue,Imitation McFly,Steel Portal,Statesman,Visor Amaterasu,Hihi,Stoneborn
3522,Diplomat #3522,354,216.6276864857,7,Opal Pad,Opal Crest,Steel Portal,Statesman,Orivac Emerald,Ningen,Stoneborn
1317,Diplomat #1317,355,215.7304395604,7,Ex Firm,Imitation McFly,Red Stripe,Statesman,Sho Amaterasu,Anmo,Redborn
3073,Diplomat #3073,356,215.514010989,7,Ferret Grip,Rich Kid Punk,White Stripe,Statesman,Prisi Mask,Waira,Vulcani
544,Diplomat #544,357,215.514010989,7,Iron Pad,Jettison Jacket,Gold Stripe,Statesman,Visor Amaterasu,Oni,Stoneborn
230,Diplomat #230,358,215.514010989,7,Imitation Opal,Strapped Vest,Red Stripe,Statesman,Aero Amaterasu,Waira,Spotted Skin
1577,Diplomat #1577,358,215.514010989,7,Ex Firm,McFly Red,White Stripe,Statesman,Sho Amaterasu,Tsukuyomi,Human Tan
4325,Diplomat #4325,358,215.514010989,7,Bishop Steel,Naucloth,Blue Stripe,Statesman,Quadnik,Waira,Spotted Skin
1380,Diplomat #1380,361,215.3192950341,7,Lilac Firm,Rich Kid Punk,Blue Stripe,Statesman,Shogunata Teeth,Genbu,Human Tan
1269,Diplomat #1269,362,215.3133487374,7,Corsaira Blue,Emerald Crock,Blue Wave,Statesman,Face Guard,Waira,Stoneborn
1139,Diplomat #1139,363,215.3133487374,7,White Guard,McFly Black,Dark Wave,Statesman,Quadnik,Keneo,Woodborn
3193,Diplomat #3193,364,215.2466580478,7,Lilac Firm,Imitation McFly,Gold Portal,Statesman,Horn Mount,Waira,Vulcani
3784,Diplomat #3784,364,215.2466580478,7,Lilac Firm,Steelknit,Green Stripe,Statesman,Shogunata Rays,Waira,Redborn
4337,Diplomat #4337,364,215.2466580478,7,Lilac Firm,Vanguard Lite,Steel Portal,Statesman,Prisi Mask,Ningen,Blueborn
1826,Diplomat #1826,367,215.135260989,7,Orion Steel,Doxx Cloth,Purple Portal,Statesman,Ovenbug,Gashadokuru,Stoneborn
714,Diplomat #714,368,214.8748443563,7,Opal Pad,Imitation McFly,HiDef,Harvester,Yellow Rays,Mizuchi,Human Tan
1008,Diplomat #1008,368,214.8748443563,7,Hammer Black,Doxx Cloth,HiDef,Harvester,Shogunata Teal,Shinigami,Human Light
3134,Diplomat #3134,368,214.8748443563,7,Hammer Top,Naucloth,Uno Explosion,Harvester,Horn Mount,Enenra,Human Dark
3460,Diplomat #3460,368,214.8748443563,7,White Guard,Vanguard Lite,Uno Explosion,Harvester,Copper Amaterasu,Jami,Human Dark
4171,Diplomat #4171,368,214.8748443563,7,Oculeper,McFly Red,Uno Explosion,Harvester,Dynastro,Keneo,Human Dark
4418,Diplomat #4418,373,214.7034598983,7,Ragnarake,Gold Crock,Black Portal,Statesman,Dark Amaterasu,Amikiri,Vulcani
2461,Diplomat #2461,374,214.4891580478,7,Lilac Firm,The Zoot,Blue Stripe,Statesman,Ovenbug,Uwan,Human Dark
2975,Diplomat #2975,374,214.4891580478,7,Lilac Firm,Poor Man Armor,Red Wave,Statesman,Horn Mount,Teke Teke,Human Tan
2974,Diplomat #2974,376,214.3906435942,7,Imitation Opal,Racer Wear,HiDef,Harvester,Copper Amaterasu,Genbu,Human Dark
3026,Diplomat #3026,377,214.1173443563,7,Malven Steel,Blue Cloak,HiDef,Harvester,Shogunata Teeth,Iyaya,Nekrit
34,Diplomat #34,378,213.4195987374,7,Corsaira Blue,McFly Red,Red Wave,Statesman,Shogunata Rays,Gashadokuru,Tarborn
877,Diplomat #877,379,213.241510989,7,Ex Firm,Blue Cloak,Pink Wave,Statesman,Shogunata Teeth,Enenra,Woodborn
2589,Diplomat #2589,380,213.0719214368,7,Green Spirit,Emerald Crock,Black Portal,Statesman,Shogunata Face,Mononoke,Spotted Skin
1738,Diplomat #1738,381,213.0408487374,7,Corsaira Blue,The Zoot,Purple Portal,Statesman,Ovenbug,Oni,Stoneborn
2807,Diplomat #2807,382,212.6005494506,7,Ragnarake,Imitation McFly,Dark Wave,Statesman,Dark Amaterasu,Issie,Woodborn
2920,Diplomat #2920,383,212.484010989,7,Ex Firm,Imitation McFly,Green Stripe,Statesman,Ovenbug,Waira,Human Tan
2874,Diplomat #2874,384,212.484010989,7,Ex Firm,Gold Crock,Grey Wave,Statesman,Dark Amaterasu,Ogama,Human Tan
4005,Diplomat #4005,385,212.2166580478,7,Lilac Firm,Doxx Cloth,Grey Wave,Statesman,Quadnik,Iyaya,Human Light
1776,Diplomat #1776,386,211.9196366501,7,Oculeper,Athletica,Uno Explosion,Harvester,Orivac Emerald,Kechibi,Human Dark
2450,Diplomat #2450,387,211.8323759822,7,Orion Steel,Athletica,Black Portal,Statesman,Gui Amaterasu,Teke Teke,Spotted Skin
18,Diplomat #18,388,211.474010989,7,D'orki Spike,Emerald Crock,Dark Wave,Statesman,Quadnik,Tanuki,Vulcani
663,Diplomat #663,389,211.0355066079,7,D'orki Spike,Sentinel Vest,HiDef,Harvester,Prisi Mask,Kudan,Human Light
3657,Diplomat #3657,390,210.9847773088,7,Opal Pad,Doxx Cloth,Red Wave,Statesman,Ice Amaterasu,Anmo,Woodborn
1179,Diplomat #1179,391,210.969010989,7,Imitation Opal,Racer Wear,Purple Portal,Statesman,Bronze Crown,Ogama,Stoneborn
1539,Diplomat #1539,392,210.7016580478,7,Lilac Firm,Steelknit,Blue Wave,Statesman,Gui Amaterasu,Tanuki,Dragon Scale
4340,Diplomat #4340,393,210.5305066079,7,Orion Steel,Rich Kid Punk,HiDef,Harvester,Aero Amaterasu,Teke Teke,Nekrit
4228,Diplomat #4228,394,210.4988385752,7,Gold Grip,Racer Wear,Blue Stripe,Statesman,Bronze Crown,Tanuki,Dragon Scale
3963,Diplomat #3963,395,210.2841479753,7,Corsaira Red,Opal Crest,Purple Portal,Statesman,Dark Amaterasu,Genbu,Stoneborn
1697,Diplomat #1697,396,209.786978022,7,Ragnarake,Steelknit,Purple Portal,Statesman,Orivac Blue,Anmo,Blueborn
2802,Diplomat #2802,397,209.454010989,7,Orion Steel,McFly Black,Gold Portal,Statesman,Dynastro,Ubume,Stoneborn
4006,Diplomat #4006,397,209.454010989,7,Iron Pad,McFly Red,Steel Portal,Statesman,Shogunata Ice,Samebito,Stoneborn
1917,Diplomat #1917,399,209.454010989,7,Green Spirit,Emerald Crock,Dark Wave,Statesman,Face Guard,Ho-o,Woodborn
987,Diplomat #987,400,209.2533487374,7,Corsaira Blue,Opal Crest,Grey Wave,Statesman,Shogunata Rays,Tsukuyomi,Stoneborn
2779,Diplomat #2779,401,209.2533487374,7,Oculeper,McFly Red,Blue Wave,Statesman,Lilac Amaterasu,Iyaya,Spotted Skin
2846,Diplomat #2846,402,209.0155066079,7,Corsaira Red,Emerald Crock,HiDef,Harvester,Sho Amaterasu,Enenra,Human Tan
2756,Diplomat #2756,403,208.7691479753,7,Iron Pad,Gold Crock,Pink Wave,Statesman,Shogunata Ice,Genbu,Spotted Skin
2244,Diplomat #2244,404,208.5453341941,7,Gold Grip,Steelknit,HiDef,Harvester,Elite Visor,Hihi,Human Tan
