ID,Name,Rank,Rarity_Score,Arms,Attributes,Background,Bandana,Eyes,Grill,Head,Nose,Skin,Torso,Tribe,Wings
10,Flux #10,154,358.4430272737,420,11,Orange Kush,Cheetah Gang,Scanner,Purps,Buck Teeth,Phat,Overcast,Baller,Trackside Tyrants,Mint Buff
301,Flux #301,155,356.2658013009,Cheetah,10,Sunny,none,Golden Mask,OG,Universal Banana,Phat,Overcast,Suede,Trackside Tyrants,Ocean Buff
331,Flux #331,156,352.0194894792,Lurkers,11,Tribal Minty Fresh,Cheetah Gang,3rd Eye Trust,Dope Grill,Marker,Tracks,Grape,Strong,Fatcap Fanatics,Damascus
108,Flux #108,157,351.9875782929,Golden Eggs,11,Tribal Green Goblin,Magneto,Laker,Berry,OG Bucket,Phat,Ocean Print,Panther Furrr,Future Primitives,Demigod
357,Flux #357,158,351.3573917474,none,10,Tribal Pinky Power,Crips,Woke,Drippy,Angel,Phat,Minty Fresh,Thug Life,Meta Maker,Level Up
7,Flux #7,159,351.0364747467,Fury,11,Khaki,Magneto,Golden Mask,Smile,Hardcore Fat,Phat,Leopard,Gold Tooth,Creative Creatures,Patchwork Golden
196,Flux #196,160,348.7227504364,Regulators,11,Khaki,Sunny Side,Glazed,Blueprint,Fluxing,Jr Bone,Overcast,Meta Clouds,Yesterdays Children,Mint Buff
164,Flux #164,161,348.6658708113,none,9,Purple Haze,Cheetah Gang,Blind King,Minty Fresh,3rd Eye Fly,Bullish Silver,Grimm,Meta Clouds,Trackside Tyrants,none
161,Flux #161,162,347.7762490727,Rope Bind,11,Khaki,Crips,Glazed,GM,Fluxing,Tracks,Purple Haze,Meta Clouds,Fatcap Fanatics,Demigod
452,Flux #452,163,347.5416830378,Ceremonial,10,Green Goblin,none,Blasted,Shattered,Horny,Golden Bone,Minty Fresh,Thug Life,Future Primitives,Patchwork Golden
489,Flux #489,164,346.0240776937,Rope Bind,11,Tribal Minty Fresh,Magneto,3rd Eye Woke,Minty Fresh,Horny,Golden Bone,Overcast,Panther Furrr,Fatcap Fanatics,Panther Buff
154,Flux #154,165,345.9464682464,Sensei Armour,9,Tribal Pinky Power,Magneto,3rd Eye Trust,Cracked Gold,Angel,Staunch,Golden,none,Late Night Lurkers,none
814,Flux #814,166,345.8654146049,XTZS,11,Minty Fresh,Minty Fresh,Crimson Night,Blueprint,Marker,Golden Bone,Hulk,Hungry,Late Night Lurkers,Ocean Buff
20,Flux #20,167,345.2134857702,Ceremonial,10,Tribal Minty Fresh,none,3rd Eye Bugged,Tribal,Bull Run,Honour Bone,Sunny,Thug Life,Future Primitives,Mint Buff
224,Flux #224,168,345.1684431919,Handstyles,11,Tribal Pinky Power,Crips,Headset,Dope Grill,3rd Eye Laker,Phat,Golden,JPEGS,Fatcap Fanatics,Demigod
506,Flux #506,169,342.404607121,Rope Bind,11,Tribal Minty Fresh,Minty Fresh,Scanner,Bandaged,Stoned,Worship,Fingerprint,Suede,Late Night Lurkers,Panther Buff
455,Flux #455,170,341.4713769997,420,11,Pinky Power,Minty Fresh,All Seeing Eye,Berry,Wood Stock,Tracks,Grape,Thug Life,Late Night Lurkers,Stock Cap
658,Flux #658,171,340.6515753538,420,11,Tribal Khaki,Sunny Side,Blasted,OG,Angel,Phat,Grimm,Gold Tooth,Late Night Lurkers,NY Fat
861,Flux #861,172,338.2352509029,Warrior,11,Sunny,Sunny Side,Crimson Night,Shattered,Horny,Jr Bone,Underwater,Strong,420 Familia,Ocean Buff
437,Flux #437,173,338.1926471707,Golden Eggs,10,Blue Dreams,Sunny Side,Golden Mask,Tribal,3rd Eye Laker,Phat,Grimm,none,Trackside Tyrants,Mint Buff
401,Flux #401,174,337.656787641,Earth Worship,11,Tribal Khaki,Sunny Side,Scanner,Gold Digger,Panther Print,Bullish Silver,Underwater,JPEGS,Meta Maker,Level Up
499,Flux #499,175,337.6104941082,420,10,Tribal Green Goblin,none,Husky,Minty Fresh,3rd Eye Laker,Staunch,Pinky Power,Furrr,Creative Creatures,Demigod
223,Flux #223,176,337.3802932784,XTZS,11,Tribal Khaki,Cheetah Gang,Glazed,Dope Grill,Demigod,Worship,Grimm,Suede,Late Night Lurkers,Mint Buff
172,Flux #172,177,336.8884370287,Fury,11,Pinky Power,Crips,Woke,GM,Dragon Fly,Smol,Stone,Meta Clouds,Meta Maker,Mint Buff
540,Flux #540,178,336.8414556976,Regulators,11,Orange Kush,Crips,Golden Mask,Blueprint,HODL,Jr Bone,Overcast,Suede,420 Familia,Demigod
372,Flux #372,179,336.5410276134,Cheetah,10,Tribal Green Goblin,Crips,Scanner,Berry,Angel,Worship,Grimm,Hungry,Meta Maker,none
170,Flux #170,180,335.1205323529,none,9,Minty Fresh,Crips,Golden Mask,Smile,Wood Stock,Bullish Silver,Tangerine,JPEGS,Fatcap Fanatics,none
143,Buidl Blind,181,333.9781657891,Rope Bind,11,Regz,Minty Fresh,Cyclops Mask,OG,Panther Print,Golden Bone,Hulk,Meta Clouds,Trackside Tyrants,Archangel
72,Flux #72,182,332.5898121912,Cheetah,11,Orange Kush,Cheetah Gang,Headset,Smile,Angel,Staunch,Grimm,Meta Clouds,Meta Maker,Stock Cap
256,Flux #256,183,332.4257395976,Fire Signs,11,Regz,Minty Fresh,SUS,Gold Digger,Horny,Smol,Grape,Thug Life,420 Familia,Level Up
278,Flux #278,184,332.0635083358,Regulators,11,Tribal Minty Fresh,Magneto,Blind King,Blueprint,Bull Run,Golden Bone,Stone,OG Flux,Fatcap Fanatics,Ocean Buff
443,Flux #443,185,331.3963491016,Lurkers,11,Tribal Pinky Power,Minty Fresh,Emerald Gaze,Sativa,Marker,Bullish Golden,Ocean Print,Yeah Dope,Blockchain Vandals,Mint Buff
494,Flux #494,186,331.1594357681,Vines,11,Tribal Minty Fresh,Cheetah Gang,Emerald Gaze,Blood Orange,Basic Back Up,Golden Bone,Sunny,OG Flux,Yesterdays Children,Demigod
316,Flux #316,187,331.1134662762,Earth Worship,11,Tribal Minty Fresh,Cheetah Gang,Laker,Blueprint,Bull Run,Golden Bone,Khaki,OG Flux,420 Familia,Damascus
520,Flux #520,188,330.0212985319,420,11,Green Goblin,Sunny Side,Chill,Drippy,OG Bucket,Bullish Golden,Hulk,Gold Tooth,Blockchain Vandals,Mint Buff
3462,Flux #3462,189,329.3005579547,Pinkish,10,Tribal Khaki,Magneto,Night Vision,Panther,OG Bucket,Honour Bone,Panther,Suede,Meta Maker,none
321,Blue Dream aka “Blue”,190,328.9739071624,420,9,Tribal Pinky Power,none,All Seeing Eye,Bandaged,Dragon Fly,Staunch,Pool,Gold Tooth,420 Familia,none
29,Flux #29,191,327.5847669848,Regulators,10,Tribal Pinky Power,Minty Fresh,Hornet,Gold Digger,Horny,Smol,Purple Haze,none,Creative Creatures,Panther Buff
323,Flux #323,192,326.8952708674,Sicheezy Armour,10,Tribal Pinky Power,none,SUS,Cracked Gold,OG Bucket,Phat,Overcast,JPEGS,Meta Maker,Mint Buff
190,Flux #190,193,326.0452372954,Lurkers,11,Tribal Green Goblin,Sunny Side,Husky,Gold Digger,Stoned,Jr Bone,Underwater,Baller,Meta Maker,Demigod
432,Flux #432,194,324.6396716322,Lurkers,11,Tribal Khaki,Crips,Woke,Smile,Universal Banana,Honour Bone,Minty Fresh,Suede,Blockchain Vandals,Patchwork Golden
337,Flux #337,195,324.3452307263,Regulators,11,Blue Dreams,Cheetah Gang,Liquid Lust,Drippy,Floater,Smol,Panther,Thug Life,Yesterdays Children,Mint Buff
371,OG-SUPER,196,323.3206928837,Sensei Armour,11,Tribal Pinky Power,Cheetah Gang,Blasted,Minty Fresh,Hardcore Fat,Smol,Pinky Power,Furrr,Fatcap Fanatics,Stock Cap
283,Flux #283,197,322.4467163006,Warrior,10,Purple Haze,Crips,Scanner,Bandaged,OG Bucket,Bullish Golden,Stone,none,Blockchain Vandals,Archangel
445,Flux #445,198,321.5848819639,Cheetah,10,Regz,Sunny Side,Crimson Night,Purps,OG Bucket,Bullish Golden,Purple Haze,Suede,420 Familia,none
521,Flux #521,199,320.6200530249,Fire Signs,11,Tribal Minty Fresh,Cheetah Gang,Laker,Bandaged,Universal Banana,Smol,Tangerine,JPEGS,Future Primitives,Mint Buff
374,Flux #374,200,320.373682661,Earth Worship,11,Purple Haze,Magneto,Blasted,Dope Grill,Horny,Phat,Stone,Thug Life,Blockchain Vandals,Mint Buff
310,Flux #310,201,319.9266287273,Warrior,11,Tribal Blue Dreams,Cheetah Gang,Husky,OG,Cheetah,Tracks,Golden,Furrr,420 Familia,Ocean Buff
237,Flux #237,202,319.2705845331,Cheetah,11,Tribal Minty Fresh,Magneto,Cyclops Mask,Dope Grill,Horny,Phat,Tangerine,Strong,Blockchain Vandals,Mint Buff
129,Flux #129,203,318.8392228225,Lurkers,11,Tribal Green Goblin,Crips,3rd Eye Woke,Sativa,Marker,Tracks,Stone,OG Flux,420 Familia,Panther Buff
354,Flux #354,204,317.6443983645,XTZS,11,Tribal Green Goblin,Minty Fresh,3rd Eye Woke,Shattered,Universal Banana,Golden Bone,Grimm,Hungry,Fatcap Fanatics,Demigod
744,Flux #744,205,314.849983006,Lurkers,10,Green Goblin,Minty Fresh,Scanner,Sativa,3rd Eye Fly,Phat,Khaki,Furrr,Deviant Devs,none
638,Flux #638,206,314.0118237757,Tribal Signs Armour,11,Pinky Power,Sunny Side,Crimson Night,Bandaged,Wood Stock,Smol,Leopard,Suede,Creative Creatures,Ocean Buff
55,Flux #55,207,313.2964238674,Golden Eggs,11,Tribal Minty Fresh,Sunny Side,Chill,OG,Horny,Bullish Silver,Overcast,Panther Furrr,Future Primitives,Mint Buff
981,Flux #981,208,310.8962554541,Pinkish,11,Sunny,Magneto,Scanner,Panther,Hardcore Fat,Smol,Minty Fresh,JPEGS,Fatcap Fanatics,Ocean Buff
262,Flux #262,209,309.1117946983,Vines,11,Green Goblin,Sunny Side,3rd Eye Woke,Blueprint,3rd Eye Fly,Smol,Purple Haze,Thug Life,Blockchain Vandals,Level Up
348,Flux #348,210,308.0595340658,Pinkish,11,Tribal Minty Fresh,Cheetah Gang,Laker,Blood Orange,Basic Back Up,Honour Bone,Tangerine,Baller,420 Familia,Patchwork Golden
513,Flux #513,211,307.3210594616,Sicheezy Armour,11,Tribal Pinky Power,Cheetah Gang,3rd Eye Bugged,Drippy,Universal Banana,Bullish Golden,Ocean Print,Hungry,420 Familia,Stock Cap
84,Flux #84,212,307.2092165695,Golden Eggs,11,Purple Haze,Minty Fresh,Glazed,Gold Digger,Marker,Smol,Stone,Thug Life,Late Night Lurkers,Panther Buff
854,Flux #854,213,307.0992034395,Lurkers,11,Blue Dreams,Crips,Scanner,Tribal,Basic Back Up,Honour Bone,Urban Camo,Hungry,Deviant Devs,Archangel
3,Flux #3,214,306.8932523163,Earth Worship,11,Tribal Khaki,Cheetah Gang,Golden Eye,Kush,3rd Eye Fly,Staunch,Fingerprint,Strong,Future Primitives,Damascus
1170,Flux #1170,215,306.5663307758,Tribal Signs Armour,11,Tribal Blue Dreams,Sunny Side,Crimson Night,Blood Orange,Horny,Staunch,Underwater,OG Flux,420 Familia,NY Fat
253,Flux #253,216,306.5541822744,Fire Signs,11,Tribal Green Goblin,Magneto,Blind King,Bandaged,3rd Eye Fly,Smol,Urban Camo,JPEGS,Blockchain Vandals,Stock Cap
515,Flux #515,217,306.3790536054,Fury,11,Tribal Minty Fresh,Crips,Shadow Warrior,Blood Orange,REKT,Bullish Golden,Animal Chin,Furrr,Yesterdays Children,Ocean Buff
741,Flux #741,218,305.3561607046,Lurkers,11,Pinky Power,Sunny Side,Husky,Gold Digger,OG Bucket,Staunch,Grape,Yeah Dope,Late Night Lurkers,Stock Cap
166,Flux #166,219,304.5547287866,Sensei Armour,11,Tribal Blue Dreams,Minty Fresh,Liquid Lust,Blood Orange,Buck Teeth,Staunch,Leopard,Meta Clouds,420 Familia,Stock Cap
83,Lemon Flux,220,304.5176711351,Sicheezy Armour,11,Tribal Minty Fresh,Cheetah Gang,Chill,Cracked Gold,Buck Teeth,Bullish Silver,Sunny,OG Flux,Future Primitives,Damascus
158,Flux #158,221,304.1589166303,Lurkers,10,Tribal Khaki,none,Shadow Warrior,Cheetah Laker,Wood Stock,Bullish Golden,Sunny,Furrr,Creative Creatures,Panther Buff
138,Flux #138,222,304.0409628926,Lurkers,11,Sunny,Sunny Side,Scanner,Smile,Bull Run,Tracks,Grape,Panther Furrr,Deviant Devs,Mint Buff
549,Flux #549,223,303.8781685274,Pinkish,10,Sunny,Cheetah Gang,Glazed,Smile,Horny,Golden Bone,Grimm,none,Trackside Tyrants,NY Fat
52,Flux #52,224,303.6492628739,Regulators,11,Green Goblin,Minty Fresh,All Seeing Eye,Kush,Marker,Jr Bone,Minty Fresh,Meta Clouds,Future Primitives,NY Fat
128,Flux #128,225,302.9888744074,Warrior,11,Tribal Minty Fresh,Cheetah Gang,Husky,Cheetah Laker,Marker,Phat,Fingerprint,Baller,Meta Maker,Archangel
209,Flux #209,226,302.6651119951,Fury,11,Green Goblin,Sunny Side,Headset,Cracked Gold,Bull Run,Staunch,Purple Haze,Thug Life,Meta Maker,Ocean Buff
393,L'Île aux enfants,227,302.3657872529,Regulators,11,Tribal Pinky Power,Magneto,3rd Eye Bugged,Cheetah Laker,Panther Print,Smol,Grimm,Yeah Dope,Fatcap Fanatics,Patchwork Golden
47,Flux #47,228,301.9861705136,Warrior,11,Tribal Khaki,Cheetah Gang,Shadow Warrior,Bandaged,Cheetah,Worship,Fingerprint,Hungry,Meta Maker,Patchwork Golden
254,Flux #254,229,301.811341302,Tribal Signs Armour,11,Orange Kush,Minty Fresh,Woke,Dope Grill,Marker,Golden Bone,Minty Fresh,Thug Life,Late Night Lurkers,Panther Buff
484,Flux #484,230,301.7412840902,Sicheezy Armour,11,Tribal Minty Fresh,Sunny Side,Flame Walker,Bandaged,Bull Run,Golden Bone,Purple Haze,Panther Furrr,Future Primitives,Damascus
130,Tribe Called Flux,231,301.0623779572,Handstyles,11,Blue Dreams,Minty Fresh,Shadow Warrior,Drippy,Marker,Jr Bone,Sunny,Meta Clouds,Late Night Lurkers,Mint Buff
492,Flux #492,232,300.9416838628,Lurkers,11,Orange Kush,Minty Fresh,Night Vision,Dope Grill,OG Bucket,Phat,Purple Haze,Hungry,Meta Maker,Damascus
147,Flux #147,233,300.4367217503,Tribal Signs Armour,11,Tribal Pinky Power,Sunny Side,Woke,Panther,Panther Print,Smol,Overcast,Hungry,Trackside Tyrants,Patchwork Golden
477,Flux #477,234,300.3641419162,Golden Eggs,11,Tribal Minty Fresh,Magneto,Chill,Tribal,Happy Camper,Golden Bone,Overcast,OG Flux,Late Night Lurkers,Demigod
547,Flux #547,235,299.752066866,Tribal Signs Armour,11,Tribal Khaki,Minty Fresh,3rd Eye Woke,Cracked Gold,Angel,Smol,Ocean Print,Panther Furrr,Trackside Tyrants,NY Fat
82,Flux #82,236,299.7051746675,Lurkers,9,Minty Fresh,none,Headset,Sativa,Horny,Golden Bone,Underwater,Baller,Blockchain Vandals,none
342,Flux #342,237,299.2130889528,Fury,11,Blue Dreams,Crips,Flame Walker,OG,Universal Banana,Worship,Leopard,Thug Life,Future Primitives,Ocean Buff
192,Flux #192,238,298.5501624038,Rope Bind,10,Tribal Minty Fresh,Cheetah Gang,Blasted,Cheetah Laker,Dragon Fly,Worship,Pool,none,Future Primitives,Level Up
710,Flux #710,239,297.4784775159,420,10,Regz,none,Flame Walker,Cracked Gold,Fluxing,Worship,Panther,JPEGS,Trackside Tyrants,Ocean Buff
122,Flux #122,240,297.4418651672,Fury,11,Pinky Power,Cheetah Gang,Scanner,Kush,Fluxing,Worship,Urban Camo,Yeah Dope,Yesterdays Children,Stock Cap
28,Flux #28,241,297.3387959076,Rope Bind,11,Tribal Minty Fresh,Minty Fresh,Chill,Blueprint,Stoned,Honour Bone,Minty Fresh,Hungry,Creative Creatures,Ocean Buff
104,Flux #104,242,296.7267370428,Regulators,11,Tribal Minty Fresh,Cheetah Gang,Husky,OG,Cheetah,Bullish Golden,Stone,Furrr,Blockchain Vandals,NY Fat
201,Flux #201,243,296.5295667322,Tribal Signs Armour,11,Tribal Pinky Power,Sunny Side,Blasted,Berry,Drippy,Bullish Golden,Fingerprint,Hungry,420 Familia,Ocean Buff
363,Flux #363,244,296.2456480826,Cheetah,11,Tribal Pinky Power,Cheetah Gang,Night Vision,Blueprint,Angel,Jr Bone,Tangerine,Yeah Dope,Creative Creatures,Panther Buff
1122,Flux #1122,245,296.1305184058,Fire Signs,11,Sunny,Magneto,Scanner,Panther,Horny,Tracks,Urban Camo,Hungry,Blockchain Vandals,Archangel
244,Flux #244,246,295.8341768136,Cheetah,11,Tribal Minty Fresh,Cheetah Gang,Headset,Tribal,REKT,Jr Bone,Stone,Panther Furrr,Fatcap Fanatics,Archangel
754,Flux #754,247,295.7844720659,420,11,Sunny,Crips,Woke,Blood Orange,Third Eye Laker,Golden Bone,Pinky Power,Suede,Blockchain Vandals,Demigod
312,Big Purp Kensington,248,295.4881205352,Regulators,10,Tribal Pinky Power,none,Pink Eye,Purps,Horny,Worship,Grape,Yeah Dope,Future Primitives,Damascus
416,Flux #416,249,295.4358279561,Vines,11,Tribal Pinky Power,Crips,All Seeing Eye,Berry,Third Eye Laker,Bullish Golden,Pool,OG Flux,Late Night Lurkers,Ocean Buff
533,Flux #533,250,295.1649029881,Fire Signs,11,Tribal Pinky Power,Sunny Side,Liquid Lust,Blood Orange,Panther Print,Smol,Sunny,Furrr,Trackside Tyrants,Panther Buff
459,Flux #459,251,294.2158915583,Regulators,11,Tribal Pinky Power,Cheetah Gang,Hornet,Cheetah Laker,REKT,Bullish Golden,Grape,Gold Tooth,Creative Creatures,Level Up
369,Flux #369,252,293.6023735579,Pinkish,11,Tribal Green Goblin,Cheetah Gang,Shadow Warrior,Kush,Panther Print,Bullish Golden,Hulk,Strong,Fatcap Fanatics,Damascus
420,Flux #420,253,292.7186942951,Pinkish,11,Tribal Minty Fresh,Minty Fresh,SUS,Panther,Lurkers,Tracks,Sunny,Gold Tooth,Fatcap Fanatics,Ocean Buff
260,Flux #260,254,292.543772849,none,10,Tribal Green Goblin,Crips,Liquid Lust,Drippy,Demigod,Smol,Leopard,Panther Furrr,Late Night Lurkers,Mint Buff
378,Flux #378,255,292.4789916564,Fury,11,Tribal Pinky Power,Cheetah Gang,Shadow Warrior,Panther,Buck Teeth,Jr Bone,Khaki,Baller,Meta Maker,Stock Cap
623,Flux #623,256,290.8106808694,Warrior,11,Pinky Power,Crips,3rd Eye Woke,Shattered,3rd Eye Laker,Bullish Silver,Golden,Furrr,Meta Maker,Ocean Buff
573,Flux #573,257,290.4257633373,none,10,Tribal Khaki,Crips,3rd Eye Woke,Kush,Gas Wars 21,Golden Bone,Pinky Power,Panther Furrr,Meta Maker,Level Up
922,Flux #922,258,290.1474783469,Rope Bind,11,Green Goblin,Crips,Glazed,Purps,Horny,Smol,Ocean Print,Furrr,Future Primitives,NY Fat
813,Flux #813,259,289.9828406397,420,11,Tribal Blue Dreams,Sunny Side,3rd Eye Bugged,Tribal,Happy Camper,Golden Bone,Khaki,JPEGS,Fatcap Fanatics,NY Fat
386,Flux #386,260,288.9147202576,Handstyles,11,Pinky Power,Crips,Husky,Drippy,Drippy,Golden Bone,Golden,Baller,Blockchain Vandals,NY Fat
481,Flux #481,261,288.8572039493,Cheetah,11,Green Goblin,Cheetah Gang,Crimson Night,Minty Fresh,Angel,Bullish Golden,Sunny,JPEGS,420 Familia,Archangel
264,Flux #264,262,288.7792596174,Golden Eggs,11,Minty Fresh,Cheetah Gang,Husky,Dope Grill,Stoned,Worship,Golden,OG Flux,Late Night Lurkers,Demigod
485,Flux #485,263,288.2693661926,Tribal Signs Armour,11,Green Goblin,Crips,Scanner,Berry,Demigod,Phat,Grape,Hungry,Late Night Lurkers,Ocean Buff
1088,Flux #1088,264,287.9053447919,Golden Eggs,11,Tribal Blue Dreams,Sunny Side,Crimson Night,Kush,Demigod,Worship,Urban Camo,Panther Furrr,Future Primitives,Ocean Buff
496,Flux #496,265,287.7916517563,Handstyles,10,Tribal Khaki,Crips,Husky,Blood Orange,Marker,Smol,Stone,none,Deviant Devs,NY Fat
351,Flux #351,266,287.6529767028,Sensei Armour,11,Orange Kush,Sunny Side,Laker,Tribal,Fluxing,Jr Bone,Pinky Power,Thug Life,420 Familia,NY Fat
609,Flux #609,267,287.4097788086,Rope Bind,10,Regz,Magneto,Laker,Panther,Demigod,Golden Bone,Golden,none,Meta Maker,NY Fat
159,Flux #159,268,286.7972945725,XTZS,11,Tribal Khaki,Minty Fresh,Concrete,GM,Basic Back Up,Jr Bone,Sunny,Strong,Creative Creatures,Archangel
991,Flux #991,269,286.7824277829,Ceremonial,11,Regz,Magneto,Scanner,Minty Fresh,Hardcore Fat,Tracks,Leopard,JPEGS,Fatcap Fanatics,Ocean Buff
575,Flux #575,270,286.643577776,Fury,11,Pinky Power,Minty Fresh,Blind King,Dope Grill,Panther Print,Golden Bone,Golden,Furrr,Blockchain Vandals,Damascus
219,Flux #219,271,286.2868100134,420,11,Pinky Power,Crips,SUS,OG,Basic Back Up,Honour Bone,Hulk,Panther Furrr,Creative Creatures,Ocean Buff
134,Flux #134,272,286.1420798961,Cheetah,10,Tribal Khaki,Crips,3rd Eye Trust,Smile,Floater,Smol,Panther,Gold Tooth,Deviant Devs,none
91,Flux #91,273,285.8569428457,none,10,Tribal Minty Fresh,Sunny Side,Cyclops Mask,Kush,Fluxing,Worship,Fingerprint,Baller,Yesterdays Children,Stock Cap
535,Flux #535,274,285.6045469187,Regulators,10,Minty Fresh,Sunny Side,Crimson Night,Panther,3rd Eye Laker,Golden Bone,Grape,Yeah Dope,Yesterdays Children,none
1074,Flux #1074,275,285.4591163083,Fury,11,Regz,Minty Fresh,Scanner,Blood Orange,Gas Wars 21,Worship,Panther,Baller,Meta Maker,Ocean Buff
109,Flux #109,276,285.088150134,Sicheezy Armour,11,Sunny,Cheetah Gang,Laker,GM,OG Bucket,Staunch,Khaki,OG Flux,Trackside Tyrants,Stock Cap
753,Flux #753,277,284.9634543743,420,11,Purple Haze,Sunny Side,SUS,Kush,Cheetah,Honour Bone,Stone,JPEGS,Meta Maker,Ocean Buff
305,Flux #305,278,284.90382386,Tribal Signs Armour,11,Tribal Khaki,Cheetah Gang,Hornet,Kush,Bull Run,Honour Bone,Overcast,JPEGS,Yesterdays Children,Archangel
473,Flux #473,279,284.6132856716,Cheetah,11,Orange Kush,Magneto,Shadow Warrior,OG,Drippy,Smol,Golden,OG Flux,Deviant Devs,Stock Cap
68,Flux #68,280,284.6116094608,Handstyles,11,Orange Kush,Magneto,Hornet,OG,Horny,Smol,Fingerprint,Baller,Trackside Tyrants,Ocean Buff
593,Bricky B,281,284.5515130243,Fury,11,Green Goblin,Crips,Blasted,OG,OG Bucket,Golden Bone,Minty Fresh,Gold Tooth,Deviant Devs,Demigod
498,Flux #498,282,284.5182199124,Sicheezy Armour,11,Tribal Pinky Power,Sunny Side,Laker,Purps,Fluxing,Honour Bone,Minty Fresh,Yeah Dope,420 Familia,Damascus
50,Flux #50,283,284.3092255749,Sensei Armour,11,Orange Kush,Crips,Flame Walker,Dope Grill,Happy Camper,Worship,Ocean Print,Thug Life,420 Familia,NY Fat
974,Flux #974,284,284.1355291581,XTZS,11,Minty Fresh,Crips,Crimson Night,Cheetah Laker,Drippy,Jr Bone,Urban Camo,Panther Furrr,420 Familia,Mint Buff
22,Flux #22,285,283.1690625385,Tribal Signs Armour,10,Tribal Pinky Power,none,Pink Eye,Kush,Demigod,Staunch,Minty Fresh,Strong,Blockchain Vandals,Ocean Buff
279,Spray Charles,286,282.8673412754,Lurkers,11,Minty Fresh,Magneto,Blind King,Purps,HODL,Honour Bone,Ocean Print,Furrr,Trackside Tyrants,Ocean Buff
157,Flux #157,287,282.5691437343,Rope Bind,11,Khaki,Minty Fresh,Flame Walker,Blueprint,OG Bucket,Honour Bone,Grape,Furrr,420 Familia,Ocean Buff
736,Flux #736,288,282.3991424074,XTZS,10,Green Goblin,Magneto,Crimson Night,Sativa,Universal Banana,Jr Bone,Leopard,none,Meta Maker,Stock Cap
526,Flux #526,289,281.7705794112,Warrior,11,Tribal Khaki,Crips,Glazed,Gold Digger,Bull Run,Phat,Underwater,OG Flux,Yesterdays Children,Stock Cap
917,Flux #917,290,281.04435878,Tribal Signs Armour,11,Green Goblin,Magneto,Blind King,Minty Fresh,OG Bucket,Smol,Purple Haze,OG Flux,Trackside Tyrants,Demigod
879,Flux #879,291,280.6673371325,none,10,Tribal Blue Dreams,Magneto,All Seeing Eye,Cracked Gold,OG Bucket,Golden Bone,Grape,Hungry,Creative Creatures,Stock Cap
375,Flux #375,292,280.3474092221,Sicheezy Armour,11,Tribal Pinky Power,Sunny Side,Cyclops Mask,GM,Angel,Bullish Golden,Pinky Power,Strong,Creative Creatures,Patchwork Golden
247,Flux #247,293,280.2091833297,Fury,10,Purple Haze,Minty Fresh,Liquid Lust,Sativa,Floater,Bullish Silver,Ocean Print,Thug Life,Late Night Lurkers,none
601,Flux #601,294,280.1604657756,none,10,Tribal Khaki,Magneto,Glazed,Bandaged,Floater,Jr Bone,Animal Chin,Suede,Meta Maker,Level Up
344,Flux #344,295,280.0702247753,Tribal Signs Armour,10,Tribal Pinky Power,Magneto,Pink Eye,Blueprint,Fluxing,Worship,Grape,Hungry,Late Night Lurkers,none
1010,Flux #1010,296,279.956914432,420,10,Pinky Power,none,Emerald Gaze,Blood Orange,Buck Teeth,Golden Bone,Fingerprint,Strong,Late Night Lurkers,Archangel
76,Flux #76,297,279.9074734809,Regulators,11,Regz,Magneto,Flame Walker,Drippy,Fluxing,Phat,Pool,Thug Life,420 Familia,Level Up
