ID,Name,Rank,Rarity_Score,Attributes,Background,Body,Eyes,Hair,Prop,Skin
13,Les Elefants Terribles #13,199,677.8888829819,6,Android Dream,Dolly Zoom,Extracurricular,Part 2,Renelefant,Alien Perspecive
986,Les Elefants Terribles #986,200,675.4073981046,6,Seventh Album,Stan Winstons,Lovecat,Regis 1610,Steven Allanaphone,Elebody Hurts
2331,Les Elefants Terribles #2331,201,674.0680828483,6,Cornetto Films,Sontag Notes,Scott Pill,Marty,Dog Haha,Whaam
597,Les Elefants Terribles #597,202,673.6014581281,6,Android Dream,Flower Thrower,Moon Bark,Wait To Talk,Persistent Phone,Structured Jewel
1351,Les Elefants Terribles #1351,203,673.1571790568,6,Kieslowski,Most Excellent Fancy,Telephone,Diamond Dust,Support Symbol,Trompe Treachery
452,Les Elefants Terribles #452,204,672.2273318014,6,Pretty In,Hey Paul,Ludovico Technique,Deep Cover,Maria,Mad As Hell
573,Les Elefants Terribles #573,205,671.9272964339,6,Seventh Album,New Wave,Gonzo Journalism,Miami,Mr Boatswain,Neoplastifant C
2459,Les Elefants Terribles #2459,206,671.575343201,6,Buscemi,Burnt Crisp,Steve Deeds,Deep Cover,Dog Haha,Otherwisewise
2324,Les Elefants Terribles #2324,207,671.2734596383,6,Buscemi,David Jeff INTVW,Splash,Animal,Jaron IRL,Everything Important
1872,Les Elefants Terribles #1872,208,670.87734884,6,Sixth Album,Something Wrong,Sunken,Wait To Talk,Charles Camilla,Celebrity Skin
164,Les Elefants Terribles #164,209,667.2920382711,6,Electric Sheep,18k Likes,Lovecat,Billy Rider,Renelefant,Elebody Hurts
5235,Les Elefants Terribles #5235,210,666.3069738553,6,Warmest Colour,High Society,Crap Of The World,Diamond Dust,Steven Allanaphone,Sixtynine Slides
245,Les Elefants Terribles #245,211,666.2559006211,6,Cyberpunk,Gunpowder Laserbeam,Scott Pill,Deep Cover,Second Rule,Artpop
5301,Les Elefants Terribles #5301,212,665.6188087774,6,Ninth Album,Bigger Splash,Smiley Pin,Reginald,Second Rule,Composition
2002,Les Elefants Terribles #2002,213,664.3757242757,6,Ninth Album,In My Life,Dolores Hazy,Son Of Man,Tasty,Alien Perspecive
2001,Les Elefants Terribles #2001,214,664.0538624674,6,Twelfth Movie,Camera Drawing,So Horny,Becoming Yourself,Rogerz Koonz,Alien Perspecive
2157,Les Elefants Terribles #2157,215,663.731550998,6,Cornetto Films,Hiding Elefants,Esari Dot,Reginald,Listening Room,No Logo
833,Les Elefants Terribles #833,216,663.2213949843,6,Ninth Album,Stan Winstons,Doh,VR,Devon Saw,Manuelefant
1209,Les Elefants Terribles #1209,217,661.7900919305,6,Buscemi,Bigger Splash,Benny Jets,Yorkshire,Caramba,Otherwisewise
54,Les Elefants Terribles #54,218,661.1642429045,6,Warmest Colour,Fischer Players,Yeah Yeah Yeah,GCJCEITJMPTG,Ai,Sixtynine Slides
2446,Les Elefants Terribles #2446,219,660.8891414307,6,Ninth Album,Jack Rabbit,Flame Suit,Becoming Yourself,HunterESS,Everything Important
665,Les Elefants Terribles #665,220,659.4995160568,6,Cyberpunk,Shaq Thatcher,Column,Godgivenass,Wibbling Rival,Manuelefant
956,Les Elefants Terribles #956,221,658.7440167984,6,Ninth Album,High Society,Chromoluminarism,Seduce Destroy,Contra Band,Volume One
678,Les Elefants Terribles #678,222,658.432608485,6,Kieslowski,Slept With,Stoopid,Elefonic Labyrinth,Treachery,Manuelefant
738,Les Elefants Terribles #738,223,658.3677895894,6,Ninth Album,Square,D Fens,Billy Rider,Jaron IRL,Great Masturbator
797,Les Elefants Terribles #797,224,657.9258082996,6,Ninth Album,AA Sponsor,Club 27,Deep Cover,Blasfemy,Gareth
2176,Les Elefants Terribles #2176,225,657.5569430569,6,Ninth Album,Celebrity Skin,Celophane Flower,1981,Fountain,Otherwisewise
1197,Les Elefants Terribles #1197,226,655.8800483047,6,Kieslowski,Said Goddamn,EyePhone,Becoming Yourself,Pourpourpour,Freakiest Lawman
708,Les Elefants Terribles #708,227,655.5916727543,6,Ninth Album,YBA,DeDroog,Regis 1610,Blasfemy,For The Love
1642,Les Elefants Terribles #1642,228,653.0140271862,6,Sixth Album,BarbiVonGreif Riot,Fucking Special,Seven Death,Blow,Lad Insane A
1989,Les Elefants Terribles #1989,229,651.6150941007,6,Ninth Album,18k Likes,So Horny,Godgivenass,La Jete,Otherwisewise
1094,Les Elefants Terribles #1094,230,650.6380740041,6,Buscemi,Twelve,Ludovico Technique,No No No,Listening Room,Structured Jewel
1987,Les Elefants Terribles #1987,231,650.3501098901,6,Twelfth Movie,Stanley Nabokov,Dom Cobb,Son Of Man,Charles Camilla,Dalitte
150,Les Elefants Terribles #150,232,649.6420454545,6,Ninth Album,Red Lake,Benny Jets,Hurt Me,Renelefant,Cannibal Class
1767,Les Elefants Terribles #1767,233,647.8149191176,6,Warmest Colour,Said Goddamn,Crap Of The World,GPSS19,Silk Scarf,For The Love
2309,Les Elefants Terribles #2309,234,647.7145965957,6,Kieslowski,18k Likes,Serum 114,Nipple Bottle,The Snake,What You Deserve
1528,Les Elefants Terribles #1528,235,646.0384110219,6,Warmest Colour,David Jeff INTVW,Stoopid,Nipple Bottle,13 Years,Steven Brennan
1168,Les Elefants Terribles #1168,236,644.8108406873,6,Cyberpunk,Oscar 73,Darkside Moon,Seven Death,Wibbling Rival,Dora Maar
528,Les Elefants Terribles #528,237,642.5744221834,6,Buscemi,Gunpowder Laserbeam,So Horny,Animal,Contra Band,Wrath
1022,Les Elefants Terribles #1022,238,642.0722243274,6,Sixth Album,Something Wrong,Extracurricular,Your Cologne,Silk Scarf,Nightswimming
1037,Les Elefants Terribles #1037,239,641.5228707758,6,Electric Sheep,Kama Sutra,Elewise,Boom 4 Real,Renelefant,Warners
2188,Les Elefants Terribles #2188,240,641.4615384615,6,Electric Sheep,Pink Salmon Vibrator,Extracurricular,1981,Blasfemy,Under The Ipkiss
2018,Les Elefants Terribles #2018,241,638.9886363636,6,The Color,Celebrity Skin,VCR,Inthebox,Persistent Phone,Nightswimming
2360,Les Elefants Terribles #2360,242,635.9270383871,6,Dorian,Kikodovar,Benny Jets,Reginald,SNL 1992,Alien Perspecive
121,Les Elefants Terribles #121,243,635.1200609031,6,Cornetto Films,BarbiVonGreif Riot,Brian DeMontana,Vincent 82,SNL 1992,Pretty Glue
2304,Les Elefants Terribles #2304,244,634.6404007634,6,Pretty In,Gunpowder Laserbeam,Arbus,Hurt Me,Support Symbol,Cosmic Jive
2098,Les Elefants Terribles #2098,245,634.4606282463,6,Ninth Album,Eros Mayday,Gonzo Journalism,Seduce Destroy,SNL 1992,Bad Third Act
223,Les Elefants Terribles #223,246,633.9964999536,6,Pretty In,Stan Winstons,Melon Colliefant,Vincent 82,81 days,Steven Brennan
1683,Les Elefants Terribles #1683,247,633.2580053782,6,The Color,Square,Chromoluminarism,1981,Bodega Bay,LUH SEN
1304,Les Elefants Terribles #1304,248,633.0029553537,6,Dorian,Video Game Violence,Quarryman,Seduce Destroy,Rose Cross,SisterDaughterSister
26,Les Elefants Terribles #26,249,632.833836546,6,Rosemary,Polly Cracker,Look Closer,Elefant 2003,Contra Band,Dead Eleman
968,Les Elefants Terribles #968,250,632.3802485724,6,Seventh Album,Red Lake,Serum 114,Artschool George,Wibbling Rival,Pure Uzzell
5106,Les Elefants Terribles #5106,251,631.7821041175,6,Cornetto Films,Alien Three,Serum 114,Guccipiggy,Caramba,Trompe Treachery
810,Les Elefants Terribles #810,252,631.3691428571,6,Android Dream,Eros Mayday,Brian DeMontana,Elefant 2003,Blow,Lad Insane A
471,Les Elefants Terribles #471,253,629.22237697,6,Warmest Colour,Burnt Crisp,Smiley Pin,VW,Velvet,PARTWhy
2047,Les Elefants Terribles #2047,254,628.3743609555,6,Seventh Album,Shish Kabob,Telephone,Boom 4 Real,Wibbling Rival,Whaam
740,Les Elefants Terribles #740,255,628.3659957103,6,Ninth Album,Stanley Nabokov,Telephone,Artschool George,Chapman,Neoplastifant C
445,Les Elefants Terribles #445,256,628.1427411835,6,Kieslowski,Space Monkey,Esari Dot,Booky Fook,Quatre Cents Coups,Uncommonly Gentle
749,Les Elefants Terribles #749,257,627.7065395753,6,Rosemary,Dolly Zoom,Party Over,Reginald,Maria,Under The Ipkiss
869,Les Elefants Terribles #869,258,626.8714233675,6,Pretty In,Permanent December,EyePhone,VR,Foam Fingering,Reve
1688,Les Elefants Terribles #1688,259,626.8426050494,6,Dorian,Jack Rabbit,Darkside Moon,Seduce Destroy,HunterESS,Tethered
1527,Les Elefants Terribles #1527,260,624.6897380637,6,Sixth Album,The Shrink,Esari Dot,Kik A Cosmetologist,Persistent Phone,Cannibal Class
1680,Les Elefants Terribles #1680,261,622.8494514599,6,Warmest Colour,Spring Summer 99,Benny Jets,Godgivenass,La Jete,Neoplastifant C
1774,Les Elefants Terribles #1774,262,619.3397077922,6,Ninth Album,Jack Rabbit,Dom Cobb,Factory,Persistent Phone,Lad Insane A
1696,Les Elefants Terribles #1696,263,618.5879018005,6,Seventh Album,Hip To Be Square,Dom Cobb,GCJCEITJMPTG,Tulips,Volume One
2035,Les Elefants Terribles #2035,264,616.4751911028,6,Sixth Album,Video Game Violence,Yeah Yeah Yeah,Kik A Cosmetologist,HunterESS,No Logo
1955,Les Elefants Terribles #1955,265,616.1589110437,6,Edwood,Camera Drawing,Serum 114,Suspense,The Snake,Dora Maar
1870,Les Elefants Terribles #1870,266,615.2574953618,6,Ninth Album,Savage Bea,Shock Artattack,Contagious,Quatre Cents Coups,Warners
5181,Les Elefants Terribles #5181,267,615.1928870043,6,Electric Sheep,Chippen Fails,Dolores Hazy,Diamond Dust,Persistent Phone,Everything Important
1840,Les Elefants Terribles #1840,268,615.1058501048,6,Seventh Album,YBA,Melon Colliefant,MM,Rose Cross,LUH SEN
1395,Les Elefants Terribles #1395,269,614.8636601134,6,Kieslowski,Eros Mayday,Stoopid,Andrelefant Charles,Support Symbol,Elebody Hurts
1817,Les Elefants Terribles #1817,270,613.0949288894,6,Ninth Album,Wet Ass Pachyderm,Umbilical Noose,3000 Heels,Support Symbol,Under The Ipkiss
1286,Les Elefants Terribles #1286,271,612.702990067,6,Ninth Album,BarbiVonGreif Riot,Splash,Seven Death,Maria,Booty Star
506,Les Elefants Terribles #506,272,611.744638442,6,Warmest Colour,Model United Nations,Gonzo Journalism,Nipple Bottle,Devon Saw,Prayer Accepted
1333,Les Elefants Terribles #1333,273,610.6063117298,6,Pretty In,Tetrahedron Cluster,Telephone,Diamond Dust,Dog Haha,SisterDaughterSister
1475,Les Elefants Terribles #1475,274,610.2206270809,6,Ninth Album,Robotic Shalom,Melon Colliefant,Son Of Man,Screen Print,Great Masturbator
1502,Les Elefants Terribles #1502,275,609.0866066975,6,Kieslowski,Eros Mayday,So Horny,Marty,Devon Saw,For The Love
922,Les Elefants Terribles #922,276,608.8474777941,6,Buscemi,Duality,Sideways,SamoC,Blasfemy,Uncommonly Gentle
901,Les Elefants Terribles #901,277,608.6943686882,6,Cornetto Films,Square,Serum 114,Suspense,Screen Print,No Logo
2231,Les Elefants Terribles #2231,278,607.3493771426,6,Seventh Album,BarbiVonGreif Riot,Stoopid,Nipple Bottle,Ai,Pretty Glue
508,Les Elefants Terribles #508,279,606.0947105445,6,Seventh Album,Killer Camp,Steve Deeds,Suspense,Bodega Bay,Otherwisewise
308,Les Elefants Terribles #308,280,603.9806820113,6,Seventh Album,Burnt Crisp,Party Over,Contagious,Bret Elefant Ellis,Volume One
5258,Les Elefants Terribles #5258,281,603.5633764884,6,Ninth Album,Dolly Zoom,Extracurricular,Reginald,81 days,Gareth
1949,Les Elefants Terribles #1949,282,602.3753040849,6,Twelfth Movie,Cannes Boo,Chromoluminarism,Suspense,Jaron IRL,Everything Important
5122,Les Elefants Terribles #5122,283,602.0980153873,6,Cyberpunk,Transpotter,Famous,Booky Fook,Aaron,Dora Maar
1670,Les Elefants Terribles #1670,284,601.7355517827,6,The Color,Savage Bea,Lovecat,Seven Death,Dog Haha,Celebrity Skin
2463,Les Elefants Terribles #2463,285,601.3872281973,6,Dorian,Stan Winstons,Serum 114,Animal,Blasfemy,Pure Uzzell
2036,Les Elefants Terribles #2036,286,601.1727512705,6,Ninth Album,Tetrahedron Cluster,Irisese,Factory,Dog Haha,Shill Guil
1904,Les Elefants Terribles #1904,287,601.0107342433,6,Ninth Album,Bigger Splash,Brian DeMontana,Diptych,HunterESS,Structured Jewel
1763,Les Elefants Terribles #1763,288,597.2670499307,6,Ninth Album,BarbiVonGreif Riot,Irisese,No No No,Ai,Pretty Glue
553,Les Elefants Terribles #553,289,597.136987422,6,Cornetto Films,Comedian,Doh,Cryingame,Quatre Cents Coups,Dalitte
1819,Les Elefants Terribles #1819,290,597.0168103715,6,Kieslowski,Bitch Is Back,EyePhone,Elefonic Labyrinth,Blow,Bad Third Act
313,Les Elefants Terribles #313,291,596.6958244287,6,Ninth Album,Transpotter,Famous,Yorkshire,Mr Boatswain,Shill Guil
1506,Les Elefants Terribles #1506,292,596.0721670375,6,Android Dream,David Jeff INTVW,Splash,Son Of Man,HunterESS,Great Masturbator
2257,Les Elefants Terribles #2257,293,595.9843656011,6,Seventh Album,Polly Cracker,So Horny,Andrelefant Charles,Velvet,Under The Ipkiss
2026,Les Elefants Terribles #2026,294,595.391765523,6,Kieslowski,Suck On This,Stefanti Joanne,Becoming Yourself,Treachery,Whaam
1401,Les Elefants Terribles #1401,295,594.2679045499,6,Sixth Album,Killer Camp,Stefanti Joanne,Mostwhimsicaljokeoftheseason,Aaron,Tethered
443,Les Elefants Terribles #443,296,593.7927899866,6,Pretty In,Good Girl,So Horny,O Father,Support Symbol,Alien Perspecive
321,Les Elefants Terribles #321,297,592.7399163337,6,Dorian,Red Lake,Extracurricular,Kik A Cosmetologist,Quatre Cents Coups,Neoplastifant C
2197,Les Elefants Terribles #2197,298,591.4739903991,6,Dorian,Shish Kabob,Column,O Father,Listening Room,Volume One
216,Les Elefants Terribles #216,299,589.468031968,6,Twelfth Movie,Ball Out,Brian DeMontana,VW,81 days,Daft Evil
831,Les Elefants Terribles #831,300,589.4499435156,6,Android Dream,High As A Kate,Benny Jets,Stoke On Trent,HunterESS,Factory Additions
5126,Les Elefants Terribles #5126,301,588.9973846154,6,Dorian,Duality,D Fens,Animal,J and D,Steven Brennan
586,Les Elefants Terribles #586,302,588.6987232598,6,Android Dream,Comedian,Beady G,MM,Chapman,Sixtynine Slides
2332,Les Elefants Terribles #2332,303,588.1399844928,6,Sixth Album,New Wave,Serum 114,Factory,Ai,Factory Additions
2342,Les Elefants Terribles #2342,304,587.6561757337,6,Ninth Album,Shaq Thatcher,TCB,Factory,Balloon,Reve
1795,Les Elefants Terribles #1795,305,587.4037459682,6,Kieslowski,Procrastinator,Column,Seven Death,Contra Band,Cannibal Class
666,Les Elefants Terribles #666,306,587.3827208976,6,Edwood,Gibes Gambols Gone,Doh,Boom 4 Real,Charles Camilla,Whaam
1803,Les Elefants Terribles #1803,307,586.7864475507,6,Seventh Album,Unique Snowflake,Fucking Special,Wait To Talk,Claire Alter,Bad Third Act
1437,Les Elefants Terribles #1437,308,586.6672875528,6,Edwood,Unique Snowflake,Splash,Complete Lyrics,Fountain,Elebody Hurts
1828,Les Elefants Terribles #1828,309,584.8357131382,6,Warmest Colour,Killer Camp,Irisese,MM,Rose Cross,Cannibal Class
676,Les Elefants Terribles #676,310,583.3287302238,6,Seventh Album,Got It All,Benny Jets,No No No,Chapman,Everything Important
1462,Les Elefants Terribles #1462,311,583.276646098,6,Android Dream,Air Bin,Telephone,Be Miyine,Maria,Freakiest Lawman
2032,Les Elefants Terribles #2032,312,581.1865478264,6,Ninth Album,Celebrity Skin,Benny Jets,Suspense,Fountain,Future Statues
1425,Les Elefants Terribles #1425,313,581.0547625301,6,Rosemary,Undisputed Masterpiece,Flame Suit,Inthebox,Tasty,Wrath
1135,Les Elefants Terribles #1135,314,580.2922767006,6,Sixth Album,72 Objects,Funny Game,Part 2,SNL 1992,Steven Brennan
5276,Les Elefants Terribles #5276,315,579.6103634011,6,Warmest Colour,Sontag Notes,Umbilical Noose,Part 2,HunterESS,Mad As Hell
704,Les Elefants Terribles #704,316,578.9280599051,6,Seventh Album,Fox Force,Irisese,Frame,Blasfemy,Reve
1722,Les Elefants Terribles #1722,317,578.7511278195,6,The Color,Red Lake,Party Over,Your Cologne,Pourpourpour,Mad As Hell
5278,Les Elefants Terribles #5278,318,578.3724141076,6,Electric Sheep,Sontag Notes,Benny Jets,Diptych,Dog Haha,Trompe Treachery
214,Les Elefants Terribles #214,319,578.2971098518,6,Edwood,Space Monkey,Funny Game,Becoming Yourself,J and D,Under The Scarlett
2037,Les Elefants Terribles #2037,320,577.7773188102,6,Cyberpunk,Scissors Across America,Rob Liefant,Becoming Yourself,Caramba,Pretty Glue
1435,Les Elefants Terribles #1435,321,577.1315649867,6,Sixth Album,Claude Lacombe,Funny Game,Complete Lyrics,Blasfemy,Reve
1140,Les Elefants Terribles #1140,322,576.8110489738,6,Cyberpunk,Alien Three,Telephone,Son Of Man,Brocli Moss,Steven Brennan
1548,Les Elefants Terribles #1548,323,576.2140892676,6,Ninth Album,Jack Rabbit,TCB,Your Cologne,Steven Allanaphone,Mad As Hell
5302,Les Elefants Terribles #5302,324,575.7763670291,6,Kieslowski,Memory Jar,Scott Pill,Billy Rider,Philosophy Lamp,Otherwisewise
937,Les Elefants Terribles #937,325,575.6294191506,6,Seventh Album,Model United Nations,TCB,No No No,Second Rule,Celebrity Skin
2365,Les Elefants Terribles #2365,326,574.6387112887,6,The Color,Crack Wack,Benny Jets,Elefonic Labyrinth,Tasty,Factory Additions
5052,Les Elefants Terribles #5052,327,574.5231439563,6,Cyberpunk,Wet Ass Pachyderm,Irisese,Frame,Listening Room,Reve
2058,Les Elefants Terribles #2058,328,574.2817702254,6,Cornetto Films,Yankee Racers,Club 27,Son Of Man,The Snake,Gareth
398,Les Elefants Terribles #398,329,573.5908835259,6,Cornetto Films,Model United Nations,Quarryman,VW,Quatre Cents Coups,What You Deserve
757,Les Elefants Terribles #757,330,572.2243407707,6,Pretty In,New Wave,Darkside Moon,Seven Death,Bret Elefant Ellis,Dead Eleman
5221,Les Elefants Terribles #5221,331,571.8754573148,6,Pretty In,Jack Rabbit,Smiley Pin,Andrelefant Charles,81 days,Whaam
2094,Les Elefants Terribles #2094,332,571.7541943522,6,Warmest Colour,Suck On This,Famous,Mostwhimsicaljokeoftheseason,Pourpourpour,Artpop
1787,Les Elefants Terribles #1787,333,571.3291746311,6,Ninth Album,Stanley Nabokov,DeDroog,Diptych,J and D,Freakiest Lawman
2025,Les Elefants Terribles #2025,334,570.4576243981,6,Buscemi,Always More,Party Over,Your Cologne,Ai,Pure Uzzell
1492,Les Elefants Terribles #1492,335,570.2914492977,6,Edwood,Gunpowder Laserbeam,Beady G,Booky Fook,The Snake,Celebrity Skin
5175,Les Elefants Terribles #5175,336,569.4821648215,6,Kieslowski,Veddy Much,DeDroog,Frame,Korova Bar,Otherwisewise
2206,Les Elefants Terribles #2206,337,569.1160232181,6,Ninth Album,IAMTHEOBJECT,Cruise Kidman,Artschool George,Tulips,Tethered
1223,Les Elefants Terribles #1223,338,568.0070139627,6,Buscemi,Shish Kabob,Column,Suspense,1962,Trompe Treachery
1245,Les Elefants Terribles #1245,339,566.1031940944,6,Kieslowski,High Society,Le Violefant,Boom 4 Real,Treachery,Whaam
314,Les Elefants Terribles #314,340,566.0722878426,6,Seventh Album,Alien Three,Yeah Yeah Yeah,Not A Concept,Blow,Structured Jewel
1627,Les Elefants Terribles #1627,341,565.9139196766,6,Rosemary,Spring Summer 99,Lovecat,Something about Mary,Foam Fingering,SisterDaughterSister
437,Les Elefants Terribles #437,342,565.8444783443,6,Seventh Album,Alien Three,Stefanti Joanne,3000 Heels,Pourpourpour,Manuelefant
292,Les Elefants Terribles #292,343,565.2729655562,6,The Color,Celebrity Skin,Irisese,Animal,Rogerz Koonz,Factory Additions
1539,Les Elefants Terribles #1539,344,563.1539418249,6,Kieslowski,Contraband Slipping,Party Over,Complete Lyrics,Yesterday Today,Pugh
1121,Les Elefants Terribles #1121,345,562.6633756539,6,Seventh Album,Burnt Crisp,Brian DeMontana,Something about Mary,Dog Haha,Freakiest Lawman
208,Les Elefants Terribles #208,346,561.8935097062,6,Twelfth Movie,Spring Summer 99,Stoopid,VW,Aaron,Great Masturbator
1741,Les Elefants Terribles #1741,347,561.5819773464,6,Warmest Colour,Lollapalooza Fiction,Arbus,No No No,Quatre Cents Coups,Mad As Hell
770,Les Elefants Terribles #770,348,561.4796877813,6,Android Dream,Alien Three,Irisese,3000 Heels,Steven Allanaphone,Mad As Hell
964,Les Elefants Terribles #964,349,560.5861816767,6,Seventh Album,High Society,Cruise Kidman,Reginald,Pourpourpour,Bad Third Act
1905,Les Elefants Terribles #1905,350,560.4116807514,6,Rosemary,Paul Is Dead,Yeah Yeah Yeah,Frame,Listening Room,Future Statues
76,Les Elefants Terribles #76,351,559.8854907288,6,Dorian,Cannes Boo,Party Over,Treacy Muse,Velvet,Prayer Accepted
1575,Les Elefants Terribles #1575,352,559.7923653759,6,The Color,In My Area,DeDroog,Deep Cover,Bret Elefant Ellis,Factory Additions
1470,Les Elefants Terribles #1470,353,559.6416943522,6,Warmest Colour,Pink Salmon Vibrator,Brian DeMontana,Yorkshire,Contra Band,Recently Deceased
