ID,Name,Rank,Rarity_Score,Accessories-Scores,Attributes-Scores,Background-Scores,Body-Scores,Clothes-Scores,Face-Scores,Glasses-Scores,Hat-Scores,Legendary-Scores,Necklace-Scores
2838,BFMC #2838,1471,149.86748397523488,,2,15,5,90,19,16,,,
243,BFMC #243,1472,149.7276214902207,25,2,11,5,31,20,,52,,
492,BFMC #492,1473,149.72532416813894,17,2,11,8,67,17,,24,,
1227,BFMC #1227,1474,149.474083263516,,2,7,2,100,12,,24,,
5102,BFMC #5102,1475,149.40290004538662,,2,6,5,21,33,,56,,23
2049,BFMC #2049,1476,149.3244585999798,,2,11,5,90,20,18,,,
650,BFMC #650,1477,149.25906850822037,,2,11,5,27,20,15,67,,
1823,BFMC #1823,1478,149.25196462516877,39,2,14,9,40,27,15,,,
639,BFMC #639,1479,149.2082554622325,,2,6,5,82,20,,31,,
369,BFMC #369,1480,149.1597915526266,20,2,16,2,37,29,,39,,
4558,BFMC #4558,1481,149.08414927162033,,2,7,5,40,18,24,50,,
2068,BFMC #2068,1482,149.04533913906877,,2,14,8,51,27,,,,44
2545,BFMC #2545,1483,148.95166095767775,,2,7,5,96,19,,,,17
4552,BFMC #4552,1484,148.86937348614526,,2,7,2,29,20,18,67,,
661,BFMC #661,1485,148.83164435136473,,13,7,5,33,20,16,34,,17
895,BFMC #895,1486,148.76926261425447,25,2,15,2,31,27,,44,,
3839,BFMC #3839,1487,148.71548894854575,25,2,7,5,90,18,,,,
4254,BFMC #4254,1488,148.7049537092289,,7,7,5,116,12,,,,
3291,BFMC #3291,1489,148.6625712782886,17,2,7,8,74,19,18,,,
4285,BFMC #4285,1490,148.61592458228264,,2,7,8,66,20,,44,,
2323,BFMC #2323,1491,148.56282914419253,25,2,7,2,49,18,,44,,
3776,BFMC #3776,1492,148.49414389301708,,2,7,5,35,33,24,39,,
3768,BFMC #3768,1493,148.47705213925838,,7,7,2,116,14,,,,
1859,BFMC #1859,1494,148.435617373058,,2,7,2,74,27,,34,,
4027,BFMC #4027,1495,148.42679190668477,20,2,14,9,50,33,16,,,
1312,BFMC #1312,1496,148.3566595797123,,2,11,9,29,19,24,50,,
3038,BFMC #3038,1497,148.23651934957675,,2,7,5,37,19,,76,,
1221,BFMC #1221,1498,148.2204533331617,,2,7,2,67,20,16,31,,
439,BFMC #439,1499,148.18008722154073,,2,6,8,51,33,,45,,
186,BFMC #186,1500,148.17799748307786,,2,15,5,29,20,50,25,,
4270,BFMC #4270,1501,148.11445211155677,,2,15,5,88,20,16,,,
2120,BFMC #2120,1502,147.98718197381572,,2,16,5,33,44,,46,,
1601,BFMC #1601,1503,147.97455300914922,,2,7,2,66,28,16,25,,
1088,BFMC #1088,1504,147.94440324157307,,2,11,5,51,19,25,31,,
2601,BFMC #2601,1505,147.94002028313878,,2,14,5,26,31,16,50,,
3958,BFMC #3958,1506,147.902789787366,,2,7,9,34,33,,60,,
3649,BFMC #3649,1507,147.87082278123333,17,2,15,8,29,20,54,,,
411,BFMC #411,1508,147.84127628778307,20,13,15,8,34,12,25,,,17
264,BFMC #264,1509,147.8133984829895,,2,6,2,51,33,50,,,
5101,BFMC #5101,1510,147.7965451864408,39,2,6,9,51,20,16,,,
2435,BFMC #2435,1511,147.6878387490358,,7,7,2,96,33,,,,
2356,BFMC #2356,1512,147.62350941841248,,2,16,5,45,24,18,34,,
1757,BFMC #1757,1513,147.59650695441263,,2,16,5,35,69,18,,,
2404,BFMC #2404,1514,147.58687924689133,,2,15,5,40,27,16,39,,
1249,BFMC #1249,1515,147.5474319542243,17,2,15,8,26,20,,56,,
2930,BFMC #2930,1516,147.49883344408838,,2,6,5,51,24,,56,,
3416,BFMC #3416,1517,147.40073011147098,,2,7,2,88,28,18,,,
191,BFMC #191,1518,147.3482840933857,,2,11,5,26,31,16,52,,
683,BFMC #683,1519,147.33556268866352,,2,7,8,26,20,32,50,,
1517,BFMC #1517,1520,147.2734982521512,,2,6,2,31,19,,39,,44
2527,BFMC #2527,1521,147.20762637196813,,2,7,8,51,19,,58,,
4419,BFMC #4419,1522,147.0932207697317,17,2,7,9,74,20,15,,,
3998,BFMC #3998,1523,147.0549521847991,,7,6,2,96,33,,,,
1410,BFMC #1410,1524,146.98108794965333,,2,7,2,33,17,25,58,,
3576,BFMC #3576,1525,146.97000852814102,17,2,7,5,31,14,,67,,
2059,BFMC #2059,1526,146.95219552254477,,2,14,2,33,18,15,60,,
3053,BFMC #3053,1527,146.90041391169711,,2,14,5,35,31,32,24,,
4166,BFMC #4166,1528,146.86978389194115,20,13,7,9,27,19,,31,,17
2868,BFMC #2868,1529,146.864673295957,,2,7,2,50,19,32,31,,
256,BFMC #256,1530,146.86248171011212,,2,7,9,29,44,,53,,
627,BFMC #627,1531,146.858928497529,,2,11,5,40,14,22,50,,
2081,BFMC #2081,1532,146.843499407094,,2,11,2,31,20,,78,,
2134,BFMC #2134,1533,146.7903856569954,25,2,6,8,29,18,,56,,
4208,BFMC #4208,1534,146.57133278534184,,2,15,5,37,19,22,44,,
934,BFMC #934,1535,146.5012844730908,,2,7,5,26,58,15,31,,
563,BFMC #563,1536,146.47260151193373,,2,11,8,37,69,16,,,
4972,BFMC #4972,1537,146.46807339649735,,2,6,2,67,19,,24,,23
2085,BFMC #2085,1538,146.4478890100892,,7,15,2,90,29,,,,
653,BFMC #653,1539,146.42630785115665,,2,15,9,44,58,16,,,
2390,BFMC #2390,1540,146.41764714423994,,2,11,5,34,24,15,52,,
1793,BFMC #1793,1541,146.4108091189863,,2,6,9,88,20,18,,,
4189,BFMC #4189,1542,146.39991706623022,,2,7,2,96,12,,25,,
1592,BFMC #1592,1543,146.20469599652276,,2,7,5,48,19,,46,,17
3105,BFMC #3105,1544,146.1470541841759,17,2,11,9,67,20,16,,,
3788,BFMC #3788,1545,146.0695857771122,,2,7,2,31,18,16,67,,
1130,BFMC #1130,1546,146.03738331063,,2,11,5,26,18,24,56,,
4738,BFMC #4738,1547,145.98493725236824,,7,15,5,85,31,,,,
391,BFMC #391,1548,145.8858765775902,,2,11,5,51,17,25,31,,
1303,BFMC #1303,1549,145.86293312557393,17,2,7,5,74,20,18,,,
2505,BFMC #2505,1550,145.8429053033451,,2,14,5,31,20,25,46,,
1267,BFMC #1267,1551,145.73235786218436,,2,6,5,48,19,,46,,17
1098,BFMC #1098,1552,145.61648847937045,25,2,16,2,44,20,,34,,
2229,BFMC #2229,1553,145.52365563357293,,2,11,5,82,18,,24,,
812,BFMC #812,1554,145.51188472946524,,2,15,8,82,19,16,,,
4155,BFMC #4155,1555,145.50779469544375,,2,15,5,51,20,,50,,
3952,BFMC #3952,1556,145.42477807293525,,2,7,2,26,28,,78,,
2861,BFMC #2861,1557,145.30306441959218,25,2,7,2,88,20,,,,
3157,BFMC #3157,1558,145.21261331265544,,2,6,5,35,12,,82,,
896,BFMC #896,1559,145.19488782689157,,2,6,2,96,20,16,,,
3873,BFMC #3873,1560,145.1939716340319,25,2,11,5,82,18,,,,
4670,BFMC #4670,1561,145.13792992488155,,2,7,2,21,18,,93,,
641,BFMC #641,1562,145.1215470283888,20,2,6,5,26,44,,39,,
625,BFMC #625,1563,145.08169191420944,,2,7,5,40,20,16,52,,
4306,BFMC #4306,1564,144.92754600353965,25,2,7,5,26,20,,58,,
816,BFMC #816,1565,144.90040186729212,,2,16,5,51,18,50,,,
3271,BFMC #3271,1566,144.89332283818084,,2,11,5,66,20,,39,,
4580,BFMC #4580,1567,144.89319414584367,,2,7,2,51,20,16,44,,
5023,BFMC #5023,1568,144.82045623369328,,2,7,5,21,18,50,38,,
3851,BFMC #3851,1569,144.69408385637726,,2,7,5,46,31,50,,,
785,BFMC #785,1570,144.65015038051394,,2,11,2,82,29,15,,,
25,BFMC #25,1571,144.6220795546228,,2,7,5,82,14,,31,,
1255,BFMC #1255,1572,144.55081973090222,,7,15,2,85,33,,,,
2963,BFMC #2963,1573,144.53422203388934,,2,15,5,44,31,,45,,
2344,BFMC #2344,1574,144.5016980549462,,2,15,8,51,14,16,34,,
103,BFMC #103,1575,144.47428349807856,,2,7,2,69,19,,44,,
4913,BFMC #4913,1576,144.26065179515064,17,2,6,2,67,29,,,,17
1660,BFMC #1660,1577,144.24667273410512,,7,7,2,96,29,,,,
4418,BFMC #4418,1578,144.2436791754456,,2,16,2,50,19,,52,,
1502,BFMC #1502,1579,144.22355356099845,,2,7,5,34,19,22,52,,
2420,BFMC #2420,1580,144.18378403072134,,2,11,2,40,19,,67,,
4459,BFMC #4459,1581,144.1693471176585,,7,7,2,107,19,,,,
2439,BFMC #2439,1582,144.1310114544112,,2,15,9,44,33,,38,,
2643,BFMC #2643,1583,144.11839846918306,,2,15,5,44,18,,58,,
2719,BFMC #2719,1584,144.09267533204851,,2,15,5,51,44,24,,,
4903,BFMC #4903,1585,144.0873173500721,,2,7,9,44,20,16,44,,
1126,BFMC #1126,1586,144.06015262412902,25,2,11,5,34,19,,46,,
2392,BFMC #2392,1587,144.00359244597132,,2,11,2,51,14,16,44,,
4762,BFMC #4762,1588,143.96238677687657,,7,7,5,103,20,,,,
1511,BFMC #1511,1589,143.95187296209227,,2,16,5,35,12,18,52,,
2313,BFMC #2313,1590,143.95017877753315,17,2,11,5,74,14,,,,17
837,BFMC #837,1591,143.89395598911446,,2,7,8,80,20,,25,,
3397,BFMC #3397,1592,143.8911815611029,,2,11,5,21,18,16,67,,
637,BFMC #637,1593,143.85239555882342,,2,11,9,27,31,,60,,
4882,BFMC #4882,1594,143.82340065638377,,2,7,5,80,31,16,,,
3652,BFMC #3652,1595,143.76959272492,,2,11,5,88,20,16,,,
4282,BFMC #4282,1596,143.6978890100892,,7,15,2,88,29,,,,
990,BFMC #990,1597,143.63144503739318,,2,7,5,26,33,50,,,17
4661,BFMC #4661,1598,143.46809286199112,25,2,7,8,27,20,,52,,
693,BFMC #693,1599,143.39879997011778,,2,14,5,46,58,16,,,
735,BFMC #735,1600,143.2946713697796,,2,7,2,90,14,25,,,
3027,BFMC #3027,1601,143.21224728163264,,2,7,5,88,14,25,,,
2579,BFMC #2579,1602,143.1706026440807,17,13,11,5,27,18,25,24,,
4981,BFMC #4981,1603,143.16711313314184,,2,7,2,35,19,,76,,
1427,BFMC #1427,1604,143.12531038157394,20,2,7,9,45,12,,45,,
2378,BFMC #2378,1605,143.05669586644214,,2,16,5,37,18,16,46,,
4731,BFMC #4731,1606,143.03242883898292,,7,11,8,90,24,,,,
3024,BFMC #3024,1607,143.01689689961967,,2,11,9,26,18,50,,,23
1887,BFMC #1887,1608,142.9713613086386,,2,15,8,48,33,,34,,
1040,BFMC #1040,1609,142.8448063539765,,2,7,2,88,20,22,,,
3364,BFMC #3364,1610,142.83899640521597,,2,7,2,33,24,22,50,,
4286,BFMC #4286,1611,142.83073447371015,,2,7,5,29,18,54,24,,
1669,BFMC #1669,1612,142.75688685690102,,7,7,2,74,50,,,,
1844,BFMC #1844,1613,142.54944896369142,,2,7,2,46,33,50,,,
1665,BFMC #1665,1614,142.51604722898375,,2,15,8,37,24,,53,,
5014,BFMC #5014,1615,142.51048926591668,,2,14,2,33,20,16,52,,
983,BFMC #983,1616,142.50235347954091,,2,11,2,66,20,,39,,
2088,BFMC #2088,1617,142.34644632899247,,2,7,2,51,28,50,,,
3790,BFMC #3790,1618,142.34215473159148,,7,7,2,96,28,,,,
2169,BFMC #2169,1619,142.32484004613497,,2,11,2,34,14,18,56,,
4315,BFMC #4315,1620,141.94097554526292,,2,14,5,29,20,,52,,17
3190,BFMC #3190,1621,141.8757700758602,,2,7,5,21,14,,90,,
2956,BFMC #2956,1622,141.78507250395052,,2,15,2,51,17,,51,,
1048,BFMC #1048,1623,141.7258200634555,,2,14,5,51,14,,52,,
1193,BFMC #1193,1624,141.72387365873678,,2,7,9,21,33,,67,,
2946,BFMC #2946,1625,141.67710444808992,20,2,7,2,31,24,,52,,
2450,BFMC #2450,1626,141.57427505404976,,2,6,2,51,27,50,,,
4023,BFMC #4023,1627,141.44693783553353,,2,16,5,27,31,,58,,
1192,BFMC #1192,1628,141.39486623099057,,7,7,5,88,33,,,,
3516,BFMC #3516,1629,141.38892698044418,,2,11,5,31,20,24,45,,
3800,BFMC #3800,1630,141.36444357985616,,2,11,2,31,14,24,52,,
3844,BFMC #3844,1631,141.35528368613828,,2,7,9,35,20,22,44,,
1799,BFMC #1799,1632,141.3546707406949,,2,7,2,50,24,,53,,
4975,BFMC #4975,1633,141.27006643903556,,2,15,2,69,28,,,,23
4165,BFMC #4165,1634,141.2602087161395,17,2,7,2,96,14,,,,
3417,BFMC #3417,1635,141.25862302837612,,2,11,8,37,20,16,,,44
662,BFMC #662,1636,141.19114919172443,,2,7,2,51,20,,56,,
4368,BFMC #4368,1637,141.16702257407675,,2,15,8,51,18,,44,,
2473,BFMC #2473,1638,141.09824563664932,,2,7,2,34,29,25,38,,
1439,BFMC #1439,1639,141.09455161272462,25,2,6,2,45,20,,38,,
2721,BFMC #2721,1640,141.08624127190748,17,2,15,5,29,18,,51,,
1472,BFMC #1472,1641,140.98975954979676,,2,14,2,21,17,,82,,
4932,BFMC #4932,1642,140.91245302654158,,2,6,8,48,17,25,31,,
3166,BFMC #3166,1643,140.8945922409217,,2,15,2,29,20,18,51,,
3010,BFMC #3010,1644,140.8905686870742,,2,15,2,26,19,74,,,
936,BFMC #936,1645,140.8841850921228,,7,11,2,90,28,,,,
2747,BFMC #2747,1646,140.88342714275046,,2,7,5,26,18,,80,,
476,BFMC #476,1647,140.84874014006596,,2,7,8,66,12,18,25,,
524,BFMC #524,1648,140.8371101018368,20,2,11,5,66,20,15,,,
2367,BFMC #2367,1649,140.80813551323914,,7,7,2,103,19,,,,
1062,BFMC #1062,1650,140.67852573903707,,2,7,5,31,31,16,45,,
753,BFMC #753,1651,140.6233682140754,,7,11,2,103,14,,,,
3500,BFMC #3500,1652,140.59370923740676,,2,7,5,90,20,15,,,
381,BFMC #381,1653,140.57651663303272,,7,6,9,82,33,,,,
786,BFMC #786,1654,140.51028030009547,,7,7,5,100,20,,,,
3214,BFMC #3214,1655,140.48342240338883,,2,7,9,51,19,50,,,
2944,BFMC #2944,1656,140.47480737733846,,2,7,5,74,19,,31,,
2886,BFMC #2886,1657,140.45547211753686,,2,7,8,26,19,50,25,,
3066,BFMC #3066,1658,140.45432742883804,,13,7,2,31,14,22,24,,23
1124,BFMC #1124,1659,140.4075000672018,,7,7,5,100,20,,,,
2960,BFMC #2960,1659,140.4075000672018,,7,7,5,100,20,,,,
3869,BFMC #3869,1661,140.34535896550764,,2,7,5,85,14,,25,,
141,BFMC #141,1662,140.28983763760658,,2,7,8,37,18,22,44,,
1099,BFMC #1099,1663,140.24305203966725,,7,16,2,85,28,,,,
1872,BFMC #1872,1664,140.23637326105344,,2,7,5,37,20,,67,,
3808,BFMC #3808,1665,140.13143880382862,,2,7,2,69,20,,38,,
34,BFMC #34,1666,140.00733915321558,20,2,7,5,31,18,54,,,
2851,BFMC #2851,1667,139.9874842231885,25,2,16,5,31,20,,38,,
1998,BFMC #1998,1668,139.98105452319666,,2,6,2,40,29,,58,,
2879,BFMC #2879,1669,139.88802068659422,,2,11,9,26,20,15,53,,
452,BFMC #452,1670,139.88400944978534,,2,16,2,26,17,74,,,
3342,BFMC #3342,1671,139.87815466473816,,7,11,2,88,29,,,,
2235,BFMC #2235,1672,139.8712475018472,,2,7,5,29,18,,53,,23
1154,BFMC #1154,1673,139.85533843275581,,2,6,2,33,18,,76,,
643,BFMC #643,1674,139.83831921177293,,2,15,5,74,20,22,,,
2423,BFMC #2423,1675,139.8224387980086,,2,15,8,35,18,18,39,,
4675,BFMC #4675,1676,139.79032285134585,17,2,14,2,88,14,,,,
2348,BFMC #2348,1677,139.78255909794692,,2,7,2,26,33,,67,,
4657,BFMC #4657,1678,139.76131382202107,,2,7,8,27,19,24,50,,
3732,BFMC #3732,1679,139.71247240127096,,2,6,5,85,14,,25,,
2999,BFMC #2999,1680,139.6269010008958,17,2,7,5,35,20,,51,,
4232,BFMC #4232,1681,139.56944305617452,,13,6,8,31,20,16,24,,17
4220,BFMC #4220,1682,139.56114842686154,39,2,15,2,27,19,,31,,
1254,BFMC #1254,1683,139.5438260727366,,2,16,2,35,29,,52,,
4349,BFMC #4349,1684,139.50339309967126,,2,7,2,49,24,,53,,
479,BFMC #479,1685,139.49809302188808,20,2,7,2,88,19,,,,
3837,BFMC #3837,1686,139.44261542909476,,2,14,2,31,19,15,53,,
4099,BFMC #4099,1687,139.39583601439307,17,2,7,8,51,20,,31,,
4185,BFMC #4185,1688,139.3727923315333,,7,15,5,90,20,,,,
3648,BFMC #3648,1689,139.28295842788535,,2,11,5,26,14,,78,,
1052,BFMC #1052,1690,139.22886702162126,20,2,7,5,45,12,,46,,
3171,BFMC #3171,1691,139.22378097236285,,7,7,2,103,18,,,,
4527,BFMC #4527,1692,139.15646443338954,20,2,11,8,51,18,25,,,
2294,BFMC #2294,1693,139.13714457346504,,2,6,5,37,14,15,56,,
5078,BFMC #5078,1694,139.0407326142604,,2,6,2,85,17,,24,,
4873,BFMC #4873,1695,139.03144676681683,,2,11,8,51,31,32,,,
4716,BFMC #4716,1696,139.0003593555569,,2,7,5,51,20,,51,,
5052,BFMC #5052,1697,138.94746475136242,,2,7,2,29,33,24,38,,
1420,BFMC #1420,1698,138.70352128736096,,7,7,5,74,44,,,,
4737,BFMC #4737,1699,138.63934572028904,,2,6,5,88,20,16,,,
947,BFMC #947,1700,138.602258843737,,2,7,9,29,19,24,45,,
4362,BFMC #4362,1701,138.57320713435908,17,2,14,2,49,20,,31,,
2327,BFMC #2327,1702,138.40803683826937,,2,7,2,31,12,24,56,,
920,BFMC #920,1703,138.37824385314337,,2,7,5,45,31,,46,,
511,BFMC #511,1704,138.31037691574508,,2,11,2,85,20,16,,,
4003,BFMC #4003,1705,138.2693416081213,25,2,7,2,82,18,,,,
2593,BFMC #2593,1706,138.25495218479912,,7,6,2,88,33,,,,
5066,BFMC #5066,1707,138.06986040433912,,2,15,8,26,20,18,45,,
1820,BFMC #1820,1708,138.0285027373674,,2,14,2,40,28,,50,,
1544,BFMC #1544,1709,137.97582265011528,,2,7,9,27,31,15,44,,
2811,BFMC #2811,1710,137.96437880925913,25,2,6,2,35,19,,46,,
883,BFMC #883,1711,137.88337118617275,,2,7,5,26,18,,78,,
1282,BFMC #1282,1712,137.86762484711966,25,2,7,5,27,24,,46,,
4647,BFMC #4647,1713,137.783541312549,,2,16,5,31,12,16,52,,
2252,BFMC #2252,1714,137.7146853439912,,2,11,5,74,18,,25,,
97,BFMC #97,1715,137.5925353746769,,2,7,5,31,14,15,60,,
4365,BFMC #4365,1716,137.55086560950963,,2,7,9,29,20,15,52,,
3243,BFMC #3243,1717,137.5233870024804,,2,7,5,67,14,15,25,,
725,BFMC #725,1718,137.49007067905467,20,2,6,2,51,28,25,,,
4548,BFMC #4548,1719,137.4738368363383,,7,11,5,69,44,,,,
3752,BFMC #3752,1720,137.45222209193213,,2,6,9,37,17,,39,,23
747,BFMC #747,1721,137.4253417893078,,2,7,5,85,18,18,,,
3698,BFMC #3698,1722,137.1898293159848,,2,7,5,90,12,18,,,
1537,BFMC #1537,1723,137.14919295875598,,2,6,5,29,20,15,58,,
4940,BFMC #4940,1724,137.13793796456363,,2,6,2,29,17,,78,,
3703,BFMC #3703,1725,137.11179738904502,,2,7,5,45,18,18,39,,
2051,BFMC #2051,1726,137.0781889521235,,2,11,8,51,19,18,24,,
1372,BFMC #1372,1727,137.06184564375084,,2,16,9,44,12,,51,,
1740,BFMC #1740,1728,137.03486136483505,,2,11,5,44,33,16,,,23
574,BFMC #574,1729,137.0008039114959,,2,7,2,45,24,15,39,,
4918,BFMC #4918,1730,136.998397915367,20,2,15,5,51,18,,,,23
2231,BFMC #2231,1731,136.86158929739213,,2,11,5,26,69,22,,,
4410,BFMC #4410,1732,136.86023483374242,,2,7,2,21,27,,76,,
279,BFMC #279,1733,136.8478229997219,,2,6,5,82,14,,24,,
1188,BFMC #1188,1734,136.83381431755134,,2,7,5,88,18,15,,,
3363,BFMC #3363,1735,136.81676512616596,,7,11,2,90,24,,,,
2897,BFMC #2897,1736,136.80717815219955,,2,7,2,88,19,,,,17
4097,BFMC #4097,1737,136.72969616895588,,2,7,5,69,20,32,,,
1974,BFMC #1974,1738,136.69772087410718,39,2,6,5,45,20,16,,,
4546,BFMC #4546,1739,136.63248569586173,,2,16,9,21,19,15,51,,
2478,BFMC #2478,1740,136.60310702881813,,2,14,2,49,33,,34,,
5087,BFMC #5087,1741,136.57172834368964,,2,14,8,34,44,32,,,
1315,BFMC #1315,1742,136.5542956289623,,2,6,5,26,44,,51,,
1939,BFMC #1939,1743,136.51222299303777,,2,7,5,31,20,25,44,,
740,BFMC #740,1744,136.50067086237348,,7,11,2,96,18,,,,
3753,BFMC #3753,1745,136.45027998023494,,2,7,5,67,31,22,,,
2691,BFMC #2691,1746,136.43999513170533,20,2,7,8,,19,,78,,
567,BFMC #567,1747,136.41418063559655,,2,6,5,85,19,,,,17
682,BFMC #682,1748,136.3834876265365,,7,7,5,103,12,,,,
2062,BFMC #2062,1749,136.37665841164272,,7,11,5,96,14,,,,
2658,BFMC #2658,1750,136.23348529365921,,2,7,5,45,20,16,38,,
5011,BFMC #5011,1751,136.2186503517369,,2,16,5,31,58,22,,,
806,BFMC #806,1752,136.18062235022126,20,2,11,9,48,18,24,,,
4771,BFMC #4771,1753,136.14761210280966,,2,7,5,26,20,74,,,
3716,BFMC #3716,1754,136.08166929029778,,2,15,2,27,33,54,,,
2766,BFMC #2766,1755,136.04894221366695,,7,15,5,88,19,,,,
3077,BFMC #3077,1756,136.04627596046615,39,2,7,5,44,14,22,,,
1105,BFMC #1105,1757,135.8339152836173,,2,15,5,46,14,25,25,,
75,BFMC #75,1758,135.81144732194824,,2,16,5,49,12,,50,,
3394,BFMC #3394,1759,135.8027647352359,,2,11,2,26,50,16,24,,
1649,BFMC #1649,1760,135.75841078230098,,2,7,2,21,12,22,67,,
121,BFMC #121,1761,135.69682351421812,,2,7,5,21,24,22,52,,
3494,BFMC #3494,1762,135.6173395483404,17,2,7,8,31,18,,50,,
3435,BFMC #3435,1763,135.61488982292764,,2,6,2,34,20,,45,,23
3217,BFMC #3217,1764,135.59653821284724,,2,11,5,26,19,18,51,,
4586,BFMC #4586,1765,135.59007033698558,,2,15,2,21,33,,60,,
375,BFMC #375,1766,135.58153558915154,,2,7,2,90,14,,,,17
4642,BFMC #4642,1767,135.55783150036405,,2,7,5,51,19,24,24,,
2421,BFMC #2421,1768,135.5561640934221,,2,7,8,46,19,16,34,,
4486,BFMC #4486,1769,135.5297449145059,,2,16,2,40,20,,53,,
4498,BFMC #4498,1770,135.52103418062316,,2,15,2,21,17,,76,,
204,BFMC #204,1771,135.43662142213165,,2,15,9,33,20,,53,,
1304,BFMC #1304,1772,135.299406817537,,2,7,9,74,24,16,,,
3931,BFMC #3931,1773,135.26684394071177,,2,6,2,88,18,,,,17
1229,BFMC #1229,1774,135.2210212350563,20,2,6,2,37,20,,45,,
2588,BFMC #2588,1775,135.1202869803127,,2,7,5,29,69,22,,,
2126,BFMC #2126,1776,135.08929701721362,,2,6,8,35,12,25,44,,
1673,BFMC #1673,1777,135.08128991606884,,2,6,9,31,69,15,,,
2027,BFMC #2027,1778,135.04571206950712,,2,7,2,69,19,,34,,
497,BFMC #497,1779,135.03607010449267,,2,7,5,50,19,24,25,,
5028,BFMC #5028,1780,134.95717995025865,,2,7,2,29,19,,56,,17
3545,BFMC #3545,1781,134.9557251845224,,2,15,5,35,24,16,34,,
4780,BFMC #4780,1782,134.91253497649868,,2,16,5,51,19,15,24,,
4053,BFMC #4053,1783,134.88652590276058,,2,15,2,26,27,15,45,,
2794,BFMC #2794,1784,134.8434712303832,20,13,7,8,26,18,16,24,,
244,BFMC #244,1785,134.70964964413693,,2,11,2,88,14,15,,,
112,BFMC #112,1786,134.66245027146743,,2,7,5,45,18,,31,,23
1772,BFMC #1772,1787,134.61433724652147,,2,7,2,88,18,16,,,
2759,BFMC #2759,1788,134.59742351040086,,2,7,2,26,28,,67,,
960,BFMC #960,1789,134.47612350468484,,2,11,5,51,18,,,,44
4700,BFMC #4700,1790,134.4063145439405,,2,15,2,74,20,18,,,
3617,BFMC #3617,1791,134.32581830876774,,2,11,2,74,20,,,,23
2534,BFMC #2534,1792,134.27830589205794,,2,7,2,85,19,16,,,
532,BFMC #532,1793,134.1716995288632,,2,15,2,27,24,16,45,,
1316,BFMC #1316,1794,134.1673064168015,,2,7,5,48,18,,52,,
1973,BFMC #1973,1795,134.1150303706789,,2,6,2,85,12,,24,,
1599,BFMC #1599,1796,134.07997708931532,,2,7,5,21,12,24,60,,
926,BFMC #926,1797,134.0791283951057,,2,7,5,74,20,24,,,
1042,BFMC #1042,1798,134.0305824713589,,2,11,5,35,18,16,44,,
863,BFMC #863,1799,134.00023575676119,,2,11,2,34,27,16,38,,
1251,BFMC #1251,1800,133.99303326914017,,2,7,5,74,20,,24,,
108,BFMC #108,1801,133.94989207961612,,2,14,2,40,14,15,44,,
1311,BFMC #1311,1802,133.93015002582985,,7,7,2,96,19,,,,
1526,BFMC #1526,1803,133.8350455891694,,2,6,2,29,18,50,,,23
4137,BFMC #4137,1804,133.833823507492,,2,7,9,31,20,16,45,,
1470,BFMC #1470,1805,133.7902852849211,,2,14,2,50,12,50,,,
4870,BFMC #4870,1806,133.78856402505295,,2,7,5,37,24,24,31,,
331,BFMC #331,1807,133.77171061173416,,2,6,5,31,20,,67,,
1201,BFMC #1201,1808,133.75357125232966,20,2,15,2,33,14,,44,,
2795,BFMC #2795,1809,133.700186438741,,2,7,5,33,20,24,39,,
266,BFMC #266,1810,133.6987188905661,,7,7,2,82,33,,,,
2729,BFMC #2729,1811,133.65271753585998,,2,7,5,66,20,32,,,
4597,BFMC #4597,1812,133.61114066951149,,2,15,5,40,20,,50,,
4490,BFMC #4490,1813,133.6078275945453,,2,7,5,29,19,,52,,17
76,BFMC #76,1814,133.59228520647196,,7,6,8,90,20,,,,
2675,BFMC #2675,1815,133.58119255715022,,2,11,5,29,20,24,39,,
3757,BFMC #3757,1816,133.5421547315915,,7,7,2,88,28,,,,
635,BFMC #635,1817,133.52323205007616,,2,6,9,44,12,,58,,
4622,BFMC #4622,1818,133.39483977722355,,2,15,2,66,14,,31,,
2717,BFMC #2717,1819,133.36039073282095,,2,14,9,29,27,32,,,17
4202,BFMC #4202,1820,133.35107984281302,,2,7,5,40,24,18,34,,
2383,BFMC #2383,1821,133.31098143426192,,2,11,9,,31,15,38,,23
1966,BFMC #1966,1822,133.2665484948304,,7,7,8,90,19,,,,
1976,BFMC #1976,1823,133.23873456299475,,2,7,5,44,19,16,38,,
3111,BFMC #3111,1824,133.2377897669996,,2,7,5,37,20,,60,,
2472,BFMC #2472,1825,133.18948169616382,,2,6,2,31,24,18,46,,
581,BFMC #581,1826,133.1488200764671,,7,7,9,88,20,,,,
4426,BFMC #4426,1827,133.1231019117131,,2,7,2,34,19,16,50,,
1925,BFMC #1925,1828,133.0591232811747,,2,7,2,31,12,,76,,
3353,BFMC #3353,1829,132.94373252759632,,2,6,5,69,24,,25,,
2084,BFMC #2084,1830,132.84578912302138,25,2,11,8,26,19,,39,,
4412,BFMC #4412,1831,132.83033744014523,,2,15,2,26,28,25,31,,
2769,BFMC #2769,1832,132.8295476185827,,2,6,2,31,19,24,,,44
3604,BFMC #3604,1833,132.80046092370816,,2,14,5,34,14,16,,,44
4812,BFMC #4812,1834,132.75759893976763,,2,6,5,49,19,,50,,
4698,BFMC #4698,1835,132.73598231382948,,2,14,5,35,17,32,25,,
1243,BFMC #1243,1836,132.7175965417378,,7,11,2,90,20,,,,
