ID,Name,Rank,Rarity_Score,Attributes,Background,BodyObj,CardBank,Class,ClothPattern,ClothesObj,Ear,Expression,Extra,FaceObj,FaceTex,Foreground,Hair,HandObj,HandObj2,Hat,HeadObj,LeftHand,LeftShoulder,Mouth,Nose,RightHand,RightShoulder,Skin,Smock,Tail,Team,Whiskers
3292,Tez Dozen Team μ #412,118,2848.115259358302,13,#b9d6c7,,regular,regular,mu_ptn24,,,,,mu_faceObj4,,mu_fg29,,flower8,,mu_hat18,,no,sun,,,yes,,pigC_5,,,mu,
3162,Tez Dozen Team μ #282,119,2843.638770330089,13,#92d48b,mu_bodyObj2,regular,regular,mu_ptn14,,,,,mu_faceObj16,,mu_fg23,,lollipop,,mu_hat16,,no,,,,yes,,pigB_2,,,mu,
2906,Tez Dozen Team μ #026,120,2841.4216102901464,12,#9fdfe0,mu_bodyObj12,regular,regular,,,,,,,,mu_fg22,,icecream2,,mu_hat28,,no,rabbit,,,yes,,pigD_1,,,mu,
2940,Tez Dozen Team μ #060,121,2826.2799939156534,12,#ecd89c,,regular,regular,mu_ptn25,,,,torch2,,,mu_fg21,,pencil,,mu_hat18,,no,,,,yes,,pigC_5,,,mu,
3360,Tez Dozen Team μ #480,122,2813.5456312710053,13,#85f4ff,mu_bodyObj18,regular,regular,,,,,,mu_faceObj18,,mu_fg37,,snake3,,mu_hat37,,no,bug3,,,yes,,pigE_3,,,mu,
318,Tez Dozen Team γ #078,123,2806.855562130096,15,#ff8677,,regular,regular,,no,,,,,,gamma_typeA,,rabbit,,,,yes,flatfish,gamma_typeC,,yes,butterfly2,black,,gamma_typeB,gamma,gamma_typeA
2900,Tez Dozen Team μ #020,124,2801.523600557471,15,#b3cfff,mu_bodyObj16,regular,regular,mu_ptn28,,,,boar,mu_faceObj12,,mu_fg19,,,,mu_hat6,,no,little_hamburger,,,yes,piggy,pigH_3,,,mu,
2981,Tez Dozen Team μ #101,125,2789.358643425215,13,#e1daa5,mu_bodyObj2,regular,regular,mu_ptn0,,,,,,,mu_fg3,,icecream3,,mu_hat13,,no,sun,,,yes,,pigB_1,,,mu,
3169,Tez Dozen Team μ #289,126,2778.0917769039065,12,#e6d4ac,mu_bodyObj4,regular,regular,,,,,bird_on_boat,,,mu_fg26,,flower5,,mu_hat47,,no,,,,yes,,pigG_4,,,mu,
3129,Tez Dozen Team μ #249,127,2774.94666058232,12,#eaa2a6,,regular,regular,,,,,spirit_on_horse,mu_faceObj5,,mu_fg4,,piggy_fan,,mu_hat1,,no,,,,yes,,pigC_1,,,mu,
3048,Tez Dozen Team μ #168,128,2770.506898419842,14,#d0d0f7,mu_bodyObj18,regular,regular,mu_ptn28,,,,cat2,,,mu_fg21,,torch,,mu_hat52,,no,little_monkey,,,yes,,pigH_4,,,mu,
39,Tez Dozen Team α #039,129,2761.0417888318193,15,#bbad66,,regular,regular,,no,,,,alpha_typeD,,,,flower,,leaves,alpha_typeC,yes,bird,,,yes,,lightgreen,,alpha_typeB,alpha,alpha_typeA
2601,Tez Dozen Team λ #201,130,2758.774542448954,15,#ed9eff,lambda_bodyObj2,regular,regular,lambda_ptn5,,,,,lambda_faceObj7,,lambda_fg27,,lotus2,,lambda_hat10,,no,ant,,,yes,,dogF_2,,lambda_tail5,lambda,
3109,Tez Dozen Team μ #229,131,2755.980302187569,14,#fec735,mu_bodyObj7,regular,regular,,,,,,mu_faceObj22,,mu_fg37,,snake3,,mu_hat38,,yes,coral,,,yes,bug,pigE_4,,,mu,
3303,Tez Dozen Team μ #423,132,2752.234578819761,14,#a3dcd1,,sextuple,regular,mu_ptn1,,,,,mu_faceObj7,,mu_fg16,,yellow_chick,,mu_hat0,,yes,pin,,,yes,lizard2,pigC_1,,,mu,
3301,Tez Dozen Team μ #421,133,2746.571596912928,14,#e6d4ac,mu_bodyObj7,regular,regular,mu_ptn14,,,,,mu_faceObj16,,mu_fg10,,branches,,mu_hat13,,yes,,,,yes,piggy2,pigB_2,,,mu,
2557,Tez Dozen Team λ #157,134,2744.6259669360215,14,#01bcc7,,regular,regular,lambda_ptn31,,,,,lambda_faceObj5,,lambda_fg12,,scissors,broom,lambda_hat4,,yes,,,,yes,,dogG_7,,lambda_rare,lambda,
2499,Tez Dozen Team λ #099,135,2739.611395748065,14,#01bcc7,lambda_bodyObj0,sextuple,regular,lambda_ptn4,,,,,lambda_faceObj7,,lambda_fg23,,scissors,lotus2,,,yes,,,,yes,,dogD_4,,lambda_tail4,lambda,
3199,Tez Dozen Team μ #319,136,2738.033596690362,15,#ecccc2,mu_bodyObj15,regular,regular,mu_ptn2,,,,boar,mu_faceObj10,,mu_fg17,,sword,,mu_hat38,,no,moth,,,yes,,pigE_6,,,mu,
2884,Tez Dozen Team μ #004,137,2737.6861313739437,14,#bce5c4,mu_bodyObj20,sextuple,regular,mu_ptn0,,,,,mu_faceObj15,,mu_fg9,,carrot,,mu_hat17,,no,cat,,,yes,,pigB_0,,,mu,
3110,Tez Dozen Team μ #230,138,2726.6667937391358,13,#92ffe8,mu_bodyObj15,regular,regular,,,,,,mu_faceObj22,,mu_fg33,,,,mu_hat35,,yes,calligraphy,,,yes,flatfish3,pigE_0,,,mu,
2575,Tez Dozen Team λ #175,139,2725.271306672554,13,#75653b,lambda_bodyObj0,regular,regular,,,,,hamburger,,,lambda_fg3,,lollipop,,lambda_hat9,,no,cat,,,yes,,dogA_2,,,lambda,
266,Tez Dozen Team γ #026,140,2724.6390476222455,16,#ff8677,,regular,regular,,no,,,,,,gamma_typeB,,jellyfish,,bamboo_hat,,yes,flatfish,gamma_typeA,,yes,pinetree,blue,,gamma_typeC,gamma,gamma_typeB
3240,Tez Dozen Team μ #360,141,2723.0034692990216,14,#d4b481,mu_bodyObj15,regular,regular,,,,,mole,mu_faceObj6,,mu_fg27,,fish_and_spear,,mu_hat54,,no,little_hamburger,,,yes,,pigH_1,,,mu,
3066,Tez Dozen Team μ #186,142,2722.7973243817314,12,#ecccc2,mu_bodyObj10,regular,regular,,,,,,,,mu_fg24,,,,mu_hat23,,no,calligraphy,,,no,piggy2,pigD_0,,,mu,
3159,Tez Dozen Team μ #279,143,2719.867632980004,13,#fec735,mu_bodyObj3,regular,regular,mu_ptn10,,,,,,,mu_fg33,,baguette,,mu_hat24,,no,little_monkey,,,yes,,pigD_1,,,mu,
47,Tez Dozen Team α #047,144,2718.537321844581,16,#ecf600,,regular,regular,horizon,no,,,,alpha_typeB,,,,,,tree2,alpha_typeA,no,mouse,,,no,bee,lightgreen,,alpha_typeA,alpha,alpha_typeB
2964,Tez Dozen Team μ #084,145,2716.365746248556,14,#b9d6c7,mu_bodyObj5,regular,regular,,,,,,mu_faceObj20,,mu_fg33,,anchor,,mu_hat35,,yes,bug3,,,yes,beetle2,pigE_0,,,mu,
3253,Tez Dozen Team μ #373,146,2694.8092085998164,13,#b5ccf4,mu_bodyObj26,regular,regular,,,,,,mu_faceObj12,,mu_fg34,,broom,,mu_hat7,,yes,,,,yes,crab,pigH_1,,,mu,
3216,Tez Dozen Team μ #336,147,2694.566405482351,12,#aedea7,mu_bodyObj6,regular,regular,mu_ptn21,,,,,,,mu_fg18,,,,mu_hat49,,no,pin,,,no,,pigG_4,,,mu,
3000,Tez Dozen Team μ #120,148,2691.1183934055184,13,#85f4ff,mu_bodyObj15,regular,regular,,,,,,mu_faceObj20,,mu_fg31,,,,mu_hat34,,no,cat3,,,no,beetle2,pigE_4,,,mu,
2733,Tez Dozen Team λ #333,149,2686.3785752157855,13,#ffb184,,regular,regular,lambda_ptn28,,,,,,,lambda_fg12,,,,lambda_hat24,,no,flatfish,,,no,snake4,dogC_3,,lambda_tail5,lambda,
3015,Tez Dozen Team μ #135,150,2676.4851221207814,12,#f4e05e,mu_bodyObj22,regular,regular,,,,,dog,,,mu_fg34,,anchor,,mu_hat50,,no,,,,yes,,pigG_2,,,mu,
3222,Tez Dozen Team μ #342,151,2674.3733865211693,14,#bedaff,mu_bodyObj2,regular,regular,mu_ptn9,,,,,mu_faceObj17,,mu_fg9,,shovel,,mu_hat23,,yes,,,,yes,piggy2,pigD_2,,,mu,
2967,Tez Dozen Team μ #087,152,2669.5342143254747,14,#c5d599,,sextuple,regular,mu_ptn22,,,,boar,mu_faceObj2,,mu_fg15,,,,mu_hat21,,no,cat,,,yes,bug,pigC_5,,,mu,
3187,Tez Dozen Team μ #307,153,2669.392689800626,12,#92ffe8,,regular,regular,,,,,,mu_faceObj12,,mu_fg39,,,,mu_hat23,,no,bug4,,,no,bug,pigH_4,,,mu,
73,Tez Dozen Team α #073,154,2666.5971491302494,17,#b6e4bf,,sextuple,artist_original,,no,,,,alpha_typeA,,mouse,,branches,,tree2,alpha_typeA,no,bird,,,yes,tree,orange,,alpha_typeA,alpha,alpha_typeA
2613,Tez Dozen Team λ #213,155,2658.584828193794,13,#b5d4cb,lambda_bodyObj2,regular,regular,lambda_ptn11,,,,,,,lambda_fg28,,peacock,,lambda_hat33,,no,bird,,,yes,,dogA_1,,,lambda,
199,Tez Dozen Team β #079,156,2658.012380730613,13,#6dbcd5,,sextuple,regular,,,,,,beta_typeD,,tri-eye,,,,palm_tree,beta_typeB,no,,,beta_typeC,yes,,dark_ash,,beta_typeC,beta,
2905,Tez Dozen Team μ #025,157,2655.0187737269516,13,#84d2bb,mu_bodyObj18,regular,regular,mu_ptn26,,,,,mu_faceObj10,,mu_fg20,,,,mu_hat34,,no,,,,no,snake4,pigE_5,,,mu,
3019,Tez Dozen Team μ #139,158,2649.125797238275,14,#9fdfe0,mu_bodyObj17,regular,regular,,,,,,mu_faceObj22,,mu_fg27,,lotus3,,mu_hat31,,yes,little_hamburger,,,yes,butterfly3,pigE_1,,,mu,
3250,Tez Dozen Team μ #370,159,2643.5861171009656,13,#9ae4ce,mu_bodyObj6,regular,regular,,,,,boar,mu_faceObj12,,mu_fg14,,icecream3,,,,no,bird4,,,yes,,pigA_0,,,mu,
1634,Tez Dozen Team ι #194,160,2638.399263380216,17,tex,iota_bodyObj19,sextuple,regular,,,iota_ear2,,iota_rare,iota_faceObj8,iota_faceTex0,iota_fg0,,flash,,iota_hat4,,no,little_hamburger,,,yes,,monkeyA_green,,iota_rare,iota,
3194,Tez Dozen Team μ #314,161,2636.4468777519846,13,#b8caff,mu_bodyObj23,regular,regular,mu_ptn20,,,,,,,mu_fg10,,ham,,mu_hat13,,yes,,,,yes,smilebird,pigB_1,,,mu,
3308,Tez Dozen Team μ #428,162,2627.1383182504965,14,#acd6ff,mu_bodyObj26,regular,regular,mu_ptn28,,,,,,,mu_fg29,,anchor,,mu_hat6,,yes,mouse,,,yes,butterfly3,pigH_4,,,mu,
112,Tez Dozen Team α #112,163,2619.5849813950513,13,#ff8402,,regular,regular,dot,no,,,,alpha_typeB,,,,,,,alpha_typeB,no,,,,no,tree2,orange,,,alpha,alpha_typeC
2723,Tez Dozen Team λ #323,164,2615.993582182285,14,#ffa330,lambda_bodyObj0,regular,regular,lambda_ptn12,,,,,lambda_faceObj6,,lambda_fg10,,green_branch,,lambda_hat24,,yes,whale,,,yes,,dogA_3,,,lambda,
3135,Tez Dozen Team μ #255,165,2613.514565464196,13,#d4b481,mu_bodyObj13,regular,regular,,,,,,mu_faceObj3,,mu_fg25,,lotus3,,mu_hat24,,no,bird4,,,yes,,pigD_2,,,mu,
2682,Tez Dozen Team λ #282,166,2611.4480698646953,15,#80ced3,lambda_bodyObj1,regular,regular,lambda_ptn10,,,,toybox,lambda_faceObj7,,lambda_fg25,,sword,,lambda_hat23,,no,whale,,,yes,,dogA_6,,,lambda,
2784,Tez Dozen Team λ #384,167,2609.001196480239,13,#01bcc7,lambda_bodyObj2,regular,regular,lambda_ptn10,,,,,,,lambda_fg26,,lotus3,,lambda_hat31,,no,player4,,,yes,,dogA_3,,,lambda,
3167,Tez Dozen Team μ #287,168,2608.148857943625,13,#ffbca7,mu_bodyObj5,regular,regular,mu_ptn26,,,,,,,mu_fg37,,fish_and_spear,,mu_hat32,,no,calligraphy,,,yes,,pigE_3,,,mu,
3186,Tez Dozen Team μ #306,169,2607.9651602504473,14,#f4e05e,mu_bodyObj25,regular,regular,mu_ptn22,,,,,,,mu_fg25,,pu_fan,,mu_hat41,,yes,bug2,,,yes,bug,pigF_0,,,mu,
3080,Tez Dozen Team μ #200,170,2607.026844512737,14,#c5d599,mu_bodyObj21,sextuple,regular,,,,,boar,mu_faceObj13,,mu_fg15,,,,mu_hat14,,no,pin,,,yes,crab,pigB_0,,,mu,
2850,Tez Dozen Team λ #450,171,2601.639327967316,15,#becbdf,lambda_bodyObj2,regular,regular,lambda_ptn9,,,,cactus,lambda_faceObj6,,lambda_fg0,,,,lambda_hat9,,no,bug2,,,yes,fish,dogA_0,,,lambda,
3071,Tez Dozen Team μ #191,172,2601.1908105831753,14,#ff6100,,regular,regular,mu_ptn26,,,,,mu_faceObj2,,mu_fg16,,anchor,,mu_hat1,,yes,bird4,,,yes,bug,pigC_2,,,mu,
3090,Tez Dozen Team μ #210,173,2598.8624387957398,13,#c5d599,,sextuple,regular,mu_ptn24,,,,,mu_faceObj13,,mu_fg32,,,,mu_hat20,,no,pin,,,no,snake4,pigC_5,,,mu,
3028,Tez Dozen Team μ #148,174,2591.933463484851,14,#ecd89c,mu_bodyObj22,regular,regular,mu_ptn12,,,,,mu_faceObj3,,mu_fg30,,lotus3,,mu_hat26,,no,chafer,,,yes,,pigD_0,,,mu,
3171,Tez Dozen Team μ #291,175,2584.0420657902496,14,#fec735,mu_bodyObj9,regular,regular,mu_ptn21,,,,dog,,,mu_fg33,,icecream3,,mu_hat43,,no,bug3,,,yes,,pigF_3,,,mu,
2626,Tez Dozen Team λ #226,176,2577.5111789942716,14,#8ed2d5,lambda_bodyObj7,sextuple,regular,lambda_ptn24,,,,,,,lambda_fg10,,baseball,pencil,lambda_hat10,,yes,,,,yes,,dogF_5,,lambda_tail5,lambda,
3085,Tez Dozen Team μ #205,177,2577.5024923733563,13,#ff6100,mu_bodyObj6,sextuple,regular,,,,,,mu_faceObj1,,mu_fg33,,pu_fan,,mu_hat36,,no,calligraphy,,,yes,,pigE_0,,,mu,
3319,Tez Dozen Team μ #439,178,2574.446677480548,15,#8cd2e4,mu_bodyObj3,regular,regular,mu_ptn9,,,,hills2,mu_faceObj6,,mu_fg25,,pencil,,mu_hat24,,no,butterfly4,,,yes,,pigD_3,,,mu,
3339,Tez Dozen Team μ #459,179,2570.4311439808134,12,#f0d458,mu_bodyObj15,sextuple,regular,,,,,torch2,,,mu_fg19,,banana_fan,,mu_hat52,,no,,,,yes,,pigH_3,,,mu,
2714,Tez Dozen Team λ #314,180,2566.97664039321,14,#ffbd00,lambda_bodyObj4,regular,regular,,,,,,lambda_faceObj9,,lambda_fg19,,flag2,shovel,lambda_hat12,,yes,,,,yes,,dogH_1,,lambda_tail3,lambda,
3337,Tez Dozen Team μ #457,181,2564.4851221207814,12,#85f4ff,mu_bodyObj17,regular,regular,,,,,boar,,,mu_fg19,,pencil,,mu_hat5,,no,,,,yes,,pigH_4,,,mu,
3,Tez Dozen Team α #003,182,2562.8475205285636,16,#ffcb82,,regular,regular,,yes,,,,alpha_typeC,,,,icecream,,cap,alpha_typeA,yes,dragonfly,,,yes,tree2,orange,,alpha_typeC,alpha,alpha_typeD
2748,Tez Dozen Team λ #348,183,2562.5299687692295,14,#01bcc7,,regular,regular,lambda_ptn3,,,,,lambda_faceObj9,,lambda_fg25,,donut,,lambda_hat5,,no,coral,,,yes,,dogH_4,,lambda_tail3,lambda,
2710,Tez Dozen Team λ #310,184,2558.0057428831833,14,#ff6a03,lambda_bodyObj0,regular,regular,lambda_ptn11,,,,,lambda_faceObj7,,lambda_fg23,,,,lambda_hat31,,no,pin,,,no,flatfish3,dogA_6,,,lambda,
2657,Tez Dozen Team λ #257,185,2557.4786712312894,15,#ffea57,lambda_bodyObj2,regular,regular,lambda_ptn9,,,,books,lambda_faceObj11,,lambda_fg3,,snake3,,lambda_hat12,,no,cat,,,yes,,dogA_3,,,lambda,
2957,Tez Dozen Team μ #077,186,2555.406610152575,12,#b8caff,mu_bodyObj4,regular,regular,,,,,,,,mu_fg21,,,,mu_hat26,,no,spider2,,,no,smilebird,pigD_7,,,mu,
3148,Tez Dozen Team μ #268,187,2549.2246632813753,12,#84d2bb,,regular,regular,mu_ptn1,,,,,mu_faceObj2,,mu_fg16,,,,mu_hat18,,no,,,,yes,snake4,pigC_2,,,mu,
3189,Tez Dozen Team μ #309,188,2545.156520221244,11,#ecccc2,,sextuple,regular,mu_ptn18,,,,,,,mu_fg27,,pencil,,mu_hat50,,no,,,,yes,,pigG_3,,,mu,
1401,Tez Dozen Team θ #201,189,2543.652967645089,19,#ddc57e,tatto,regular,regular,tri-flower,,theta_typeE,,giftC,theta_typeA,theta_typeA,theta_typeA,,,,unicorn,theta_typeE,no,bush,theta_typeB,,yes,flatfish3,goldenrod,,,theta,
3225,Tez Dozen Team μ #345,190,2542.764401073823,14,#f7cbb9,mu_bodyObj1,sextuple,regular,mu_ptn0,,,,,mu_faceObj15,,mu_fg0,,donut,,mu_hat11,,no,pin,,,yes,,pigB_3,,,mu,
1530,Tez Dozen Team ι #090,191,2540.937216481139,16,#d9d05f,iota_bodyObj5,regular,regular,,,iota_ear10,,monkey_in_lotus,,iota_faceTex1,iota_fg13,,peacock,,iota_hat2,,no,pin,,,yes,,monkeyB_pink_brown,,iota_tail2,iota,
3063,Tez Dozen Team μ #183,192,2539.110838543837,14,#85f4ff,mu_bodyObj9,regular,regular,,,,,potted_plants,mu_faceObj17,,mu_fg36,,sword,,mu_hat29,,no,butterfly4,,,yes,,pigD_2,,,mu,
2800,Tez Dozen Team λ #400,193,2537.5918142873666,14,#b5d4cb,lambda_bodyObj3,regular,regular,,,,,,lambda_faceObj6,,lambda_fg20,,ham,,lambda_hat7,,no,dragon,,,yes,,dogE_0,,lambda_tail6,lambda,
3120,Tez Dozen Team μ #240,194,2533.694378389931,14,tex,mu_bodyObj4,regular,regular,mu_ptn26,,,,mu_rare,mu_faceObj10,,mu_fg21,,hammer,,mu_hat34,,no,,,,yes,,pigE_5,,,mu,
2952,Tez Dozen Team μ #072,195,2530.6925361814183,14,#fabfab,mu_bodyObj4,regular,regular,mu_ptn12,,,,,mu_faceObj3,,mu_fg27,,,,mu_hat27,,no,cat3,,,no,snake4,pigD_1,,,mu,
210,Tez Dozen Team β #090,196,2530.256485947805,13,#a5da8b,,regular,regular,,,,,,beta_typeD,,fire,,fork,,ship,beta_typeA,no,,,beta_typeC,yes,,brown,,,beta,
3269,Tez Dozen Team μ #389,197,2525.5961596967445,13,#d4b481,mu_bodyObj19,sextuple,regular,mu_ptn15,,,,,mu_faceObj12,,mu_fg2,,green_leaves,,,,no,cat3,,,yes,,pigA_0,,,mu,
2820,Tez Dozen Team λ #420,198,2523.3472226650074,13,#01bcc7,,regular,artist_original,lambda_ptn31,,,,cat2,,,lambda_fg4,,lotus2,,,,no,bird4,,,yes,fish,dogG_0,,,lambda,
416,Tez Dozen Team δ #056,199,2522.8153425862934,17,#e83d44,,regular,regular,cross,no,,delta_typeA,rabbit,,,delta_typeC,,lollipop,,,delta_typeD,no,leaves2,delta_typeA,,yes,,snow,,,delta,delta_typeC
2477,Tez Dozen Team λ #077,200,2519.7581802386608,16,#f6c193,lambda_bodyObj2,regular,regular,lambda_ptn24,,,,teapot_tree,lambda_faceObj8,,lambda_fg15,,book2,,lambda_hat3,,no,coconut_tree,,,yes,,dogD_2,,lambda_tail2,lambda,
2457,Tez Dozen Team λ #057,201,2519.4483248849497,15,#ffa877,lambda_bodyObj2,regular,regular,lambda_ptn4,,,,,lambda_faceObj8,,lambda_fg10,,mushroom,,lambda_hat2,,yes,rabbit,,,yes,,dogD_1,,lambda_tail1,lambda,
3312,Tez Dozen Team μ #432,202,2514.689031660344,14,#85f4ff,mu_bodyObj25,regular,regular,mu_ptn4,,,,,,,mu_fg0,,anchor,,mu_hat3,,yes,bird4,,,yes,lizard2,pigF_4,,,mu,
3108,Tez Dozen Team μ #228,203,2513.283925117061,13,#f0e952,mu_bodyObj16,regular,artist_original,,,,,spirit_on_horse,,,mu_fg9,,scepter,,mu_hat5,,no,cat,,,yes,,pigH_0,,,mu,
3249,Tez Dozen Team μ #369,204,2511.298059525776,10,#f8ea81,,regular,regular,,,,,,,,mu_fg35,,,,mu_hat8,,no,,,,yes,piggy,pigH_5,,,mu,
2539,Tez Dozen Team λ #139,205,2511.15611199591,13,#7fd89f,,sextuple,regular,lambda_ptn14,,,,,lambda_faceObj7,,lambda_fg11,,branches,,lambda_hat7,,no,,,,yes,,dogH_0,,lambda_tail3,lambda,
3016,Tez Dozen Team μ #136,206,2506.9270468136056,11,#92d48b,mu_bodyObj8,regular,regular,mu_ptn27,,,,,,,mu_fg0,,,,mu_hat2,,no,,,,no,,pigF_1,,,mu,
1226,Tez Dozen Team θ #026,207,2503.6931609667645,19,#a6b980,scarfD,regular,regular,coral,,theta_typeI,,giftC,theta_typeC,theta_typeD,eta_typeC,,fork,,palm_tree,theta_typeE,no,flatfish,theta_typeC,,yes,,chocolate,,,theta,
1705,Tez Dozen Team ι #265,208,2501.2688997712153,17,tex,iota_bodyObj6,regular,regular,,,iota_ear12,,iota_rare,iota_faceObj8,iota_faceTex2,iota_fg3,,donut,,iota_hat2,,no,ant,,,yes,,monkeyB_pink_yellow,,iota_rare,iota,
37,Tez Dozen Team α #037,209,2500.434703359137,14,#ff5d19,,sextuple,regular,,yes,,,,alpha_typeC,,,,icecream,,,alpha_typeB,yes,mouse,,,yes,,lightgreen,,alpha_typeD,alpha,alpha_typeC
3293,Tez Dozen Team μ #413,210,2499.8087236222595,11,#e1daa5,,regular,regular,mu_ptn22,,,,,,,mu_fg25,,,,mu_hat19,,no,spider2,,,no,,pigC_3,,,mu,
2904,Tez Dozen Team μ #024,211,2497.068828934902,13,#fabfab,mu_bodyObj6,regular,regular,mu_ptn3,,,,,,,mu_fg30,,,,mu_hat41,,no,moth,,,no,flatfish3,pigF_0,,,mu,
232,Tez Dozen Team β #112,212,2491.0473106500476,13,#6dbcd5,,sextuple,regular,,lace,,,,,,fire,,fan,,top_hat,beta_typeB,no,,,beta_typeC,yes,,peach,,,beta,
2757,Tez Dozen Team λ #357,213,2486.2303581417773,12,#a4e3a5,,regular,regular,lambda_ptn1,,,,,,,lambda_fg17,,baseball,pencil,lambda_hat1,,yes,,,,yes,,dogB_0,,,lambda,
2552,Tez Dozen Team λ #152,214,2485.2531639235776,14,#75653b,lambda_bodyObj2,regular,regular,lambda_ptn10,,,,,lambda_faceObj11,,lambda_fg10,,,,lambda_hat10,,no,flower2,,,no,cross,dogA_4,,,lambda,
48,Tez Dozen Team α #048,215,2480.825382272252,12,#bbad66,,regular,regular,,yes,,,,,,,,cup,,,alpha_typeD,yes,,,,yes,,pink,,alpha_typeC,alpha,alpha_typeD
3061,Tez Dozen Team μ #181,216,2479.911094168407,14,#ffbca7,mu_bodyObj23,regular,regular,mu_ptn14,,,,,,,mu_fg15,,bull_skull,,mu_hat9,,yes,bug3,,,yes,smilebird,pigB_3,,,mu,
3200,Tez Dozen Team μ #320,217,2476.36161227103,14,#ff6100,mu_bodyObj5,regular,regular,mu_ptn13,,,,,mu_faceObj17,,mu_fg0,,,,mu_hat29,,no,rabbit,,,no,flatfish3,pigD_4,,,mu,
122,Tez Dozen Team β #002,218,2476.307194456825,13,#a5da8b,,regular,regular,,rainbow,,,,,,fire,,fork,,,beta_typeB,no,,,beta_typeA,yes,,soil,,beta_typeB,beta,
3155,Tez Dozen Team μ #275,219,2469.324819334346,14,#8cd2e4,mu_bodyObj5,regular,regular,mu_ptn3,,,,dining_pig,,,mu_fg2,,bat,,mu_hat44,,no,bug3,,,yes,,pigF_2,,,mu,
390,Tez Dozen Team δ #030,220,2465.385031371055,17,#e83d44,,regular,regular,ripple2,no,,delta_typeC,flowerpot,,,delta_typeD,,net,,,delta_typeC,no,pin,delta_typeB,,yes,,snow,,,delta,delta_typeD
1034,Tez Dozen Team η #074,221,2464.964981222594,16,tex,,regular,regular,irregular_lines,,,,eta_rare,eta_typeD,,delta_typeD,eta_typeB,belldrum,,duck,,no,,eta_typeC,,yes,,orangered_darkbrown,,eta_rare,eta,
3056,Tez Dozen Team μ #176,222,2463.959289557873,14,#b9d6c7,,regular,regular,mu_ptn26,,,,,mu_faceObj5,,mu_fg35,,bat,,mu_hat1,,yes,flatfish2,,,yes,snake4,pigC_3,,,mu,
3163,Tez Dozen Team μ #283,223,2462.6063342419934,12,#b5ccf4,,regular,regular,mu_ptn23,,,,dragonfly_and_flower,,,mu_fg0,,bull_skull_eel,,mu_hat3,,no,,,,yes,,pigF_2,,,mu,
2415,Tez Dozen Team λ #015,224,2460.439949685345,16,#becbdf,lambda_bodyObj7,sextuple,regular,lambda_ptn29,,,,bird_on_boat,lambda_faceObj6,,lambda_fg6,,lotus3,,lambda_hat11,,no,caterpillar,,,yes,,dogE_2,,lambda_tail6,lambda,
81,Tez Dozen Team α #081,225,2456.3564368449092,16,#fed501,,regular,artist_original,,yes,,,,alpha_typeB,,frog,,icecream,,ship,alpha_typeB,no,dragonfly,,,yes,,lightgreen,,alpha_typeB,alpha,alpha_typeB
2210,Tez Dozen Team κ #290,226,2455.2269962039327,15,#c3dcb0,kappa_bodyObj0,sextuple,regular,kappa_ptn5,,,,beetle,,,kappa_fg7,,halberd,,kappa_hat20,,no,arrow,kappa_mouth3,,yes,,chickenB_2,,,kappa,
2946,Tez Dozen Team μ #066,227,2447.859034180198,15,#ff6100,mu_bodyObj21,sextuple,regular,mu_ptn10,,,,,mu_faceObj15,,mu_fg3,,banana_fan,,mu_hat9,,yes,little_hamburger,,,yes,firefly,pigB_2,,,mu,
2426,Tez Dozen Team λ #026,228,2446.4665169023547,14,#ffa19d,,regular,regular,lambda_ptn28,,,,,lambda_faceObj11,,lambda_fg27,,green_branch,,lambda_hat21,,no,little_hamburger,,,yes,,dogC_3,,lambda_tail5,lambda,
403,Tez Dozen Team δ #043,229,2444.7801322980963,16,#81d4df,,regular,regular,horizon2,no,,delta_typeD,badges,,,delta_typeA,,,,,delta_typeA,no,lizard,delta_typeB,,yes,,snow,,,delta,delta_typeD
137,Tez Dozen Team β #017,230,2444.0691252951133,13,#265fb3,,sextuple,regular,,,,,,beta_typeA,,,,,,leaves,beta_typeD,yes,flower2,,beta_typeD,yes,,brown,,beta_typeB,beta,
3170,Tez Dozen Team μ #290,231,2443.6962989029053,14,#e6d4ac,mu_bodyObj15,regular,regular,,,,,,mu_faceObj20,,mu_fg8,,green_leaves,,mu_hat35,,yes,little_hamburger,,,yes,fish,pigE_5,,,mu,
2978,Tez Dozen Team μ #098,232,2443.17294774426,14,#8ac569,mu_bodyObj3,regular,regular,mu_ptn18,,,,,mu_faceObj1,,mu_fg7,,drum_sticks_and_drum,,,,yes,ant,,,yes,piggy2,pigA_2,,,mu,
3144,Tez Dozen Team μ #264,233,2440.9061747523606,12,#eaa2a6,mu_bodyObj16,regular,regular,,,,,,,,mu_fg7,,ramen,,mu_hat7,,no,bug3,,,yes,,pigH_1,,,mu,
3091,Tez Dozen Team μ #211,234,2440.8533548270425,12,#f8ea81,mu_bodyObj2,regular,regular,mu_ptn15,,,,spirit_on_horse,,,mu_fg29,,,,,,no,,,,yes,smilebird,pigA_0,,,mu,
2655,Tez Dozen Team λ #255,235,2436.32836093211,12,#ffffff,,sextuple,artist_original,lambda_ptn2,,,,mole,,,lambda_fg1,,shovel,,,,no,spider2,,,yes,,white,,,lambda,
190,Tez Dozen Team β #070,236,2435.911752140632,12,#6dbcd5,,regular,regular,,lace,,,,,,tri-eye,,,,volcano,beta_typeB,no,,,beta_typeA,yes,,dark_ash,,,beta,
